BOTTLE,20020820WHPSIOSCD
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20020820
#original HYD file: a24hy.txt   Tue Aug 20 15:44:10 2002
#original SUM file: ../a24su.txt   Wed Mar 28 13:47:35 2001
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,PCO2TMP,CTDRAW,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,25_DEG,,DEG C,,DEG C
     316N151_2,   A24,    70,  1,     11,     11,2,19970613,2214, 59.3512, -21.1902, 2873,   1110.6,   5.4788,  35.0071,2,  35.0110,2,    231.9,2,    232.4,2,    12.29,2,    18.51,2,     0.00,2,     1.22,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  5.3805
     316N151_2,   A24,    70,  1,     10,     10,2,19970613,2214, 59.3512, -21.1902, 2873,   1211.2,   5.1488,  35.0093,2,  35.0101,2,    237.0,2,    237.1,2,    12.47,2,    18.46,2,     0.00,2,     1.22,2,    2.307,2,    1.104,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  5.0437
     316N151_2,   A24,    70,  1,      9,      9,2,19970613,2214, 59.3512, -21.1902, 2873,   1362.3,   4.3760,  34.9471,2,  34.9479,2,    253.9,2,    253.4,2,    12.26,2,    18.04,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  4.2644
     316N151_2,   A24,    70,  1,      8,      8,2,19970613,2214, 59.3512, -21.1902, 2873,   1565.0,   3.8718,  34.9127,2,  34.9117,2,    266.8,2,    266.9,2,    11.76,2,    17.58,2,     0.00,2,     1.17,2,    2.517,2,    1.200,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.7473
     316N151_2,   A24,    70,  1,      7,      7,2,19970613,2214, 59.3512, -21.1902, 2873,   1767.1,   3.6031,  34.8947,2,  34.8952,2,    272.8,2,    274.8,2,    11.65,2,    17.25,2,     0.00,2,     1.15,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.4635
     316N151_2,   A24,    70,  1,      6,      6,2,19970613,2214, 59.3512, -21.1902, 2873,   1969.7,   3.4457,  34.8895,2,  34.8897,2,    279.4,2,    279.3,2,    11.53,2,    16.97,2,     0.00,2,     1.14,2,    2.475,2,    1.177,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.2895
     316N151_2,   A24,    70,  1,      5,      5,2,19970613,2214, 59.3512, -21.1902, 2873,   2172.5,   3.3717,  34.9027,2,  34.9017,2,    279.9,2,    279.1,2,    11.80,2,    16.74,2,     0.00,2,     1.12,2,    2.196,2,    1.061,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.1974
     316N151_2,   A24,    70,  1,      4,      4,2,19970613,2214, 59.3512, -21.1902, 2873,   2376.2,   3.3729,  34.9405,2,  34.9383,2,    273.9,2,    274.2,2,    12.45,2,    16.46,2,     0.00,2,     1.12,2,    1.892,2,    0.907,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.1785
     316N151_2,   A24,    70,  1,      3,      3,2,19970613,2214, 59.3512, -21.1902, 2873,   2578.7,   3.1876,  34.9572,2,  34.9561,2,    272.0,2,    272.0,2,    13.97,2,    16.32,2,     0.00,2,     1.11,2,    1.753,2,    0.840,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.9763
     316N151_2,   A24,    70,  1,      2,      2,2,19970613,2214, 59.3512, -21.1902, 2873,   2782.3,   2.9059,  34.9611,2,  34.9598,2,    272.6,2,    271.9,2,    15.39,2,    16.28,2,     0.00,2,     1.11,2,    1.907,2,    0.925,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.6795
     316N151_2,   A24,    70,  1,      1,      1,2,19970613,2214, 59.3512, -21.1902, 2873,   2904.2,   2.5929,  34.9640,2,  34.9640,2,    276.7,2,    277.2,2,    13.36,2,    15.62,2,     0.00,2,     1.06,2,    2.416,2,    1.174,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.3606
     316N151_2,   A24,    71,  1,     24,     24,2,19970614,0226, 59.5197, -22.0948, 2710,      3.1,  10.6188,  35.2404,2,  35.2432,2,    309.7,2,    303.8,2,     0.70,2,     4.53,2,     0.13,2,     0.34,2,    3.788,2,    1.987,2,   2077.2,9,   -999.0,9,   2326.2,6,     7.91,6, -999.00,   -999, 10.6184
     316N151_2,   A24,    71,  1,     23,     23,2,19970614,0226, 59.5197, -22.0948, 2710,     64.4,   9.4691,  35.2363,2,  35.2365,2,    280.3,2,    280.8,2,     2.20,2,     8.01,2,     0.14,2,     0.59,2, -999.000,9, -999.000,9,   2107.6,9,   -999.0,9,   2323.8,2,     7.86,2, -999.00,   -999,  9.4619
     316N151_2,   A24,    71,  1,     22,     22,2,19970614,0226, 59.5197, -22.0948, 2710,     95.2,   9.3846,  35.2440,2,  35.2446,2,    280.1,2,    280.0,2,     2.75,2,     8.05,2,     0.14,2,     0.60,2,    3.860,2,    2.030,2,   2108.1,9,   -999.0,9,   2325.8,2,     7.85,2, -999.00,   -999,  9.3740
     316N151_2,   A24,    71,  1,     21,     21,2,19970614,0226, 59.5197, -22.0948, 2710,    155.3,   8.7477,  35.1994,2,  35.1914,2,    258.9,2,    266.9,2,     6.64,2,    12.80,2,     0.07,2,     0.86,2,    3.678,2,    1.944,2,   2131.6,9,   -999.0,9,   2320.8,2,     7.80,2, -999.00,   -999,  8.7311
     316N151_2,   A24,    71,  1,     20,     20,2,19970614,0226, 59.5197, -22.0948, 2710,    225.1,   8.7461,  35.2414,2,  35.2410,2,    261.8,2,    266.5,2,     6.62,2,    12.83,2,     0.03,2,     0.86,2, -999.000,9, -999.000,9,   2133.0,9,   -999.0,9,   2324.9,2,     7.80,2, -999.00,   -999,  8.7219
     316N151_2,   A24,    71,  1,     19,     19,2,19970614,0226, 59.5197, -22.0948, 2710,    305.6,   7.8698,  35.0905,2,  35.0905,2,    264.9,2,    266.8,2,     7.66,2,    13.99,2,     0.01,2,     0.94,2,    3.725,2,    1.949,2,   2136.5,9,   -999.0,9,   2316.8,3,     7.78,2, -999.00,   -999,  7.8389
     316N151_2,   A24,    71,  1,     18,     18,2,19970614,0226, 59.5197, -22.0948, 2710,    376.4,   7.9309,  35.1350,2,  35.1480,2,    263.7,2,    263.0,2,     7.83,2,    14.27,2,     0.01,2,     0.96,2, -999.000,9, -999.000,9,   2140.9,9,   -999.0,9,   2323.6,2,     7.77,2, -999.00,   -999,  7.8925
     316N151_2,   A24,    71,  1,     17,     17,2,19970614,0226, 59.5197, -22.0948, 2710,    446.5,   7.6305,  35.1345,2,  35.1335,2,    269.9,2,    265.3,2,     7.90,2,    14.51,2,     0.00,2,     0.97,2,    3.679,2,    1.909,2,   2140.6,9,   -999.0,9,   2320.8,2,     7.78,2, -999.00,   -999,  7.5858
     316N151_2,   A24,    71,  1,     16,     16,2,19970614,0226, 59.5197, -22.0948, 2710,    537.5,   7.5353,  35.1420,2,  35.1413,2,    268.0,2,    264.9,2,     7.88,2,    14.56,2,     0.00,2,     0.97,2, -999.000,9, -999.000,9,   2142.5,9,   -999.0,9,   2321.5,2,     7.77,2, -999.00,   -999,  7.4814
     316N151_2,   A24,    71,  1,     15,     15,2,19970614,0226, 59.5197, -22.0948, 2710,    647.6,   7.3458,  35.1298,2,  35.1285,2,    265.7,2,    261.8,2,     8.25,2,    14.98,2,     0.00,2,     1.00,2,    3.608,2,    1.866,2,   2144.8,9,   -999.0,9,   2318.5,2,     7.76,2, -999.00,   -999,  7.2813
     316N151_2,   A24,    71,  1,     14,     14,2,19970614,0226, 59.5197, -22.0948, 2710,    738.2,   6.9072,  35.0899,2,  35.0898,2,    244.1,2,    239.1,2,    10.14,2,    16.92,2,     0.00,2,     1.12,2,    3.049,2,    1.535,2,   2157.3,9,   -999.0,9,   2317.8,2,     7.73,2, -999.00,   -999,  6.8358
     316N151_2,   A24,    71,  1,     13,     13,2,19970614,0226, 59.5197, -22.0948, 2710,    828.3,   6.2009,  35.0438,2,  35.0419,2,    230.6,2,    228.4,2,    11.55,2,    18.29,2,     0.00,2,     1.21,2,    2.640,2,    1.305,2,   2165.6,9,   -999.0,9,   2316.4,2,     7.71,2, -999.00,   -999,  6.1246
     316N151_2,   A24,    71,  1,     12,     12,2,19970614,0226, 59.5197, -22.0948, 2710,    949.7,   5.4449,  35.0114,2,  35.0092,2,    234.4,2,    234.7,2,    12.01,2,    18.48,2,     0.00,2,     1.22,2, -999.000,9, -999.000,9,   2166.7,9,   -999.0,9,   2314.0,2,     7.70,2, -999.00,   -999,  5.3621
     316N151_2,   A24,    71,  1,     11,     11,2,19970614,0226, 59.5197, -22.0948, 2710,   1060.5,   4.8859,  34.9808,2,  34.9809,2,    242.9,2,    244.0,2,    11.99,2,    18.29,2,     0.00,2,     1.21,2,    2.537,2,    1.216,2,   2165.6,9,   -999.0,9,   2312.5,2,     7.70,2, -999.00,   -999,  4.7971
     316N151_2,   A24,    71,  1,     10,     10,2,19970614,0226, 59.5197, -22.0948, 2710,   1162.0,   4.5091,  34.9575,2,  34.9600,2,    249.0,2,    250.7,2,    12.07,2,    18.19,2,     0.00,2,     1.21,2, -999.000,9, -999.000,9,   2163.9,9,   -999.0,9,   2312.6,2,     7.70,2, -999.00,   -999,  4.4144
     316N151_2,   A24,    71,  1,      9,      9,2,19970614,0226, 59.5197, -22.0948, 2710,   1293.0,   4.1018,  34.9339,2,  34.9343,2,    257.4,2,    261.4,2,    11.86,2,    17.72,2,     0.00,2,     1.18,2,    2.578,2,    1.228,2,   2159.7,9,   -999.0,9,   2309.6,2,     7.71,2, -999.00,   -999,  3.9992
     316N151_2,   A24,    71,  1,      8,      8,2,19970614,0226, 59.5197, -22.0948, 2710,   1414.9,   3.8480,  34.9135,2,  34.9136,2,    265.3,2,    267.5,2,    11.84,2,    17.72,2,     0.00,2,     1.18,2, -999.000,9, -999.000,9,   2158.6,9,   -999.0,9,   2310.9,2,     7.71,2, -999.00,   -999,  3.7373
     316N151_2,   A24,    71,  1,      7,      7,2,19970614,0226, 59.5197, -22.0948, 2710,   1619.4,   3.5725,  34.8963,2,  34.8963,2,    274.3,2,    275.4,2,    11.73,2,    17.34,2,     0.00,2,     1.16,2,    2.515,2,    1.192,2,   2153.7,9,   -999.0,9,   2305.8,2,     7.71,2, -999.00,   -999,  3.4467
     316N151_2,   A24,    71,  1,      6,      6,2,19970614,0226, 59.5197, -22.0948, 2710,   1821.5,   3.4201,  34.8913,2,  34.8918,2,    278.6,2,    279.3,2,    11.81,2,    17.06,2,     0.00,2,     1.15,2,    2.474,2,    1.178,2,   2153.4,9,   -999.0,9,   2306.5,2,     7.71,2, -999.00,   -999,  3.2780
     316N151_2,   A24,    71,  1,      5,      5,2,19970614,0226, 59.5197, -22.0948, 2710,   2024.5,   3.3473,  34.9019,2,  34.9010,2,    281.4,2,    279.6,2,    11.98,2,    16.87,2,     0.00,2,     1.14,2,    2.323,2,    1.107,2,   2151.3,9,   -999.0,9,   2307.1,2,     7.72,2, -999.00,   -999,  3.1874
     316N151_2,   A24,    71,  1,      4,      4,2,19970614,0226, 59.5197, -22.0948, 2710,   2227.8,   3.3464,  34.9366,2,  34.9372,2,    277.5,2,    274.2,2,    12.82,2,    16.68,2,     0.00,2,     1.12,2,    1.811,2,    0.878,2,   2155.1,9,   -999.0,9,   2311.3,2,     7.72,2, -999.00,   -999,  3.1670
     316N151_2,   A24,    71,  1,      3,      3,2,19970614,0226, 59.5197, -22.0948, 2710,   2429.9,   3.1636,  34.9601,2,  34.9604,2,    274.1,2,    272.1,2,    14.04,2,    16.39,2,     0.00,2,     1.11,2,    1.828,2,    0.887,2,   2157.3,9,   -999.0,9,   2311.6,2,     7.71,2, -999.00,   -999,  2.9675
     316N151_2,   A24,    71,  1,      2,      2,2,19970614,0226, 59.5197, -22.0948, 2710,   2635.5,   2.6636,  34.9655,2,  34.9658,2,    275.1,2,    276.6,2,    13.93,2,    15.83,2,     0.00,2,     1.08,2,    2.319,2,    1.117,2,   2160.9,9,   -999.0,9,   2313.2,2,     7.71,2, -999.00,   -999,  2.4566
     316N151_2,   A24,    71,  1,      1,      1,2,19970614,0226, 59.5197, -22.0948, 2710,   2727.7,   2.5587,  34.9669,2,  34.9665,2,    276.3,2,    277.7,2,    13.43,2,    15.64,2,     0.00,2,     1.06,2,    2.470,2,    1.212,2,   2162.1,9,   -999.0,9,   2314.6,2,     7.71,2, -999.00,   -999,  2.3447
     316N151_2,   A24,    72,  1,     20,     20,2,19970614,0648, 59.6980, -23.0058, 2315,      2.5,  10.4784,  35.1753,2,  35.2050,2,    240.9,2,    303.6,2,     0.79,2,     4.33,2,     0.13,2,     0.33,2,    3.782,2,    2.002,2,   2078.1,9,   -999.0,9,   2323.4,6,     7.92,2, -999.00,   -999, 10.4781
     316N151_2,   A24,    72,  1,     19,     19,2,19970614,0648, 59.6980, -23.0058, 2315,     34.7,   9.7869,  35.1827,2,  35.1792,2,    270.5,2,    277.6,2,     2.67,2,     7.08,2,     0.17,2,     0.54,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.7829
     316N151_2,   A24,    72,  1,     18,     18,2,19970614,0648, 59.6980, -23.0058, 2315,     64.5,   9.0613,  35.1709,2,  35.1709,2,    264.4,2,    269.4,2,     6.36,2,    11.69,2,     0.28,2,     0.81,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.0543
     316N151_2,   A24,    72,  1,     17,     17,2,19970614,0648, 59.6980, -23.0058, 2315,    115.1,   8.7940,  35.1804,2,  35.1781,2,    268.5,2,    265.2,2,     6.82,2,    12.90,2,     0.02,2,     0.87,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  8.7817
     316N151_2,   A24,    72,  1,     16,     16,2,19970614,0648, 59.6980, -23.0058, 2315,    175.8,   8.0152,  35.0740,2,  35.0723,2,    266.2,2,    265.6,2,     7.65,2,    13.81,2,     0.01,2,     0.94,2,    3.717,2,    1.953,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.9974
     316N151_2,   A24,    72,  1,     15,     15,2,19970614,0648, 59.6980, -23.0058, 2315,    296.3,   8.0493,  35.1182,2,  35.1356,2,    261.9,2,    263.7,2,     7.73,2,    14.05,2,     0.01,2,     0.95,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  8.0190
     316N151_2,   A24,    72,  1,     14,     14,2,19970614,0648, 59.6980, -23.0058, 2315,    396.0,   7.6677,  35.1306,2,  35.1287,2,    259.6,2,    265.9,2,     8.09,2,    14.57,2,     0.01,2,     0.97,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.6280
     316N151_2,   A24,    72,  1,     13,     13,2,19970614,0648, 59.6980, -23.0058, 2315,    507.6,   7.3378,  35.1181,2,  35.1212,2,    266.3,2,    260.6,2,     8.55,2,    15.14,2,     0.00,2,     1.01,2,    3.508,2,    1.810,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.2878
     316N151_2,   A24,    72,  1,     12,     12,2,19970614,0648, 59.6980, -23.0058, 2315,    617.4,   7.1498,  35.1229,2,  35.1197,2,    263.2,2,    266.7,2,     8.25,2,    14.86,2,     0.00,2,     1.00,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.0894
     316N151_2,   A24,    72,  1,     11,     11,2,19970614,0648, 59.6980, -23.0058, 2315,    728.4,   6.6032,  35.0681,2,  35.0693,2,    249.5,2,    234.2,2,    10.80,2,    17.51,2,     0.00,2,     1.16,2,    2.888,2,    1.429,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  6.5345
     316N151_2,   A24,    72,  1,     10,     10,2,19970614,0648, 59.6980, -23.0058, 2315,    787.7,   6.1254,  35.0399,2,  35.0376,2,    237.6,2,    233.8,2,    11.44,2,    18.08,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  6.0536
     316N151_2,   A24,    72,  1,      9,      9,2,19970614,0648, 59.6980, -23.0058, 2315,    889.3,   5.5398,  35.0185,2,  35.0181,2,    234.7,2,    239.5,2,    11.71,2,    18.13,2,     0.00,2,     1.21,2,    2.642,2,    1.291,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  5.4620
     316N151_2,   A24,    72,  1,      8,      8,2,19970614,0648, 59.6980, -23.0058, 2315,   1009.9,   4.8344,  34.9786,2,  34.9796,2,    244.1,2,    245.9,2,    12.07,2,    18.37,2,     0.00,2,     1.22,2,    2.530,2,    1.216,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  4.7507
     316N151_2,   A24,    72,  1,      7,      7,2,19970614,0648, 59.6980, -23.0058, 2315,   1111.3,   4.4226,  34.9528,2,  34.9519,2,    250.8,2,    252.6,2,    12.06,2,    18.13,2,     0.00,2,     1.21,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  4.3332
     316N151_2,   A24,    72,  1,      6,      6,2,19970614,0648, 59.6980, -23.0058, 2315,   1313.3,   3.9155,  34.9216,2,  34.9202,2,    263.8,2,    265.9,2,    11.75,2,    17.66,2,     0.00,2,     1.18,2,    2.515,2,    1.196,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.8130
     316N151_2,   A24,    72,  1,      5,      5,2,19970614,0648, 59.6980, -23.0058, 2315,   1515.6,   3.5774,  34.8999,2,  34.8992,2,    274.9,2,    275.2,2,    11.54,2,    17.29,2,     0.00,2,     1.16,2,    2.500,2,    1.193,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.4608
     316N151_2,   A24,    72,  1,      4,      4,2,19970614,0648, 59.6980, -23.0058, 2315,   1716.7,   3.4569,  34.9054,2,  34.9025,2,    277.3,2,    278.0,2,    11.53,2,    16.91,2,     0.00,2,     1.14,2,    2.498,2,    1.195,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.3238
     316N151_2,   A24,    72,  1,      3,      3,2,19970614,0648, 59.6980, -23.0058, 2315,   1920.6,   3.4646,  34.9516,2,  34.9525,2,    273.4,2,    274.3,2,    11.60,2,    16.25,2,     0.00,2,     1.10,2,    2.284,2,    1.099,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.3125
     316N151_2,   A24,    72,  1,      2,      2,2,19970614,0648, 59.6980, -23.0058, 2315,   2123.0,   3.1348,  34.9740,2,  34.9726,2,    273.3,2,    274.8,2,    11.77,2,    15.83,2,     0.00,2,     1.07,2,    2.338,2,    1.136,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.9687
     316N151_2,   A24,    72,  1,      1,      1,2,19970614,0648, 59.6980, -23.0058, 2315,   2326.0,   2.6713,  34.9706,2,  34.9689,2,    277.1,2,    276.9,2,    12.71,2,    15.64,2,     0.00,2,     1.07,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.4938
     316N151_2,   A24,    73,  1,     20,     20,2,19970614,1050, 59.8672, -23.9530, 2320,      2.4,  10.9749,  35.2373,2,  35.2200,2,    280.9,2,    304.8,2,     0.64,2,     3.65,2,     0.12,2,     0.29,2,    3.722,2,    1.980,2,   2071.4,9,    430.1,2,   2323.7,6,     7.93,6,   20.00,   -999, 10.9746
     316N151_2,   A24,    73,  1,     19,     19,2,19970614,1050, 59.8672, -23.9530, 2320,     29.2,  10.0338,  35.2073,2,  35.2053,2,    270.6,2,    284.4,2,     1.11,2,     5.75,2,     0.13,2,     0.44,2, -999.000,9, -999.000,9,   2091.5,9,    482.7,2,   2322.5,2,     7.89,2,   20.00,   -999, 10.0304
     316N151_2,   A24,    73,  1,     18,     18,2,19970614,1050, 59.8672, -23.9530, 2320,     64.7,   9.3420,  35.1824,2,  35.1871,2,    264.2,2,    280.2,2,     2.52,2,     7.91,2,     0.13,2,     0.62,2,    3.926,2,    2.057,2,   2107.9,9,    524.4,2,   2323.2,2,     7.85,2,   20.00,   -999,  9.3348
     316N151_2,   A24,    73,  1,     17,     17,2,19970614,1050, 59.8672, -23.9530, 2320,    114.6,   8.2468,  35.1525,2,  35.1606,2,    252.9,2,    271.4,2,     6.87,2,    12.66,2,     0.18,2,     0.87,2, -999.000,9, -999.000,9,   2131.4,9,    613.2,2,   2319.1,2,     7.80,2,   20.00,   -999,  8.2350
     316N151_2,   A24,    73,  1,     16,     16,2,19970614,1050, 59.8672, -23.9530, 2320,    185.0,   7.4793,  35.0687,2,  35.0690,2,    255.5,2,    257.4,2,     8.47,2,    14.86,2,     0.05,2,     1.00,2,    3.505,2,    1.822,2,   2142.4,9,    663.1,2,   2319.9,2,     7.76,2,   20.00,   -999,  7.4612
     316N151_2,   A24,    73,  1,     15,     15,2,19970614,1050, 59.8672, -23.9530, 2320,    224.6,   7.5327,  35.1079,2,  35.1070,2,    259.2,2,    260.7,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   2138.4,9,    661.3,2,   2316.4,2,     7.77,2,   20.00,   -999,  7.5106
     316N151_2,   A24,    73,  1,     14,     14,2,19970614,1050, 59.8672, -23.9530, 2320,    355.1,   7.5582,  35.1550,2,  35.1494,2,    269.0,2,    269.3,2,     7.60,2,    14.15,2,     0.00,2,     0.94,2,    3.746,2,    1.970,2,   2140.3,9,    643.7,2,   2321.0,2,     7.77,2,   20.00,   -999,  7.5229
     316N151_2,   A24,    73,  1,     13,     13,2,19970614,1050, 59.8672, -23.9530, 2320,    456.8,   7.1258,  35.1093,2,  35.1125,2,    257.0,2,    258.8,2,     8.54,2,    15.23,2,     0.00,2,     1.02,2,    3.482,2,    1.817,2,   2147.6,9,    674.6,2,   2315.7,2,     7.76,2,   20.00,   -999,  7.0817
     316N151_2,   A24,    73,  1,     12,     12,2,19970614,1050, 59.8672, -23.9530, 2320,    567.3,   6.2992,  35.0092,2,  35.0320,2,    240.7,2,    232.7,2,    11.00,2,    17.77,2,     0.00,2,     1.18,2,    2.800,2,    1.396,2,   2163.4,9,    755.6,2,   2313.8,2,     7.71,2,   20.00,   -999,  6.2476
     316N151_2,   A24,    73,  1,     11,     11,2,19970614,1050, 59.8672, -23.9530, 2320,    667.7,   5.9085,  35.0347,2,  35.0310,2,    229.7,2,    227.4,2,    11.84,2,    18.48,2,     0.00,2,     1.23,2,    2.512,2,    1.228,2,   2169.1,9,    779.6,2,   2313.9,2,     7.70,2,   20.00,   -999,  5.8493
     316N151_2,   A24,    73,  1,     10,     10,2,19970614,1050, 59.8672, -23.9530, 2320,    717.8,   5.6170,  35.0224,2,  35.0210,2,    231.0,2,    236.1,2,    11.64,2,    18.05,2,     0.00,2,     1.20,2,    2.601,2,    1.284,2,   2168.0,9,    773.6,2,   2313.4,2,     7.70,2,   20.00,   -999,  5.5546
     316N151_2,   A24,    73,  1,      9,      9,2,19970614,1050, 59.8672, -23.9530, 2320,    849.4,   4.9252,  34.9849,2,  34.9852,2,    233.5,2,    242.3,2,    12.00,2,    18.33,2,     0.00,2,     1.22,2,    2.505,2,    1.200,2,   2165.6,9,    781.5,2,   2310.9,2,     7.70,2,   20.00,   -999,  4.8551
     316N151_2,   A24,    73,  1,      8,      8,2,19970614,1050, 59.8672, -23.9530, 2320,   1011.3,   4.2675,  34.9422,2,  34.9429,2,    247.6,2,    255.1,2,    11.99,2,    18.10,2,     0.00,2,     1.21,2,    2.549,2,    1.220,2,   2163.7,9,    779.3,2,   2308.7,2,     7.70,2,   20.00,   -999,  4.1881
     316N151_2,   A24,    73,  1,      7,      7,2,19970614,1050, 59.8672, -23.9530, 2320,   1212.4,   3.8326,  34.9146,2,  34.9138,2,    263.6,2,    267.5,2,    11.79,2,    17.63,2,     0.00,2,     1.18,2,    2.525,2,    1.205,2,   2157.7,9,    770.7,2,   2305.5,2,     7.71,2,   20.00,   -999,  3.7397
     316N151_2,   A24,    73,  1,      6,      6,2,19970614,1050, 59.8672, -23.9530, 2320,   1415.2,   3.5509,  34.8993,2,  34.8982,2,    271.9,2,    275.5,2,    11.68,2,    17.25,2,     0.00,2,     1.16,2, -999.000,9, -999.000,9,   2156.2,9,    757.6,2,   2305.5,2,     7.72,2,   20.00,   -999,  3.4434
     316N151_2,   A24,    73,  1,      5,      5,2,19970614,1050, 59.8672, -23.9530, 2320,   1617.7,   3.3520,  34.8916,2,  34.8910,2,    277.2,2,    280.3,2,    11.66,2,    17.01,2,     0.00,2,     1.15,2, -999.000,9, -999.000,9,   2153.0,9,    749.4,2,   2307.8,2,     7.71,2,   20.00,   -999,  3.2291
     316N151_2,   A24,    73,  1,      4,      4,2,19970614,1050, 59.8672, -23.9530, 2320,   1820.7,   3.3841,  34.9343,2,  34.9348,2,    276.3,2,    275.0,2,    12.03,2,    16.59,2,     0.00,2,     1.12,2,    2.117,2,    1.025,2,   2154.6,9,    744.4,2,   2311.3,2,     7.72,2,   20.00,   -999,  3.2425
     316N151_2,   A24,    73,  1,      3,      3,2,19970614,1050, 59.8672, -23.9530, 2320,   2023.3,   3.1793,  34.9551,2,  34.9530,2,    271.4,2,    272.1,2,    13.63,2,    16.59,2,     0.00,2,     1.13,2,    1.725,2,    0.838,2,   2155.5,9,    747.4,2,   2313.5,2,     7.72,2,   20.00,   -999,  3.0218
     316N151_2,   A24,    73,  1,      2,      2,2,19970614,1050, 59.8672, -23.9530, 2320,   2225.6,   2.8861,  34.9653,2,  34.9646,2,    269.6,2,    272.8,2,    14.38,2,    16.25,2,     0.00,2,     1.11,2,    2.009,2,    0.978,2,   2162.2,9,    749.6,2,   2315.5,2,     7.71,2,   20.00,   -999,  2.7144
     316N151_2,   A24,    73,  1,      1,      1,2,19970614,1050, 59.8672, -23.9530, 2320,   2332.1,   2.6286,  34.9678,2,  34.9681,2,    274.9,2,    276.7,2,    12.85,2,    15.64,2,     0.00,2,     1.07,2,    2.380,2,    1.165,2,   2161.5,9,    759.0,2,   2314.0,2,     7.71,2,   20.00,   -999,  2.4513
