EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PCO2_TMP,ALKALI,ALKALI_FLAG_W,C14ERR,HELIER,DELHER,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,DEG C,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,UMOL/KG,,UATM,,DEG C,UMOL/KG,,/MILLE,NMOL/KG,PERCNT,TU
   31WTTUNES_2,  P16S,211,1,28,28,2,19910823,13,-22.0183,-150.495,4790,3088.1,1.6779,34.6711,2,34.6721,2,160.5,2,1.4487,163.2,2,127.36,2,34.6,2,0,2,2.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,30,30,2,19910823,13,-22.0183,-150.495,4790,3349.9,1.5929,34.6791,2,34.679,2,168.2,2,1.3397,168.7,2,127.75,2,34.31,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,31,31,2,19910823,13,-22.0183,-150.495,4790,3612,1.523,34.6856,2,34.6851,2,172.3,2,1.2447,174,2,127.06,2,34.01,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,32,32,2,19910823,13,-22.0183,-150.495,4790,3871.1,1.468,34.6895,2,34.6896,2,179.7,2,1.1639,179,2,124.91,2,33.53,2,0,2,2.32,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,33,33,2,19910823,13,-22.0183,-150.495,4790,4132.3,1.4101,34.6954,2,34.6943,2,182.9,2,1.0792,184,2,123.84,2,33.13,2,0,2,2.29,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,34,34,2,19910823,13,-22.0183,-150.495,4790,4392.4,1.3731,34.699,2,34.6987,2,187.6,2,1.0142,188,2,122.27,2,32.84,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,39,39,2,19910823,13,-22.0183,-150.495,4790,4652.7,1.3771,34.7005,2,34.6997,2,189.2,2,0.9882,189.7,2,123.35,2,32.94,2,0,2,2.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,211,1,38,38,2,19910823,13,-22.0183,-150.495,4790,4854.7,1.3991,34.7008,2,34.7003,2,189.4,2,0.9856,190,2,123.74,2,32.94,2,0,2,2.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,61,61,2,19910823,650,-21.5117,-150.505,4252,2.1,24.5792,35.96,2,35.9649,2,206.4,3,24.5788,208.3,2,1.56,2,0.1,2,0,2,0.15,2,1.829,2,0.994,2,-999,9,-999,9,-999,9,-999,9,-999,9,1996.3,2,255,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,62,62,2,19910823,650,-21.5117,-150.505,4252,31.5,24.5322,35.952,2,35.9546,2,210.8,6,24.5254,208.7,2,1.37,2,0.1,2,0,2,0.15,2,1.811,2,1.007,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,3,3,2,19910823,650,-21.5117,-150.505,4252,62,24.0391,35.8831,2,35.8732,2,211.8,2,24.026,206,2,1.17,2,0.1,2,0,2,0.14,2,1.834,2,1.004,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,64,64,2,19910823,650,-21.5117,-150.505,4252,97.1,23.229,35.802,2,35.8041,2,213.9,2,23.209,212.5,2,1.17,2,0.1,2,0,2,0.11,2,1.893,2,1.036,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,5,5,2,19910823,650,-21.5117,-150.505,4252,132.9,22.6109,35.7248,2,35.714,2,210.7,2,22.584,208.9,2,0.98,2,0.1,2,0,2,0.12,2,1.92,2,1.044,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,6,6,2,19910823,650,-21.5117,-150.505,4252,153.1,21.6228,35.6613,2,35.6572,2,203.5,2,21.5928,198.3,2,0.98,2,0.39,2,0.02,2,0.17,2,1.883,2,1.035,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,7,7,2,19910823,650,-21.5117,-150.505,4252,184,20.1977,35.5833,2,35.5719,2,204.7,2,20.1634,205.9,2,0.98,2,0.68,2,0.09,2,0.17,2,2.067,2,1.097,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,68,68,2,19910823,650,-21.5117,-150.505,4252,214.2,19.4647,35.545,2,35.5441,2,207,2,19.4257,205.4,2,0.98,2,0.88,2,0.11,2,0.19,2,2.092,2,1.117,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,69,69,2,19910823,650,-21.5117,-150.505,4252,255.2,18.0488,35.5026,2,35.496,2,185.8,2,18.0046,188,2,1.37,2,3.71,2,0.01,2,0.41,2,1.721,2,0.925,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,70,70,2,19910823,650,-21.5117,-150.505,4252,306.2,16.2269,35.3372,2,35.3326,2,193.4,2,16.1777,192.5,2,1.76,2,5.28,2,0.01,2,0.5,2,1.692,2,0.901,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,11,11,2,19910823,650,-21.5117,-150.505,4252,357.3,14.1023,35.1182,2,35.0989,2,191.1,2,14.0501,192.1,2,2.54,2,8.99,2,0.01,2,0.74,2,1.457,2,0.772,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,12,12,2,19910823,650,-21.5117,-150.505,4252,408.5,12.1498,34.8996,2,34.8817,2,192.6,2,12.0956,193,2,4.01,2,12.8,2,0.01,2,0.98,2,1.199,2,0.639,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,13,13,2,19910823,650,-21.5117,-150.505,4252,485.1,9.1728,34.5735,2,34.5578,2,196,2,9.1189,199.7,2,6.65,2,19.16,2,0.01,2,1.38,2,0.774,2,0.417,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,37,37,2,19910823,650,-21.5117,-150.505,4252,562.5,7.3696,34.4118,2,34.4056,2,214.8,2,7.3144,215.7,2,8.7,2,22.49,2,0.01,2,1.58,2,0.617,2,0.344,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,15,15,2,19910823,650,-21.5117,-150.505,4252,633.6,6.2951,34.3434,2,34.3413,2,220.7,2,6.2379,220.6,2,11.93,2,24.93,2,0.01,2,1.74,2,0.378,2,0.218,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,16,16,2,19910823,650,-21.5117,-150.505,4252,689.7,5.8433,34.3233,2,34.3252,2,213.9,2,5.7832,215.2,2,15.64,2,26.5,2,0.01,2,1.84,2,0.237,2,0.144,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,17,17,2,19910823,650,-21.5117,-150.505,4252,764.5,5.4645,34.3199,2,34.3191,2,205.2,2,5.3997,206.3,2,20.14,2,28.16,2,0.01,2,1.95,2,0.138,2,0.103,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,18,18,2,19910823,650,-21.5117,-150.505,4252,864.4,4.9238,34.3374,2,34.3378,2,188,2,4.8534,187,2,30.21,2,30.99,2,0.01,2,2.15,2,0.044,2,0.038,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,19,19,2,19910823,650,-21.5117,-150.505,4252,965.3,4.3252,34.3852,2,34.3851,2,168.2,2,4.2502,168.4,2,45.17,2,33.34,2,0,2,2.32,2,0.004,2,0.012,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,20,20,2,19910823,650,-21.5117,-150.505,4252,1116.5,3.6446,34.4605,2,34.4589,2,155.2,2,3.5623,155.7,2,64.42,2,34.51,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,21,21,2,19910823,650,-21.5117,-150.505,4252,1269.9,3.1129,34.5188,2,-999,9,152.6,2,3.0229,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,22,22,2,19910823,650,-21.5117,-150.505,4252,1423.6,2.7322,34.5627,2,34.5606,2,151.9,2,2.6336,152.3,2,94.23,2,34.99,2,0,2,2.45,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,23,23,2,19910823,650,-21.5117,-150.505,4252,1628.1,2.4154,34.6019,2,34.6009,2,151.3,2,2.3039,150.1,2,106.84,2,35.19,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,24,24,2,19910823,650,-21.5117,-150.505,4252,1832.7,2.2345,34.6204,2,34.6202,2,151.1,2,2.1086,-999,9,114.56,2,35.38,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,25,25,2,19910823,650,-21.5117,-150.505,4252,2037.1,2.0866,34.6344,2,34.6351,2,149.7,2,1.9457,150.9,2,119.64,2,35.38,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,26,26,2,19910823,650,-21.5117,-150.505,4252,2242,1.9697,34.6458,2,34.6451,2,152.6,2,1.813,152.1,2,122.47,2,35.19,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,27,27,2,19910823,650,-21.5117,-150.505,4252,2444.4,1.8897,34.6534,2,34.653,2,154.3,2,1.7165,153.1,2,124.43,2,35.09,2,0,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,28,28,2,19910823,650,-21.5117,-150.505,4252,2645.5,1.8128,34.6611,2,34.6601,2,156.6,2,1.6227,155.5,2,125.89,2,34.99,2,0,2,2.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,29,29,2,19910823,650,-21.5117,-150.505,4252,2849.3,1.7318,34.6681,2,34.6664,2,158.5,2,1.5244,159.9,2,127.46,2,34.89,2,0,2,2.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,30,30,2,19910823,650,-21.5117,-150.505,4252,3054.1,1.6809,34.6712,2,34.6711,2,162.5,2,1.4549,162.8,2,127.85,2,34.6,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,31,31,2,19910823,650,-21.5117,-150.505,4252,3264.7,1.6049,34.6775,2,34.6776,2,167,2,1.36,167.5,2,126.58,2,34.31,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,32,32,2,19910823,650,-21.5117,-150.505,4252,3478.6,1.548,34.6821,2,34.6825,2,170.7,2,1.2828,171.5,2,125.99,2,33.92,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,33,33,2,19910823,650,-21.5117,-150.505,4252,3694.4,1.488,34.688,2,34.6871,2,176,2,1.202,176.1,2,124.72,2,33.62,2,0,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,34,34,2,19910823,650,-21.5117,-150.505,4252,3899,1.432,34.6924,2,34.6918,2,178.6,2,1.1259,181.1,2,124.82,2,33.33,2,0,2,2.32,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,39,39,3,19910823,650,-21.5117,-150.505,4252,4102.2,1.4126,34.6949,2,34.6924,4,183.6,2,1.0849,182,4,125.22,4,33.45,4,0,4,2.32,4,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,212,1,38,38,2,19910823,650,-21.5117,-150.505,4252,4310.5,1.4151,34.6956,2,34.6956,2,185.2,2,1.0642,184.7,2,123.94,2,33.13,2,0,2,2.29,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,61,61,2,19910823,1315,-21.0117,-150.5,4769,0.8,25.1315,36.0443,2,36.0513,2,204.8,3,25.1313,206.3,2,1.27,2,0.1,2,0,2,0.16,2,1.951,2,0.967,2,-999,9,-999,9,-999,9,-999,9,-999,9,1990.9,2,249.9,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,62,62,2,19910823,1315,-21.0117,-150.5,4769,32.2,25.1364,36.0447,2,36.0461,2,206.4,2,25.1294,206.5,2,1.27,2,0.1,2,0,2,0.16,2,1.976,2,0.971,2,0.672,2,1.7,2,-1.11,2,-999,9,-999,9,2019.5,2,251.5,2,20,-999,9,-999,0.008,0.15,0.006
   31WTTUNES_2,  P16S,213,1,3,3,2,19910823,1315,-21.0117,-150.5,4769,62.1,24.816,35.9735,2,35.9716,2,205.7,2,24.8025,207.5,2,1.27,2,0.1,2,0,2,0.15,2,-999,9,-999,9,0.976,2,1.713,2,-0.74,2,-999,9,-999,9,1994.2,2,250.5,2,20,-999,9,-999,0.008,0.15,0.004
   31WTTUNES_2,  P16S,213,1,64,64,2,19910823,1315,-21.0117,-150.5,4769,97,24.4152,35.9184,2,35.9056,2,210.3,2,24.3944,208.5,2,2.05,2,0.39,2,0,2,0.18,2,1.983,2,0.986,2,1.018,2,1.722,2,-1.02,2,-999,9,-999,9,2001.1,2,256.2,2,20,-999,9,-999,0.008,0.15,0.005
   31WTTUNES_2,  P16S,213,1,5,5,2,19910823,1315,-21.0117,-150.5,4769,137.3,22.7045,35.8261,2,35.8196,2,189.4,2,22.6766,189,2,1.27,2,0.78,2,0.06,2,0.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2036.8,2,308.3,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,6,6,2,19910823,1315,-21.0117,-150.5,4769,176.8,21.196,35.6376,2,35.6386,2,198.3,2,21.1618,200.3,2,0.98,2,0.68,2,0.09,2,0.23,2,2.174,2,1.04,2,0.949,2,1.701,2,-0.52,2,-999,9,-999,9,2028.9,2,316.4,2,20,-999,9,-999,0.008,0.15,0.005
   31WTTUNES_2,  P16S,213,1,7,7,2,19910823,1315,-21.0117,-150.5,4769,218.8,19.8532,35.5247,2,35.5259,2,214.3,2,19.8128,215.2,2,0.78,2,0.2,2,0.22,2,0.14,2,2.325,2,1.14,2,0.828,2,1.746,2,-1.31,2,-999,9,-999,9,2024,2,312.3,2,20,-999,9,-999,0.008,0.15,0.004
   31WTTUNES_2,  P16S,213,1,68,68,2,19910823,1315,-21.0117,-150.5,4769,260.3,19.2139,35.5484,2,35.5494,2,197.2,2,19.1669,200.6,2,0.78,2,1.47,2,0.02,2,0.24,2,2.147,2,1.055,2,0.899,2,1.722,2,-0.48,2,-999,9,-999,9,2046,2,344.2,2,20,-999,9,-999,0.008,0.15,0.005
   31WTTUNES_2,  P16S,213,1,69,69,2,19910823,1315,-21.0117,-150.5,4769,307.2,16.701,35.3705,2,35.3669,2,193.2,2,16.6506,190.5,2,1.37,2,5.08,2,0.01,2,0.5,2,1.882,2,0.906,2,0.711,2,1.762,2,0.84,2,-999,9,-999,9,2073.7,2,414.8,2,20,-999,9,-999,0.008,0.15,0.004
   31WTTUNES_2,  P16S,213,1,70,70,2,19910823,1315,-21.0117,-150.5,4769,358.4,13.5769,35.0177,2,34.9984,2,186.8,2,13.5259,186.3,2,3.42,2,10.75,2,0.01,2,0.87,2,1.234,2,0.66,2,0.503,2,1.772,2,1.13,2,-999,9,-999,9,2100.7,2,522.2,2,20,-999,9,-999,0.008,0.15,0.004
   31WTTUNES_2,  P16S,213,1,11,11,2,19910823,1315,-21.0117,-150.5,4769,409.7,11.3888,34.7676,2,34.7394,2,183.3,2,11.3368,181,2,6.06,2,15.83,2,0,2,1.21,2,-999,9,-999,9,0.362,2,1.782,2,1.19,2,-999,9,-999,9,2122,2,631,2,20,-999,9,-999,0.008,0.15,0.003
   31WTTUNES_2,  P16S,213,1,12,12,2,19910823,1315,-21.0117,-150.5,4769,468.1,9.2726,34.5527,2,34.5476,2,177.8,2,9.2204,177.2,2,9.38,2,21.02,2,0,2,1.55,2,0.618,2,0.32,2,0.237,2,0,2,0,2,-999,9,-999,9,2145,2,768.6,2,20,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P16S,213,1,13,13,2,19910823,1315,-21.0117,-150.5,4769,530.7,7.7268,34.4407,2,34.4406,2,175.2,2,7.6735,177.6,2,13.49,2,25.03,2,0,2,1.81,2,0.386,2,0.213,2,0.139,2,1.744,2,1.95,2,-999,9,-999,9,2167.2,2,862.5,2,20,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P16S,213,1,37,37,2,19910823,1315,-21.0117,-150.5,4769,593,6.931,34.3979,2,34.3943,2,180.3,2,6.8747,181.7,2,16.33,2,26.98,2,0,2,1.91,2,0.275,2,0.154,2,0.092,2,1.818,2,2.21,2,-999,9,-999,9,2168.3,2,897.1,2,20,-999,9,-999,0.009,0.15,0.002
   31WTTUNES_2,  P16S,213,1,15,15,2,19910823,1315,-21.0117,-150.5,4769,652.7,6.2759,34.3971,2,34.3967,2,175.8,2,6.2169,170,2,24.15,2,29.43,2,0,2,2.08,2,0.124,2,0.079,2,0.042,2,0,2,0,2,-999,9,-999,9,2193.7,2,978.2,2,20,-999,9,-999,-999,0.15,0.001
   31WTTUNES_2,  P16S,213,1,16,16,2,19910823,1315,-21.0117,-150.5,4769,731.2,5.7675,34.4033,2,34.4033,2,158.6,2,5.7038,163.6,2,30.7,2,30.89,2,0,2,2.18,2,0.056,2,0.038,2,0.022,2,1.82,2,5.51,2,-999,9,-999,9,2202,2,1021.1,2,20,-999,9,-999,0.009,0.15,0.001
   31WTTUNES_2,  P16S,213,1,17,17,2,19910823,1315,-21.0117,-150.5,4769,812.6,5.2154,34.4085,2,34.4082,2,158.5,2,5.1476,160.6,2,38.52,2,32.16,2,0,2,2.26,2,0.024,2,0.018,2,-999,9,-999,9,-999,9,-999,9,-999,9,2212.5,2,1077.1,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,18,18,2,19910823,1315,-21.0117,-150.5,4769,916.3,4.5997,34.4124,2,34.4129,2,154.8,2,4.5269,159.7,2,46.73,2,33.34,2,0,2,2.33,2,0.009,2,0.01,2,0.001,2,1.814,2,8.5,2,-999,9,-999,9,2224.1,2,1096.7,2,20,-999,9,-999,0.009,0.15,0.001
   31WTTUNES_2,  P16S,213,1,19,19,2,19910823,1315,-21.0117,-150.5,4769,1020.2,4.0616,34.4611,2,34.461,2,153.1,2,3.9839,151.1,2,61.2,2,34.41,2,0,2,2.41,2,0.001,2,0.007,2,-999,9,1.829,2,12.68,2,-999,9,-999,9,2243,2,1156.6,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,20,20,2,19910823,1315,-21.0117,-150.5,4769,1175.2,3.4614,34.4981,2,34.4977,2,152.5,2,3.3758,152.2,2,74.39,2,34.9,2,0,2,2.44,2,-0.001,2,0,2,-0.003,2,1.855,2,15.61,2,-999,9,-999,9,2258.3,2,1169.8,2,20,-999,9,-999,0.009,0.15,0.001
   31WTTUNES_2,  P16S,213,1,21,21,2,19910823,1315,-21.0117,-150.5,4769,1331.4,3.0148,34.538,2,34.538,2,150.3,2,2.9207,151.7,2,87.68,2,35.09,2,0,2,2.47,2,-999,9,-999,9,-999,9,1.874,2,19.67,2,-999,9,-999,9,2272.5,2,1168.5,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,22,22,2,19910823,1315,-21.0117,-150.5,4769,1536.9,2.5849,34.5826,2,34.5818,2,151.6,2,2.4788,150.5,2,102.73,2,35.39,2,0,2,2.49,2,-999,9,-999,9,-999,9,1.894,2,23.15,2,-999,9,-999,9,2286.3,2,1169.5,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,23,23,2,19910823,1315,-21.0117,-150.5,4769,1740,2.357,34.609,2,34.6068,2,149.7,2,2.2372,149.5,2,111.14,2,35.48,2,0,2,2.49,2,-999,9,-999,9,-999,9,1.904,2,25.69,2,-999,9,-999,9,2295.5,2,1179.7,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,24,24,2,19910823,1315,-21.0117,-150.5,4769,1940.9,2.2157,34.6238,2,34.6234,2,150.1,2,2.081,149.6,2,115.73,2,35.48,2,0,2,2.49,2,-999,9,-999,9,-999,9,1.903,2,25.91,2,-999,9,-999,9,2301.7,2,1171.3,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,25,25,2,19910823,1315,-21.0117,-150.5,4769,2142.4,2.0628,34.6382,2,34.6382,2,151.6,2,1.9132,150.3,2,120.62,2,35.38,2,0,2,2.49,2,-999,9,-999,9,-999,9,1.905,2,26.68,2,-999,9,-999,9,2304.5,2,1180.3,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,26,26,2,19910823,1315,-21.0117,-150.5,4769,2346.3,1.9501,34.6494,2,34.6484,2,151.7,2,1.7845,151,2,124.23,2,35.38,2,0,2,2.49,2,-999,9,-999,9,-999,9,1.901,2,26.78,2,-999,9,-999,9,2308.3,2,1166.4,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,27,27,2,19910823,1315,-21.0117,-150.5,4769,2556.7,1.8566,34.6579,2,34.6574,2,154,2,1.6738,152.1,2,127.36,2,35.29,2,0,2,2.48,2,-999,9,-999,9,-999,9,1.905,2,26.12,2,-999,9,-999,9,2311.2,2,1164.6,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,28,28,2,19910823,1315,-21.0117,-150.5,4769,2757.7,1.7893,34.6638,2,34.6635,2,155.5,2,1.5893,154.5,2,128.63,2,35.19,2,0,2,2.47,2,-999,9,-999,9,-999,9,1.906,2,24.9,2,-999,9,-999,9,2309.2,2,1163.6,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,29,29,2,19910823,1315,-21.0117,-150.5,4769,3011.1,1.696,34.6711,2,34.6716,2,161.2,2,1.4738,160.5,2,127.95,2,34.8,2,0,2,2.43,2,-999,9,-999,9,-999,9,1.9,2,23.69,2,-999,9,-999,9,2305.9,2,1140.4,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,30,30,2,19910823,1315,-21.0117,-150.5,4769,3266,1.5959,34.6793,2,34.6793,2,166.6,2,1.351,167.7,2,126.87,2,34.31,2,0,2,2.4,2,-999,9,-999,9,-999,9,1.895,2,21.45,2,-999,9,-999,9,2298.8,2,1124.9,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P16S,213,1,31,31,2,19910823,1315,-21.0117,-150.5,4769,3536.7,1.5389,34.6835,2,34.6844,2,170.3,2,1.268,172.6,2,125.79,2,33.92,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,5,19.52,2,-999,9,-999,9,2297.9,2,1109,2,20,-999,9,-999,-999,-999,-999
