EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2TMP,PCO2_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,C14ERR,DELC14_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PPM,DEGC,,O/OO,,O/OO,O/OO,,DEGC
  58JH19920712,  AR18,   943,  1,      9,      9,2,19920716, 61.5080, -16.3270, 2340,   1486.0,   3.7060,  34.9089,2,  34.9070,2,    275.7,2,    10.24,2,    18.19,2,     0.01,2,  -999.00,9,   -999.0,9,   -999.0,         -999,9,     1.03,2,    -25.7,     18.5,2,   3.5905
  58JH19920712,  AR18,   943,  1,      8,      8,2,19920716, 61.5080, -16.3270, 2340,   1584.5,   3.6060,  34.9047,2,-999.0000,9,    278.4,2,    10.30,2,    17.90,2,     0.02,2,     1.06,2,   2156.5,2,    372.6,   3.48289365,2,  -999.00,9,   -999.0,   -999.0,9,   3.4829
  58JH19920712,  AR18,   943,  1,      7,      7,2,19920716, 61.5080, -16.3270, 2340,   1684.2,   3.5660,  34.9098,2,-999.0000,9,    279.2,2,    10.32,2,    17.71,2,     0.02,2,     1.02,2,   -999.0,9,   -999.0,         -999,9,     1.02,2,      2.1,      4.0,2,   3.4344
  58JH19920712,  AR18,   943,  1,      6,      6,2,19920716, 61.5080, -16.3270, 2340,   1783.0,   3.5360,  34.9196,2,-999.0000,9,    278.0,2,    10.58,2,    17.65,2,     0.02,2,     1.07,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.3957
  58JH19920712,  AR18,   943,  1,      5,      5,2,19920716, 61.5080, -16.3270, 2340,   1881.1,   3.5360,  34.9359,2,  34.9360,2,    275.7,2,    10.89,2,    17.49,2,     0.02,2,     1.01,2,   2156.4,2,    366.7,   3.38662089,2,     1.04,2,    -14.0,      5.8,2,   3.3866
  58JH19920712,  AR18,   943,  1,      4,      4,2,19920716, 61.5080, -16.3270, 2340,   1979.3,   3.4660,  34.9481,2,-999.0000,9,    273.5,2,    11.38,2,    17.47,2,     0.02,2,     1.02,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.3084
  58JH19920712,  AR18,   943,  1,      3,      3,2,19920716, 61.5080, -16.3270, 2340,   2079.9,   3.3660,  34.9565,2,-999.0000,9,    274.2,2,    11.97,2,    17.36,2,     0.02,2,     1.04,2,   2157.6,2,    364.6,   3.20036057,2,     1.03,2,    -19.9,      5.8,2,   3.2004
  58JH19920712,  AR18,   943,  1,      2,      2,2,19920716, 61.5080, -16.3270, 2340,   2182.3,   3.2060,  34.9659,2,  34.9670,2,    273.9,2,    12.27,2,    17.16,2,     0.02,2,     1.02,2,   2157.5,2,    361.9,   3.03311578,2,     1.01,2,    -17.9,      5.8,2,   3.0331
  58JH19920712,  AR18,   943,  1,      1,      1,2,19920716, 61.5080, -16.3270, 2340,   2280.2,   3.0160,  34.9760,2,-999.0000,9,    275.7,2,    12.41,2,    16.89,2,     0.02,2,     1.00,2,   2162.4,2,    361.9,   2.83688906,2,  -999.00,9,   -999.0,   -999.0,9,   2.8369
  58JH19920712,  AR18,   944,  1,     12,     12,2,19920717, 61.9930, -16.9170, 2239,      6.1,  10.5960,  35.1267,2,-999.0000,9,    289.7,2,     1.91,2,     5.04,2,     0.12,2,     0.32,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,  10.5953
  58JH19920712,  AR18,   944,  1,     11,     11,2,19920717, 61.9930, -16.9170, 2239,     24.6,  10.5060,  35.1136,2,-999.0000,9,    287.0,2,     1.93,2,     5.10,2,     0.11,2,     0.32,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,  10.5031
  58JH19920712,  AR18,   944,  1,      9,      9,2,19920717, 61.9930, -16.9170, 2239,    101.0,   8.0560,  35.1595,2,-999.0000,9,    271.8,2,     5.91,2,    14.53,2,     0.04,2,     0.83,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.0458
  58JH19920712,  AR18,   944,  1,      8,      8,2,19920717, 61.9930, -16.9170, 2239,    201.0,   7.7860,  35.1396,2,-999.0000,9,    275.1,2,     6.38,2,    14.63,2,     0.03,2,     0.83,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.7659
  58JH19920712,  AR18,   944,  1,      7,      7,2,19920717, 61.9930, -16.9170, 2239,    402.2,   7.2660,  35.1236,2,-999.0000,9,    274.2,2,     7.04,2,    15.17,2,     0.04,2,     0.87,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.2269
  58JH19920712,  AR18,   944,  1,      6,      6,2,19920717, 61.9930, -16.9170, 2239,    500.6,   7.1460,  35.1060,2,  35.1110,2,    271.7,2,     7.32,2,    15.66,2,     0.03,2,     0.88,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.0974
  58JH19920712,  AR18,   944,  1,      5,      5,2,19920717, 61.9930, -16.9170, 2239,    599.8,   7.0260,  35.1219,2,-999.0000,9,    267.0,2,     7.59,2,    16.07,2,     0.03,2,     0.92,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.9679
  58JH19920712,  AR18,   944,  1,      4,      4,2,19920717, 61.9930, -16.9170, 2239,    991.1,   5.1160,  34.9955,2,-999.0000,9,    246.1,2,    10.51,2,    18.73,2,     0.02,2,     1.08,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.0318
  58JH19920712,  AR18,   944,  1,      3,      3,2,19920717, 61.9930, -16.9170, 2239,   1487.5,   3.7260,  34.9142,2,-999.0000,9,    274.8,2,    10.38,2,    17.85,2,     0.03,2,     1.01,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.6101
  58JH19920712,  AR18,   944,  1,      2,      2,2,19920717, 61.9930, -16.9170, 2239,   1982.5,   3.4960,  34.9488,2,  34.9480,2,    282.9,2,    11.18,2,    17.31,2,     0.02,2,     1.00,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.3376
  58JH19920712,  AR18,   944,  1,      1,      1,2,19920717, 61.9930, -16.9170, 2239,   2162.1,   3.1260,  34.9705,2,-999.0000,9,    280.1,2,    12.22,2,    16.90,2,     0.02,2,     0.96,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   2.9563
  58JH19920712,  AR18,   945,  1,     12,     12,3,19920717, 62.4600, -17.4240, 1891,      5.9,  10.1760,  35.0760,2,-999.0000,9,    302.6,2,     0.43,2,     2.96,2,     0.08,2,     0.16,2,   2061.2,2,    266.6,   10.1753137,2,  -999.00,9,   -999.0,   -999.0,9,  10.1753
  58JH19920712,  AR18,   945,  1,     11,     11,2,19920717, 62.4600, -17.4240, 1891,     24.2,  10.1460,  35.1134,2,-999.0000,9,    301.7,2,     0.44,2,     2.99,2,     0.08,2,     0.15,2,   2061.8,2,    267.2,   10.1431863,2,  -999.00,9,   -999.0,   -999.0,9,  10.1432
  58JH19920712,  AR18,   945,  1,     10,     10,2,19920717, 62.4600, -17.4240, 1891,     48.6,   9.5260,  35.0954,2,-999.0000,9,    295.3,2,     1.16,2,     5.54,2,     0.11,2,     0.30,2,   2080.0,2,    293.4,    9.5205652,2,  -999.00,9,   -999.0,   -999.0,9,   9.5206
  58JH19920712,  AR18,   945,  1,      9,      9,2,19920717, 62.4600, -17.4240, 1891,     99.1,   8.1560,  35.1527,2,-999.0000,9,    276.0,2,     4.42,2,    12.69,2,     0.17,2,     0.73,2,   2123.4,2,    364.4,   8.14588885,2,  -999.00,9,   -999.0,   -999.0,9,   8.1459
  58JH19920712,  AR18,   945,  1,      8,      8,2,19920717, 62.4600, -17.4240, 1891,    199.1,   7.6560,  35.1534,2,-999.0000,9,    274.8,2,     6.44,2,    14.83,2,     0.04,2,     0.85,2,   2134.4,2,    377.7,   7.63630414,2,  -999.00,9,   -999.0,   -999.0,9,   7.6363
  58JH19920712,  AR18,   945,  1,      7,      7,2,19920717, 62.4600, -17.4240, 1891,    401.5,   7.5360,  35.1600,2,-999.0000,9,    275.9,2,     6.57,2,    14.76,2,     0.03,2,     0.84,2,   2133.7,2,    373.7,   7.49610479,2,  -999.00,9,   -999.0,   -999.0,9,   7.4961
  58JH19920712,  AR18,   945,  1,      6,      6,2,19920717, 62.4600, -17.4240, 1891,    599.2,   7.4560,  35.1719,2,  35.1710,2,    278.8,2,     6.57,2,    14.75,2,     0.03,2,  -999.00,9,   2137.8,2,    370.8,   7.39603126,2,  -999.00,9,   -999.0,   -999.0,9,   7.3960
  58JH19920712,  AR18,   945,  1,      5,      5,2,19920717, 62.4600, -17.4240, 1891,    994.0,   6.4460,  35.0843,3,  35.1660,2,    247.8,2,     9.17,2,    17.73,2,     0.02,2,     1.02,2,   2160.5,2,    408.6,   6.35137873,2,  -999.00,9,   -999.0,   -999.0,9,   6.3514
  58JH19920712,  AR18,   945,  1,      4,      4,3,19920717, 62.4600, -17.4240, 1891,   1335.7,   4.4560,  34.9922,3,  35.1500,2,    268.5,2,     9.43,2,    17.01,2,     0.02,2,     0.96,2,   2156.8,2,    380.3,   4.34556242,2,  -999.00,9,   -999.0,   -999.0,9,   4.3456
  58JH19920712,  AR18,   945,  1,      3,      3,2,19920717, 62.4600, -17.4240, 1891,   1528.2,   3.4460,  34.9702,2,-999.0000,9,    276.5,2,     9.95,2,    16.54,2,     0.02,2,     0.96,2,   2144.3,2,    367.2,    3.3295934,2,  -999.00,9,   -999.0,   -999.0,9,   3.3296
  58JH19920712,  AR18,   945,  1,      2,      2,2,19920717, 62.4600, -17.4240, 1891,   1783.2,   2.4760,  34.9749,2,-999.0000,9,    284.8,2,     9.30,2,    15.58,2,     0.02,2,     0.91,2,   2140.4,2,    356.3,   2.34983813,2,  -999.00,9,   -999.0,   -999.0,9,   2.3498
  58JH19920712,  AR18,   945,  1,      1,      1,3,19920717, 62.4600, -17.4240, 1891,   1833.6,   2.3460,  34.9751,2,-999.0000,9,    286.3,2,     9.28,2,    15.65,2,     0.03,2,     0.90,2,   2139.7,2,    353.3,   2.21737162,2,  -999.00,9,   -999.0,   -999.0,9,   2.2174
  58JH19920712,  AR18,   946,  1,     12,     12,3,19920717, 62.7510, -17.8310, 1334,      6.2,   9.9860,  35.0475,2,  35.0620,2,    309.8,2,     0.38,2,     1.74,2,     0.06,2,     0.10,2,   2045.4,2,    246.7,   9.98528754,2,  -999.00,9,   -999.0,   -999.0,9,   9.9853
  58JH19920712,  AR18,   946,  1,     11,     11,2,19920717, 62.7510, -17.8310, 1334,     26.1,   9.8660,  34.9916,2,  35.0700,2,    306.2,2,     0.38,2,     2.23,2,     0.08,2,     0.16,2,   2050.9,2,    254.6,   9.86302041,2,  -999.00,9,   -999.0,   -999.0,9,   9.8630
  58JH19920712,  AR18,   946,  1,     10,     10,2,19920717, 62.7510, -17.8310, 1334,     51.1,   8.4660,  35.1180,2,  35.1390,2,    278.4,2,     3.28,2,    10.53,2,     0.18,2,     0.70,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.4607
  58JH19920712,  AR18,   946,  1,      9,      9,2,19920717, 62.7510, -17.8310, 1334,     99.6,   7.8560,  35.1682,2,  35.1710,2,    274.1,2,     6.21,2,    14.49,2,     0.04,2,     0.85,2,   2135.9,2,    374.4,   7.84605945,2,  -999.00,9,   -999.0,   -999.0,9,   7.8461
  58JH19920712,  AR18,   946,  1,      8,      8,2,19920717, 62.7510, -17.8310, 1334,    200.3,   7.6160,  35.1600,2,  35.1530,2,    275.6,2,     6.53,2,    14.84,2,     0.04,2,     0.90,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.5962
  58JH19920712,  AR18,   946,  1,      7,      7,2,19920717, 62.7510, -17.8310, 1334,    400.3,   7.3960,  35.1590,2,  35.1560,2,    276.1,2,     6.71,2,    15.07,2,     0.03,2,     0.90,2,   2139.0,2,    372.8,   7.35664942,2,  -999.00,9,   -999.0,   -999.0,9,   7.3566
  58JH19920712,  AR18,   946,  1,      6,      6,2,19920717, 62.7510, -17.8310, 1334,    599.7,   6.9560,  35.1326,2,  35.1330,2,    265.9,2,     7.59,2,    16.03,2,     0.03,2,     0.93,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.8983
  58JH19920712,  AR18,   946,  1,      5,      5,2,19920717, 62.7510, -17.8310, 1334,    794.4,   5.4060,  35.0452,2,  35.0660,2,    270.8,2,     7.68,2,    15.60,2,     0.05,2,     0.91,2,   2146.9,2,    371.4,   5.33780245,2,  -999.00,9,   -999.0,   -999.0,9,   5.3378
  58JH19920712,  AR18,   946,  1,      4,      4,2,19920717, 62.7510, -17.8310, 1334,    992.2,   4.5760,  35.0302,2,  35.0270,2,    275.7,2,     8.48,2,    16.07,2,     0.03,2,     0.95,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   4.4957
  58JH19920712,  AR18,   946,  1,      3,      3,2,19920717, 62.7510, -17.8310, 1334,   1089.3,   4.3560,  35.0199,2,  35.0170,2,    278.7,2,     8.20,2,    15.69,2,     0.06,2,     0.94,2,   2150.8,2,    367.6,   4.26895203,2,  -999.00,9,   -999.0,   -999.0,9,   4.2690
  58JH19920712,  AR18,   946,  1,      2,      2,2,19920717, 62.7510, -17.8310, 1334,   1187.7,   3.7760,  34.9716,2,  34.9660,2,    275.0,2,     9.69,2,    16.98,2,     0.03,2,     1.04,2,   2153.4,2,    370.0,     3.685582,2,  -999.00,9,   -999.0,   -999.0,9,   3.6856
  58JH19920712,  AR18,   946,  1,      1,      1,3,19920717, 62.7510, -17.8310, 1334,   1287.4,   3.4460,  34.9935,2,  34.9910,2,    282.8,2,     8.70,2,    15.73,2,     0.06,2,     0.98,2,   2153.1,2,    360.9,   3.35022403,2,  -999.00,9,   -999.0,   -999.0,9,   3.3502
  58JH19920712,  AR18,   947,  1,     12,     12,3,19920717, 63.1685, -18.2490,  780,      6.6,   9.6260,  35.0653,2,  35.0670,2,    300.4,2,     0.90,2,     3.31,2,     0.09,2,     0.21,2,   2067.0,2,    264.9,   9.62525903,2,  -999.00,9,   -999.0,   -999.0,9,   9.6253
  58JH19920712,  AR18,   947,  1,     11,     11,2,19920717, 63.1685, -18.2490,  780,     25.5,   9.3060,  35.0679,2,  35.0630,2,    297.7,2,     1.12,2,     4.07,2,     0.10,2,     0.24,2,   2069.1,2,    272.2,   9.30319477,2,  -999.00,9,   -999.0,   -999.0,9,   9.3032
  58JH19920712,  AR18,   947,  1,     10,     10,2,19920717, 63.1685, -18.2490,  780,     50.5,   8.0260,  35.0412,2,  35.0500,2,    284.2,2,     3.69,2,    10.46,2,     0.18,2,     0.69,2,   2118.0,2,    342.6,   8.02092084,2,  -999.00,9,   -999.0,   -999.0,9,   8.0209
  58JH19920712,  AR18,   947,  1,      9,      9,2,19920717, 63.1685, -18.2490,  780,    101.6,   7.5760,  35.1478,2,  35.1450,2,    272.9,2,     5.99,2,    14.72,2,     0.12,2,     0.88,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.5661
  58JH19920712,  AR18,   947,  1,      8,      8,2,19920717, 63.1685, -18.2490,  780,    201.5,   7.4560,  35.1593,2,  35.1610,2,    274.4,2,     6.52,2,    14.90,2,     0.06,2,     0.88,2,   2139.9,2,    376.6,   7.43636498,2,  -999.00,9,   -999.0,   -999.0,9,   7.4364
  58JH19920712,  AR18,   947,  1,      7,      7,2,19920717, 63.1685, -18.2490,  780,    301.9,   7.3960,  35.1633,2,  35.1610,2,    275.1,2,     6.62,2,    15.05,2,     0.05,2,     0.88,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.3665
  58JH19920712,  AR18,   947,  1,      6,      6,2,19920717, 63.1685, -18.2490,  780,    399.8,   7.2060,  35.1471,2,  35.1500,2,    271.9,2,     7.04,2,    15.42,2,     0.02,2,     0.90,2,   2142.5,2,    378.5,   7.16727389,2,  -999.00,9,   -999.0,   -999.0,9,   7.1673
  58JH19920712,  AR18,   947,  1,      5,      5,2,19920717, 63.1685, -18.2490,  780,    498.0,   6.9960,  35.1371,2,  35.1370,2,    268.6,2,     7.43,2,    15.68,2,     0.02,2,     0.92,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.9482
  58JH19920712,  AR18,   947,  1,      4,      4,3,19920717, 63.1685, -18.2490,  780,    548.7,   6.9260,  35.1321,2,  35.1330,2,    267.4,2,     7.55,2,    15.89,2,     0.03,2,     0.91,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.8735
  58JH19920712,  AR18,   947,  1,      3,      3,2,19920717, 63.1685, -18.2490,  780,    597.7,   6.8360,  35.1289,2,  35.1270,2,    266.1,2,     7.73,2,    15.98,2,     0.03,2,     0.94,2,   2147.8,2,    386.5,   6.77899446,2,  -999.00,9,   -999.0,   -999.0,9,   6.7790
  58JH19920712,  AR18,   947,  1,      2,      2,2,19920717, 63.1685, -18.2490,  780,    646.7,   6.6960,  35.1198,2,  35.1180,2,    264.8,2,     7.93,2,    16.16,2,     0.03,2,     0.94,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.6348
  58JH19920712,  AR18,   947,  1,      1,      1,3,19920717, 63.1685, -18.2490,  780,    697.3,   6.3260,  35.0938,2,  35.0960,2,    261.9,2,     8.34,2,    16.55,2,     0.03,2,     0.95,2,   2151.9,2,    390.1,   6.26172875,2,  -999.00,9,   -999.0,   -999.0,9,   6.2617
  58JH19920712,  AR18,   948,  2,     24,     12,2,19920719, 63.5010, -32.5010, 2783,      6.4,   8.2460,  34.8893,2,-999.0000,9,    297.4,2,     0.98,2,     6.28,2,     0.09,2,     0.53,2,   2088.7,2,    296.7,   8.24534912,2,     1.69,2,     -4.4,      4.7,2,   8.2453
  58JH19920712,  AR18,   948,  2,     23,     11,2,19920719, 63.5010, -32.5010, 2783,     25.0,   8.2060,  34.9060,2,  34.9250,2,    300.7,2,     0.98,2,     6.34,2,     0.09,2,     0.57,2,   2097.6,2,    296.0,   8.20346063,2,  -999.00,9,   -999.0,   -999.0,9,   8.2035
  58JH19920712,  AR18,   948,  2,     22,     10,2,19920719, 63.5010, -32.5010, 2783,     50.1,   6.2060,  34.9198,2,  34.9290,2,    305.6,2,     3.24,2,     9.73,2,     0.12,2,     0.83,2,   2122.5,2,    318.9,    6.2016674,2,  -999.00,9,   -999.0,   -999.0,9,   6.2017
  58JH19920712,  AR18,   948,  2,     21,      9,2,19920719, 63.5010, -32.5010, 2783,    100.3,   5.1660,  34.9553,2,  34.9670,2,    287.3,2,     7.79,2,    16.69,2,     0.18,2,     1.09,2,   2150.5,2,    380.4,   5.15809613,2,     0.93,2,   -999.0,   -999.0,9,   5.1581
  58JH19920712,  AR18,   948,  2,     20,      8,2,19920719, 63.5010, -32.5010, 2783,    200.3,   4.5060,  34.9369,2,  34.9360,2,    291.8,2,     8.26,2,    17.24,2,     0.04,2,     1.12,2,   2152.9,2,    375.9,   4.49111603,2,     0.93,2,    -25.5,      3.9,2,   4.4911
  58JH19920712,  AR18,   948,  2,     19,      7,2,19920719, 63.5010, -32.5010, 2783,    299.7,   4.1960,  34.9256,2,-999.0000,9,    292.7,2,     8.47,2,    17.37,2,     0.02,2,     1.11,2,   2151.5,2,    374.2,   4.17424126,2,     0.98,2,   -999.0,   -999.0,9,   4.1742
  58JH19920712,  AR18,   948,  2,     18,      6,2,19920719, 63.5010, -32.5010, 2783,    400.2,   3.9860,  34.9134,2,  34.9110,2,    292.5,2,     8.61,2,    17.42,2,     0.02,2,     1.12,2,   -999.0,9,   -999.0,         -999,9,     0.95,2,   -999.0,   -999.0,9,   3.9573
  58JH19920712,  AR18,   948,  2,     16,      4,2,19920719, 63.5010, -32.5010, 2783,    499.3,   3.8360,  34.9096,2,  34.9060,2,    294.9,2,     8.67,2,    17.55,2,     0.02,2,     1.10,2,   2150.3,2,    372.2,   3.80041821,2,  -999.00,9,   -999.0,   -999.0,9,   3.8004
  58JH19920712,  AR18,   948,  2,     17,      5,2,19920719, 63.5010, -32.5010, 2783,    502.0,   3.8300,  34.9091,2,  34.9050,2,    294.3,2,     8.65,2,    17.51,2,     0.01,2,     1.14,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.7942
  58JH19920712,  AR18,   948,  2,     15,      3,2,19920719, 63.5010, -32.5010, 2783,    597.7,   3.7260,  34.9021,2,  34.9040,2,    293.7,2,     8.69,2,    17.62,2,     0.02,2,     1.15,2,   -999.0,9,   -999.0,         -999,9,     0.97,2,      4.6,      4.0,2,   3.6835
  58JH19920712,  AR18,   948,  2,     14,      2,2,19920719, 63.5010, -32.5010, 2783,    695.0,   3.6460,  34.8972,2,  34.9000,2,    293.0,2,     8.69,2,    17.51,2,     0.01,2,     1.12,2,   2152.4,2,    371.8,   3.59646815,2,  -999.00,9,   -999.0,   -999.0,9,   3.5965
  58JH19920712,  AR18,   948,  2,     13,      1,2,19920719, 63.5010, -32.5010, 2783,    695.6,   3.6560,  34.8964,2,  34.8990,2,    293.7,2,     8.67,2,    17.58,2,     0.02,2,     1.12,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.6064
  58JH19920712,  AR18,   948,  1,     12,     12,2,19920719, 63.5010, -32.5010, 2783,    793.6,   3.6060,  34.8949,2,  34.8990,2,    292.7,2,     8.73,2,    17.60,2,     0.01,2,     1.10,2,   2150.6,2,    371.9,   3.54908874,2,     0.99,2,     25.5,      4.1,2,   3.5491
  58JH19920712,  AR18,   948,  1,     11,     11,2,19920719, 63.5010, -32.5010, 2783,    991.5,   3.4760,  34.8920,2,  34.8880,2,    291.5,2,     8.90,2,    17.74,2,     0.01,2,     1.08,2,   2151.5,2,    372.6,   3.40441288,2,     1.03,2,     37.3,      4.2,2,   3.4044
  58JH19920712,  AR18,   948,  1,     10,     10,2,19920719, 63.5010, -32.5010, 2783,   1189.8,   3.3660,  34.8798,2,  34.8810,2,    291.3,2,     8.89,2,    17.51,2,     0.01,2,     1.15,2,   2151.7,2,    369.6,   3.27931762,2,     1.00,2,      4.4,      4.9,2,   3.2793
  58JH19920712,  AR18,   948,  1,      9,      9,2,19920719, 63.5010, -32.5010, 2783,   1485.9,   3.2560,  34.8717,2,  34.8740,2,    292.0,2,     9.01,2,    17.42,2,     0.01,2,     1.12,2,   2153.4,2,    367.2,   3.14567259,2,     1.00,2,     23.7,      4.3,2,   3.1457
  58JH19920712,  AR18,   948,  1,      8,      8,2,19920719, 63.5010, -32.5010, 2783,   1781.5,   3.1960,  34.8704,2,  34.8700,2,    291.8,2,     9.15,2,    17.56,2,     0.01,2,     1.11,2,   2157.4,2,    365.3,   3.06058237,2,     1.02,2,     37.2,      4.6,2,   3.0606
  58JH19920712,  AR18,   948,  1,      7,      7,2,19920719, 63.5010, -32.5010, 2783,   1981.2,   3.2960,  34.9011,2,  34.9030,2,    283.0,2,     9.74,2,    17.27,2,     0.01,2,     1.12,2,   2152.9,2,    365.2,   3.14086595,2,     1.03,2,   -999.0,   -999.0,9,   3.1409
  58JH19920712,  AR18,   948,  1,      6,      6,2,19920719, 63.5010, -32.5010, 2783,   2080.0,   3.3560,  34.9214,2,  34.9230,2,    279.3,2,    10.17,2,    17.14,2,     0.00,2,     1.12,2,   2163.5,2,    365.8,   3.19061914,2,     1.01,2,     26.8,      4.1,2,   3.1906
  58JH19920712,  AR18,   948,  1,      5,      5,2,19920719, 63.5010, -32.5010, 2783,   2278.6,   3.2860,  34.9368,2,  34.9360,2,    276.7,2,    10.82,2,    17.23,2,     0.01,2,     1.09,2,   2166.6,2,    363.3,   3.10264813,2,     0.96,2,   -999.0,   -999.0,9,   3.1026
  58JH19920712,  AR18,   948,  1,      4,      4,2,19920719, 63.5010, -32.5010, 2783,   2429.2,   3.1660,  34.9381,2,  34.9370,2,    277.4,2,    11.24,2,    17.24,2,     0.02,2,     1.07,2,   2157.4,2,    361.2,   2.97000203,2,     0.99,2,    -21.6,      4.3,2,   2.9700
  58JH19920712,  AR18,   948,  1,      3,      3,2,19920719, 63.5010, -32.5010, 2783,   2577.6,   2.8560,  34.9092,2,  34.9220,2,    282.4,2,    10.70,2,    16.73,2,     0.01,2,     1.07,2,   2163.3,2,    355.3,   2.65115323,2,     1.04,2,   -999.0,   -999.0,9,   2.6512
  58JH19920712,  AR18,   948,  1,      2,      2,2,19920719, 63.5010, -32.5010, 2783,   2661.7,   2.2360,  34.8787,2,  34.8810,2,    294.6,2,     8.37,2,    15.52,2,     0.02,2,     0.97,2,   2152.5,2,    346.8,   2.03510876,2,     1.04,2,   -999.0,   -999.0,9,   2.0351
  58JH19920712,  AR18,   948,  1,      1,      1,2,19920719, 63.5010, -32.5010, 2783,   2708.1,   1.8560,  34.8807,2,  34.8850,2,    294.9,2,     8.11,2,    15.15,2,     0.02,2,     0.96,2,   2152.5,2,    342.2,   1.65823245,2,     0.99,2,     13.1,     14.6,2,   1.6582
  58JH19920712,  AR18,   949,  1,     12,     12,2,19920719, 63.9990, -33.0070, 2432,      7.4,   8.4960,  35.0252,2,  35.0280,2,    299.6,2,     1.13,2,     6.80,2,     0.11,2,     0.56,2,   2092.8,2,    295.6,   8.49523188,2,  -999.00,9,   -999.0,   -999.0,9,   8.4952
  58JH19920712,  AR18,   949,  1,     11,     11,2,19920719, 63.9990, -33.0070, 2432,     26.6,   8.4460,  34.9519,2,  35.0030,2,    306.9,2,     1.20,2,     7.08,2,     0.12,2,     0.58,2,   2099.4,2,    301.7,   8.44324664,2,  -999.00,9,   -999.0,   -999.0,9,   8.4432
  58JH19920712,  AR18,   949,  1,     10,     10,2,19920719, 63.9990, -33.0070, 2432,    151.6,   5.6760,  35.0328,2,-999.0000,9,    285.6,2,     7.53,2,    16.59,2,     0.03,2,     1.04,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.6634
  58JH19920712,  AR18,   949,  1,      9,      9,2,19920719, 63.9990, -33.0070, 2432,    299.6,   5.1460,  34.9912,2,  34.9840,2,    285.6,2,     7.94,2,    17.07,2,     0.03,2,     1.04,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.1220
  58JH19920712,  AR18,   949,  1,      8,      8,2,19920719, 63.9990, -33.0070, 2432,    599.8,   4.4260,  34.9509,2,  34.9500,2,    289.9,2,     8.19,2,    17.46,2,     0.02,2,     1.04,2,   2152.3,2,    371.3,   4.37998761,2,  -999.00,9,   -999.0,   -999.0,9,   4.3800
