EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SOMSAL,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_TMP,FCO2_FLAG_W,TRITUM,TRITER,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHER,DELHE3_FLAG_W,C14_BIO,C14_BIO_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,BACT,BACT_FLAG_W,CTDNO,BNLID,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,PSS-78,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,DEGC,,TU,TU,,NMOL/KG,,PERCNT,PERCNT,,UKNOWN,,ug/kg,,ug/kg,,UG/L,,UG/L,,CELLS/ML,,,,DEGC
  32L919930718,    61,  1,      4,2,19930805, 79.8990,  -7.4100,  244,    101.0,  -1.6280,  32.7440,2,-999.0000,9,  32.7850,    346.8,2,    342.9,2,  -999.00,9,     6.33,2,     0.02,2,     1.14,2,      0.044,2,   2128.6,2,    819.6,17.6000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.87100005,2,0.293000013,2,     0.07,2,     0.07,2,     -999,9,111,   4132,  -1.6299
  32L919930718,    61,  1,      3,2,19930805, 79.8990,  -7.4100,  244,    126.0,  -1.3210,  33.2690,2,-999.0000,9,-999.0000,    327.7,2,   -999.0,9,  -999.00,9,     8.58,2,     0.04,2,     1.13,2, 0.00500001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.09800005,2,0.219999999,2,     0.06,2,     0.05,2,     -999,9,111,   4131,  -1.3238
  32L919930718,    61,  1,      2,2,19930805, 79.8990,  -7.4100,  244,    151.0,  -0.5200,  34.1080,2,-999.0000,9,  34.1580,    301.5,2,    297.2,2,  -999.00,9,    11.50,2,     0.02,2,     1.08,2, 0.00500001,2,   2139.3,2,    764.4,17.6000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.35300004,2,0.225999996,2,     0.08,2,     0.04,2,     -999,9,111,   4130,  -0.5247
  32L919930718,    61,  1,      1,2,19930805, 79.8990,  -7.4100,  244,    176.0,  -0.0420,  34.4560,2,-999.0000,9,-999.0000,    293.0,2,    290.6,2,  -999.00,9,    12.45,2,     0.03,2,     1.07,2, 0.00500001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.49600005,2,0.177000001,2,     0.04,2,     0.03,2,     -999,9,111,   4129,  -0.0483
  32L919930718,    61,  1,     12,2,19930805, 79.8990,  -7.4100,  244,    201.0,   0.2050,  34.6070,2,  34.6380,2,  34.6000,    290.8,2,    285.8,2,  -999.00,9,    12.75,2,     0.02,2,     1.08,2,     -0.005,2,   2147.2,2,    746.8,17.6000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.533999979,2,      0.147,2,     0.04,2,     0.03,2,     -999,9,111,   4128,   0.1972
  32L919930718,    61,  1,     11,2,19930805, 79.8990,  -7.4100,  244,    226.0,   0.3090,  34.6970,2,-999.0000,9,  34.6250,    285.9,2,    281.2,2,  -999.00,9,    12.41,2,     0.03,2,     1.09,2,0.034000009,2,   2150.5,2,    769.7,17.6000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.97199988,2,0.375999987,2,  -999.00,9,  -999.00,9,     -999,9,111,   4127,   0.3000
  32L919930718,    62,  1,     10,2,19930805, 79.8850,  -7.9730,  205,      2.0,  -0.3790,  29.6840,2,  30.2420,2,-999.0000,    396.5,2,    407.2,2,     1.85,2,     0.03,2,     0.00,2,     0.70,2,0.034999996,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.4,2, 7.94099998,2, 1.03600001,2,     0.14,2,     0.07,2,   207000,2,112,   4150,  -0.3790
  32L919930718,    62,  1,      9,2,19930805, 79.8850,  -7.9730,  205,      6.0,  -0.3630,  30.6870,2,-999.0000,9,-999.0000,    405.1,2,    441.3,2,     4.88,2,     0.01,2,     0.00,2,     0.74,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.4,2,  8.8920002,2, 1.27100003,2,     0.15,2,     0.04,2,   254000,2,112,   4149,  -0.3631
  32L919930718,    62,  1,      8,2,19930805, 79.8850,  -7.9730,  205,     11.0,  -0.0330,  32.1110,2,-999.0000,9,-999.0000,    434.3,2,    443.8,2,     4.72,2,     0.00,2,     0.00,2,     0.76,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.2,2,  6.9920001,2,0.552999973,2,     0.16,2,     0.04,2,   212000,2,112,   4148,  -0.0333
  32L919930718,    62,  1,      6,2,19930805, 79.8850,  -7.9730,  205,     18.0,  -0.7520,  32.3360,2,-999.0000,9,-999.0000,    417.8,2,    409.0,2,     5.24,2,     0.34,2,     0.03,2,     0.86,2,0.034999996,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 19.1159992,2, 2.17400002,2,     0.12,2,     0.06,2,   462000,2,112,   4146,  -0.7524
  32L919930718,    62,  1,      7,2,19930805, 79.8850,  -7.9730,  205,     27.0,  -1.2220,  32.3590,2,-999.0000,9,-999.0000,    413.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,112,   4147,  -1.2226
  32L919930718,    62,  1,      5,2,19930805, 79.8850,  -7.9730,  205,     28.0,  -1.4420,  32.3760,2,-999.0000,9,-999.0000,    393.4,2,    398.2,2,     5.82,2,     0.96,2,     0.04,2,     0.90,2,0.093999997,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.6,2, 9.92800045,2, 1.57700002,2,     1.12,2,     0.12,2,   386000,2,112,   4145,  -1.4425
  32L919930718,    62,  1,      4,2,19930805, 79.8850,  -7.9730,  205,     44.0,  -1.5720,  32.4050,2,-999.0000,9,-999.0000,    374.8,2,    371.7,2,     6.45,2,     2.60,2,     0.06,2,     0.99,2,0.055000007,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.5,2, 6.59800005,2, 1.07000005,2,     1.02,2,     0.24,2,   228000,2,112,   4144,  -1.5728
  32L919930718,    62,  1,      3,2,19930805, 79.8850,  -7.9730,  205,     65.0,  -1.7240,  32.4310,2,-999.0000,9,-999.0000,    363.8,2,    367.1,2,    11.84,2,     3.93,2,     0.02,2,     1.06,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.2,2, 3.68499994,2,        0.5,2,     0.41,2,     0.17,2,   115000,2,112,   4143,  -1.7251
  32L919930718,    62,  1,      2,2,19930805, 79.8850,  -7.9730,  205,     80.0,  -1.7420,  32.4560,2,-999.0000,9,-999.0000,    364.0,2,    364.9,2,    12.92,2,     4.06,2,     0.04,2,     1.06,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 2.56599998,2,0.349000007,2,     0.22,2,     0.12,2,    97500,2,112,   4142,  -1.7433
  32L919930718,    62,  1,      1,2,19930805, 79.8850,  -7.9730,  205,    100.0,  -1.6880,  32.5720,2,-999.0000,9,-999.0000,    357.6,2,    354.9,2,    13.81,2,     4.97,2,     0.01,2,     1.05,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.53699994,2,0.303000003,2,     0.13,2,     0.08,2,   108000,2,112,   4141,  -1.6897
  32L919930718,    62,  1,     12,2,19930805, 79.8850,  -7.9730,  205,    125.0,  -1.3260,  33.1640,2,  33.1670,2,-999.0000,    332.4,2,    333.2,2,    14.56,2,     7.34,2,     0.02,2,     1.02,2,0.016000003,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.58199978,2,0.324000001,2,     0.08,2,     0.04,2,   123000,2,112,   4140,  -1.3288
  32L919930718,    62,  1,     11,2,19930805, 79.8850,  -7.9730,  205,    174.0,  -0.2300,  34.3210,2,-999.0000,9,-999.0000,    299.6,2,    297.3,2,    13.73,2,    11.03,2,     0.02,2,     0.98,2,0.005999997,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.23600006,2,0.368999988,2,     0.05,2,     0.03,2,    55500,2,112,   4139,  -0.2359
  32L919930718,    62,  2,     10,2,19930805, 79.8850,  -7.9730,  205,      2.0,   0.0520,  28.4330,2,-999.0000,9,-999.0000,    381.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4162,   0.0520
  32L919930718,    62,  2,      8,2,19930805, 79.8850,  -7.9730,  205,     28.0,  -1.2340,  32.3770,2,-999.0000,9,-999.0000,    409.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4160,  -1.2346
  32L919930718,    62,  2,      9,2,19930805, 79.8850,  -7.9730,  205,     28.0,  -1.2320,  32.3760,2,-999.0000,9,-999.0000,    409.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4161,  -1.2326
  32L919930718,    62,  2,      7,2,19930805, 79.8850,  -7.9730,  205,     41.0,  -1.6130,  32.4140,2,-999.0000,9,-999.0000,    363.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4159,  -1.6137
  32L919930718,    62,  2,      6,2,19930805, 79.8850,  -7.9730,  205,     75.0,  -1.7490,  32.4620,2,-999.0000,9,-999.0000,    364.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4158,  -1.7502
  32L919930718,    62,  2,      5,2,19930805, 79.8850,  -7.9730,  205,    100.0,  -1.6640,  32.6320,2,-999.0000,9,-999.0000,    354.1,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4157,  -1.6658
  32L919930718,    62,  2,      4,2,19930805, 79.8850,  -7.9730,  205,    131.0,  -1.0820,  33.4050,2,-999.0000,9,-999.0000,    324.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4156,  -1.0852
  32L919930718,    62,  2,      3,2,19930805, 79.8850,  -7.9730,  205,    150.0,  -0.6500,  34.0110,2,-999.0000,9,-999.0000,    303.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4155,  -0.6545
  32L919930718,    62,  2,      2,2,19930805, 79.8850,  -7.9730,  205,    160.0,  -0.4720,  34.1550,2,-999.0000,9,-999.0000,    299.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4154,  -0.4771
  32L919930718,    62,  2,      1,2,19930805, 79.8850,  -7.9730,  205,    171.0,  -0.1280,  34.3970,2,-999.0000,9,-999.0000,    291.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4153,  -0.1340
  32L919930718,    62,  2,     12,2,19930805, 79.8850,  -7.9730,  205,    176.0,  -0.0500,  34.4520,2,-999.0000,9,-999.0000,    289.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4152,  -0.0563
  32L919930718,    62,  2,     11,2,19930805, 79.8850,  -7.9730,  205,    181.0,  -0.0330,  34.4630,2,-999.0000,9,-999.0000,    291.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,113,   4151,  -0.0395
  32L919930718,    62,  3,     10,2,19930805, 79.8850,  -7.9730,  205,      2.0,  -0.1440,  29.0220,2,-999.0000,9,  29.3830,    393.8,2,    393.2,2,     5.57,2,    -0.03,2,    -0.01,2,     0.66,2,0.173000008,2,   1877.7,2,    457.3,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4174,  -0.1440
  32L919930718,    62,  3,      9,2,19930805, 79.8850,  -7.9730,  205,      5.0,  -0.1770,  29.7070,2,-999.0000,9,  30.4370,    403.0,2,    404.4,2,     5.70,2,    -0.06,2,     0.00,2,     0.73,2,0.085000008,2,   1940.4,2,    473.9,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4173,  -0.1771
  32L919930718,    62,  3,      8,2,19930805, 79.8850,  -7.9730,  205,     10.0,   0.2190,  31.3910,2,-999.0000,9,  32.0740,    417.6,2,    430.8,2,     4.51,2,     0.05,2,     0.00,2,     0.70,2,0.056000009,2,   2043.6,2,    511.6,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4172,   0.2187
  32L919930718,    62,  3,      7,2,19930805, 79.8850,  -7.9730,  205,     20.0,  -1.2610,  32.3730,2,-999.0000,9,  32.3400,    409.3,2,    414.1,2,  -999.00,9,     0.43,2,     0.02,2,     0.76,2,0.066000015,2,   2081.3,2,    598.3,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4171,  -1.2614
  32L919930718,    62,  3,      6,2,19930805, 79.8850,  -7.9730,  205,     30.0,  -1.5510,  32.3950,2,-999.0000,9,  32.3570,    399.5,2,    390.7,2,  -999.00,9,     1.55,2,     0.04,2,     0.80,2,0.076000005,2,   2100.5,2,    679.0,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4170,  -1.5515
  32L919930718,    62,  3,      5,2,19930805, 79.8850,  -7.9730,  205,     40.0,  -1.6960,  32.4190,2,-999.0000,9,  32.3910,    370.4,2,    368.6,2,  -999.00,9,     3.67,2,     0.06,2,     0.75,2,      0.037,2,   2117.7,2,    767.9,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4169,  -1.6967
  32L919930718,    62,  3,      4,2,19930805, 79.8850,  -7.9730,  205,     60.0,  -1.7410,  32.4450,2,-999.0000,9,  32.4050,    370.4,2,    368.8,2,  -999.00,9,     3.74,2,     0.03,2,     0.82,2, 0.02700001,2,   2116.9,2,    761.5,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4168,  -1.7420
  32L919930718,    62,  3,      3,2,19930805, 79.8850,  -7.9730,  205,     80.0,  -1.7300,  32.4880,2,-999.0000,9,  32.4830,    367.0,2,    361.6,2,  -999.00,9,     4.32,2,     0.03,2,     0.85,2,0.006999999,2,   2121.5,2,    786.4,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4167,  -1.7313
  32L919930718,    62,  3,      2,2,19930805, 79.8850,  -7.9730,  205,    100.0,  -1.6580,  32.6490,2,-999.0000,9,  32.6490,    355.1,2,    349.5,2,  -999.00,9,     5.53,2,     0.02,2,     0.88,2,0.006999999,2,   2126.8,2,    823.4,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4166,  -1.6598
  32L919930718,    62,  3,      1,2,19930805, 79.8850,  -7.9730,  205,    125.0,  -1.4490,  33.0540,2,-999.0000,9,  33.0560,    344.2,2,    335.8,2,    13.68,2,     7.09,2,     0.01,2,     0.91,2,-0.00199997,2,   2132.4,2,    819.3,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4165,  -1.4516
  32L919930718,    62,  3,     12,2,19930805, 79.8850,  -7.9730,  205,    150.0,  -0.6450,  33.9890,2,-999.0000,9,  33.9610,    313.0,2,    303.3,2,    11.14,2,    10.44,2,     0.02,2,     0.89,2,-0.01199999,2,   2139.7,2,    802.0,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4164,  -0.6495
  32L919930718,    62,  3,     11,2,19930805, 79.8850,  -7.9730,  205,    184.0,   0.0440,  34.5150,2,-999.0000,9,  34.4630,    296.7,2,    286.2,2,    12.61,2,    12.13,2,     0.03,2,     0.94,2, 0.01700002,2,   2148.2,2,    784.2,17.3999996,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,114,   4163,   0.0372
  32L919930718,    62,  5,     12,2,19930805, 79.8850,  -7.9730,  205,      2.0,  -0.6380,  30.0960,2,  30.3350,2,-999.0000,    404.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9,    6.320,    0.095,2,   1.8290,2,     1.20,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,116,   4188,  -0.6380
  32L919930718,    62,  5,     11,2,19930805, 79.8850,  -7.9730,  205,    159.0,  -0.4040,  34.1840,2,  34.1580,2,-999.0000,    301.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9,    3.520,    0.053,2,   1.8430,2,     8.00,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,116,   4187,  -0.4091
  32L919930718,    63,  1,      6,2,19930805, 79.7680,  -8.8240,  210,      2.0,   0.5130,  28.6910,2,-999.0000,9,-999.0000,    265.7,3,    371.7,2,     2.80,2,     0.23,2,     0.00,2,     0.54,2,0.054000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.1,2, 6.71600008,2,0.949999988,2,     0.05,2,     0.01,2,    96800,2,115,   4182,   0.5129
  32L919930718,    63,  1,     10,2,19930805, 79.7680,  -8.8240,  210,      5.0,   0.0830,  29.1930,2,  30.8580,2,-999.0000,    391.3,2,    417.4,2,     3.21,2,     0.24,2,     0.02,2,     0.68,2,     -0.015,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.5,2, 8.23200035,2, 1.05700004,2,     0.19,2,     0.04,2,   105000,2,115,   4186,   0.0829
  32L919930718,    63,  1,      9,2,19930805, 79.7680,  -8.8240,  210,      9.0,  -1.1320,  31.5780,2,-999.0000,9,-999.0000,    418.2,2,    422.0,2,     3.89,2,     0.10,2,     0.00,2,     0.73,2,     -0.024,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.0,2, 8.69999981,2, 1.38399994,2,     0.44,2,     0.07,2,   106000,2,115,   4185,  -1.1322
  32L919930718,    63,  1,      8,2,19930805, 79.7680,  -8.8240,  210,     14.0,  -1.4780,  31.8950,2,-999.0000,9,-999.0000,    409.1,2,    409.4,2,     5.42,2,     0.60,2,     0.03,2,     0.81,2,0.093000002,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.5,2, 7.74499989,2, 1.30999994,2,     0.38,2,     0.11,2,   183000,2,115,   4184,  -1.4782
  32L919930718,    63,  1,      7,2,19930805, 79.7680,  -8.8240,  210,     21.0,  -1.5600,  32.1050,2,-999.0000,9,-999.0000,    398.5,2,    400.8,2,     6.41,2,     0.68,2,     0.07,2,     0.85,2,0.141000003,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.6,2,  5.9710002,2, 1.24000001,2,     0.68,2,     0.20,2,   328000,2,115,   4183,  -1.5604
  32L919930718,    63,  1,      5,2,19930805, 79.7680,  -8.8240,  210,     29.0,  -1.6500,  32.2200,2,-999.0000,9,-999.0000,    383.5,2,    380.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,115,   4181,  -1.6505
  32L919930718,    63,  1,      4,2,19930805, 79.7680,  -8.8240,  210,     33.0,  -1.6460,  32.2940,2,-999.0000,9,-999.0000,    375.8,2,    376.1,2,     9.95,2,     3.08,2,     0.13,2,     0.98,2,0.102000006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 4.91800022,2,0.717000008,2,     0.39,2,     0.20,2,   185000,2,115,   4180,  -1.6465
  32L919930718,    63,  1,      3,2,19930805, 79.7680,  -8.8240,  210,     49.0,  -1.7050,  32.3950,2,-999.0000,9,-999.0000,    368.5,2,    369.1,2,    11.70,2,     4.11,2,     0.08,2,     1.02,2, 0.00500001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 1.66499996,2,0.305000007,2,     0.13,2,     0.13,2,   173000,2,115,   4179,  -1.7058
  32L919930718,    63,  1,      2,2,19930805, 79.7680,  -8.8240,  210,     61.0,  -1.7260,  32.4270,2,-999.0000,9,-999.0000,    368.6,2,    368.6,2,    11.95,2,     3.93,2,     0.03,2,     1.03,2,     -0.005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.85399997,2,0.219999999,2,     0.07,2,     0.07,2,    84700,2,115,   4178,  -1.7270
  32L919930718,    63,  1,      1,2,19930805, 79.7680,  -8.8240,  210,    100.0,  -1.7060,  32.5250,2,-999.0000,9,-999.0000,    363.8,2,    360.6,2,    12.60,2,     4.85,2,     0.05,2,     1.02,2,     -0.005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.80299997,2,0.277999997,2,     0.05,2,     0.05,2,    70100,2,115,   4177,  -1.7077
  32L919930718,    63,  1,     12,2,19930805, 79.7680,  -8.8240,  210,    159.0,  -1.1680,  34.1070,2,  34.1330,2,-999.0000,    318.4,2,    311.1,2,    10.04,2,    10.02,2,     0.03,2,     0.81,2,     -0.005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.326000005,2,0.141000003,2,     0.06,2,     0.06,2,    51900,2,115,   4176,  -1.1721
  32L919930718,    63,  1,     11,2,19930805, 79.7680,  -8.8240,  210,    200.0,  -0.1780,  34.4180,2,-999.0000,9,-999.0000,    298.6,2,    288.4,2,    14.67,2,    12.25,2,     0.03,2,     0.97,2,0.015000001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.658999979,2,0.182999998,2,     0.03,2,     0.06,2,    80600,2,115,   4175,  -0.1850
