EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SOMSAL,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_TMP,FCO2_FLAG_W,TRITUM,TRITER,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHER,DELHE3_FLAG_W,C14_BIO,C14_BIO_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,BACT,BACT_FLAG_W,CTDNO,BNLID,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,PSS-78,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,DEGC,,TU,TU,,NMOL/KG,,PERCNT,PERCNT,,UKNOWN,,ug/kg,,ug/kg,,UG/L,,UG/L,,CELLS/ML,,,,DEGC
  32L919930718,     2,  2,      8,2,19930723, 80.4520, -13.2220,  294,     35.0,  -1.6640,  32.3290,2,-999.0000,9,-999.0000,    364.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3044,  -1.6646
  32L919930718,     2,  2,      7,2,19930723, 80.4520, -13.2220,  294,     60.0,  -1.7180,  32.4140,2,-999.0000,9,-999.0000,    354.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3043,  -1.7190
  32L919930718,     2,  2,      6,2,19930723, 80.4520, -13.2220,  294,    100.0,  -1.5360,  33.0040,2,-999.0000,9,-999.0000,    327.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3042,  -1.5380
  32L919930718,     2,  2,      5,2,19930723, 80.4520, -13.2220,  294,    150.0,  -0.4280,  34.3040,2,-999.0000,9,-999.0000,    289.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3041,  -0.4328
  32L919930718,     2,  2,      4,2,19930723, 80.4520, -13.2220,  294,    200.0,   0.3650,  34.6360,2,-999.0000,9,-999.0000,    282.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3040,   0.3570
  32L919930718,     2,  2,      3,2,19930723, 80.4520, -13.2220,  294,    250.0,   0.6110,  34.7150,2,-999.0000,9,-999.0000,    280.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3039,   0.6003
  32L919930718,     2,  2,      2,2,19930723, 80.4520, -13.2220,  294,    275.0,   0.6400,  34.7320,2,-999.0000,9,-999.0000,    278.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3038,   0.6281
  32L919930718,     2,  2,      1,2,19930723, 80.4520, -13.2220,  294,    284.0,   0.6230,  34.7320,2,-999.0000,9,-999.0000,    279.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  7,   3037,   0.6108
  32L919930718,     2,  3,     11,2,19930723, 80.4520, -13.2220,  294,      2.0,   3.4170,  30.0060,2,-999.0000,9,  30.3850,    366.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   1957.7,2,    452.3,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3059,   3.4169
  32L919930718,     2,  3,     12,2,19930723, 80.4520, -13.2220,  294,      2.0,   3.6940,  30.2170,2,  29.4420,2,-999.0000,    365.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3060,   3.6939
  32L919930718,     2,  3,      9,2,19930723, 80.4520, -13.2220,  294,     25.0,  -1.2540,  32.3180,2,-999.0000,9,  32.2230,    370.3,2,   -999.0,9,    11.69,2,     3.38,2,     0.05,2,     0.99,2,0.072000004,2,   2108.6,2,    673.1,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3057,  -1.2545
  32L919930718,     2,  3,     10,2,19930723, 80.4520, -13.2220,  294,     25.0,  -1.2630,  32.3150,2,  32.3300,2,-999.0000,    370.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3058,  -1.2635
  32L919930718,     2,  3,      7,2,19930723, 80.4520, -13.2220,  294,     47.0,  -1.6020,  32.3860,2,  32.4440,2,  32.2790,    368.1,2,   -999.0,9,    11.69,2,     3.59,2,     0.02,2,     1.01,2,     -0.006,2,   2114.9,2,    681.6,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3055,  -1.6028
  32L919930718,     2,  3,      8,2,19930723, 80.4520, -13.2220,  294,     47.0,  -1.6030,  32.3860,2,-999.0000,9,-999.0000,    367.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3056,  -1.6038
  32L919930718,     2,  3,      5,2,19930723, 80.4520, -13.2220,  294,     76.0,  -1.7220,  32.4580,2,-999.0000,9,  32.3100,    359.7,2,   -999.0,9,    12.46,2,     4.56,2,     0.00,2,     1.02,2,0.013999999,2,   2121.5,2,    695.9,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3053,  -1.7233
  32L919930718,     2,  3,      6,2,19930723, 80.4520, -13.2220,  294,     76.0,  -1.7220,  32.4570,2,-999.0000,9,-999.0000,    360.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3054,  -1.7233
  32L919930718,     2,  3,      3,2,19930723, 80.4520, -13.2220,  294,    101.0,  -1.5810,  32.9110,2,-999.0000,9,  32.8260,    335.5,2,   -999.0,9,    13.45,2,     6.68,2,     0.00,2,     0.99,2,0.004000008,2,   2136.6,2,    725.1,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3051,  -1.5829
  32L919930718,     2,  3,      4,2,19930723, 80.4520, -13.2220,  294,    101.0,  -1.5820,  32.9050,2,-999.0000,9,-999.0000,    338.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3052,  -1.5839
  32L919930718,     2,  3,      1,2,19930723, 80.4520, -13.2220,  294,    175.0,  -0.0750,  34.4800,2,-999.0000,9,  34.2230,    287.9,2,   -999.0,9,    12.07,2,    12.03,2,     0.00,2,     0.93,2,0.024000004,2,   2145.4,2,    667.1,15.3000002,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3049,  -0.0813
  32L919930718,     2,  3,      2,2,19930723, 80.4520, -13.2220,  294,    175.0,  -0.0750,  34.4800,2,-999.0000,9,-999.0000,    288.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  8,   3050,  -0.0813
  32L919930718,     3,  1,     12,2,19930724, 80.2730, -13.6570,  233,      2.0,   2.7440,  31.4790,2,  32.0600,2,-999.0000,    363.7,2,    382.9,2,    10.19,2,     0.89,2,     0.03,2,     0.86,2,0.238000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3072,   2.7439
  32L919930718,     3,  1,     11,2,19930724, 80.2730, -13.6570,  233,      9.0,  -1.1850,  32.3960,2,-999.0000,9,-999.0000,    380.0,2,   -999.0,9,    10.79,2,     2.28,2,     0.03,2,     0.94,2,0.170000002,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3071,  -1.1852
  32L919930718,     3,  1,     10,2,19930724, 80.2730, -13.6570,  233,     14.0,  -1.5300,  32.4200,2,-999.0000,9,-999.0000,    375.8,2,    376.5,2,    11.45,2,     3.17,2,     0.03,2,     0.99,2,      0.092,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3070,  -1.5302
  32L919930718,     3,  1,      9,2,19930724, 80.2730, -13.6570,  233,     19.0,  -1.6280,  32.4220,2,-999.0000,9,-999.0000,    370.0,2,   -999.0,9,    11.73,2,     3.63,2,     0.03,2,     1.01,2,0.053000003,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3069,  -1.6283
  32L919930718,     3,  1,      8,2,19930724, 80.2730, -13.6570,  233,     34.0,  -1.7160,  32.4290,2,-999.0000,9,-999.0000,    367.7,2,    369.0,2,    11.82,2,     3.98,2,     0.03,2,     1.03,2,     -0.006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3068,  -1.7166
  32L919930718,     3,  1,      7,2,19930724, 80.2730, -13.6570,  233,     50.0,  -1.7490,  32.4410,2,-999.0000,9,-999.0000,    366.7,2,   -999.0,9,    12.03,2,     4.20,2,     0.00,2,     1.04,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3067,  -1.7498
  32L919930718,     3,  1,      6,2,19930724, 80.2730, -13.6570,  233,     59.0,  -1.7270,  32.4810,2,-999.0000,9,-999.0000,    362.6,2,    363.2,2,    12.33,2,     4.43,2,     0.00,2,     1.04,2,     -0.006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3066,  -1.7280
  32L919930718,     3,  1,      5,2,19930724, 80.2730, -13.6570,  233,     73.0,  -1.6510,  32.6700,2,-999.0000,9,-999.0000,    349.9,2,   -999.0,9,    13.12,2,     5.41,2,     0.00,2,     1.03,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3065,  -1.6523
  32L919930718,     3,  1,      4,2,19930724, 80.2730, -13.6570,  233,     97.0,  -1.5800,  32.8960,2,-999.0000,9,-999.0000,    337.2,2,    343.8,2,    13.59,2,     6.53,2,     0.00,2,     1.00,2,     -0.006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3064,  -1.5818
  32L919930718,     3,  1,      3,2,19930724, 80.2730, -13.6570,  233,    148.0,  -0.8180,  33.9990,2,-999.0000,9,-999.0000,    302.1,2,   -999.0,9,    12.94,2,    10.53,2,     0.01,2,     0.95,2,0.013999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3063,  -0.8222
  32L919930718,     3,  1,      2,2,19930724, 80.2730, -13.6570,  233,    198.0,   0.0010,  34.5240,2,  34.5600,2,-999.0000,    290.8,2,    296.4,2,    12.31,2,    12.14,2,     0.01,2,     0.94,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3062,  -0.0063
  32L919930718,     3,  1,      1,2,19930724, 80.2730, -13.6570,  233,    223.0,   0.3290,  34.6360,2,-999.0000,9,-999.0000,    289.5,2,   -999.0,9,    12.34,2,    12.19,2,    -0.02,2,     0.94,2,0.013999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,  9,   3061,   0.3201
  32L919930718,     4,  1,     12,2,19930724, 80.2750, -13.8220,  271,      2.0,   1.8300,  32.0100,2,  31.6850,2,-999.0000,    374.0,2,    375.0,2,    10.09,2,     1.53,2,     0.04,2,     0.85,2,0.219999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3084,   1.8299
  32L919930718,     4,  1,     11,2,19930724, 80.2750, -13.8220,  271,     10.0,   0.4500,  32.3140,2,-999.0000,9,-999.0000,    384.2,2,   -999.0,9,    10.05,2,     1.38,2,     0.03,2,     0.87,2,0.131999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3083,   0.4497
  32L919930718,     4,  1,     10,2,19930724, 80.2750, -13.8220,  271,     14.0,  -0.7200,  32.3670,2,-999.0000,9,-999.0000,    387.6,2,    389.6,2,    10.11,2,     1.53,2,     0.03,2,     0.90,2,0.142000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3082,  -0.7203
  32L919930718,     4,  1,      9,2,19930724, 80.2750, -13.8220,  271,     20.0,  -1.5170,  32.4050,2,-999.0000,9,-999.0000,    374.6,2,   -999.0,9,    11.34,2,     3.24,2,     0.04,2,     1.00,2,0.074000001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3081,  -1.5174
  32L919930718,     4,  1,      8,2,19930724, 80.2750, -13.8220,  271,     34.0,  -1.6830,  32.4240,2,-999.0000,9,-999.0000,    369.3,2,    368.4,2,    11.81,2,     4.15,2,     0.03,2,     1.04,2,      0.044,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3080,  -1.6836
  32L919930718,     4,  1,      7,2,19930724, 80.2750, -13.8220,  271,     50.0,  -1.7330,  32.4330,2,-999.0000,9,-999.0000,    368.4,2,   -999.0,9,    11.91,2,     4.34,2,     0.02,2,     1.05,2,0.054000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3079,  -1.7338
  32L919930718,     4,  1,      6,2,19930724, 80.2750, -13.8220,  271,     60.0,  -1.7450,  32.4420,2,-999.0000,9,-999.0000,    367.6,2,    368.1,2,    11.97,2,     4.38,2,     0.02,2,     1.04,2,0.015000001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3078,  -1.7460
  32L919930718,     4,  1,      5,2,19930724, 80.2750, -13.8220,  271,     74.0,  -1.6800,  32.5810,2,-999.0000,9,-999.0000,    350.8,2,   -999.0,9,    12.94,2,     5.64,2,     0.01,2,     1.03,2,0.025000006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3077,  -1.6813
  32L919930718,     4,  1,      4,2,19930724, 80.2750, -13.8220,  271,     98.0,  -1.5930,  32.8790,2,-999.0000,9,-999.0000,    335.8,2,    338.8,2,    13.65,2,     6.92,2,     0.01,2,     1.01,2,      0.044,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3076,  -1.5948
  32L919930718,     4,  1,      3,2,19930724, 80.2750, -13.8220,  271,    148.0,  -0.7840,  34.0600,2,-999.0000,9,-999.0000,    299.4,2,   -999.0,9,    12.51,2,    11.44,2,     0.01,2,     0.95,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3075,  -0.7882
  32L919930718,     4,  1,      2,2,19930724, 80.2750, -13.8220,  271,    199.0,   0.0740,  34.5540,2,  34.5600,2,-999.0000,    290.5,2,    289.5,2,    12.15,2,    12.71,2,     0.01,2,     0.95,2,0.034999996,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3074,   0.0666
  32L919930718,     4,  1,      1,2,19930724, 80.2750, -13.8220,  271,    261.0,   0.5670,  34.7070,2,-999.0000,9,-999.0000,    289.0,2,   -999.0,9,    12.08,2,    13.17,2,     0.02,2,     0.96,2,     -0.024,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 10,   3073,   0.5559
  32L919930718,     5,  1,     12,2,19930724, 80.3010, -13.7610,  285,      2.0,   1.0070,  32.1380,2,  32.1660,2,  31.9240,    367.1,2,    372.5,2,    11.09,2,     2.90,2,     0.07,2,     0.93,2,0.111000009,2,   2099.8,2,    760.9,18.1000004,2,    7.350,    0.110,2,   1.7800,2,     0.40,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3096,   1.0069
  32L919930718,     5,  1,     11,2,19930724, 80.3010, -13.7610,  285,     10.0,  -0.1760,  32.2570,2,-999.0000,9,  32.0750,    366.9,2,    374.3,2,    11.38,2,     3.15,2,     0.05,2,     0.97,2,0.072000004,2,   2106.6,2,    758.0,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3095,  -0.1763
  32L919930718,     5,  1,     10,2,19930724, 80.3010, -13.7610,  285,     15.0,  -1.6180,  32.3070,2,-999.0000,9,  32.1080,    371.9,2,    373.6,2,    11.43,2,  -999.00,9,     0.06,2,     0.98,2,0.023000002,2,   2108.7,2,    772.8,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3094,  -1.6183
  32L919930718,     5,  1,      9,2,19930724, 80.3010, -13.7610,  285,     20.0,  -1.6870,  32.3450,2,-999.0000,9,  32.2240,    370.3,2,    370.5,2,    11.56,2,     3.33,2,     0.03,2,     1.00,2,-0.02599999,2,   2112.8,2,    787.0,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3093,  -1.6873
  32L919930718,     5,  1,      8,2,19930724, 80.3010, -13.7610,  285,     35.0,  -1.5450,  32.4090,2,-999.0000,9,  32.1480,    370.0,2,    369.9,2,    11.59,2,     4.17,2,     0.03,2,     1.00,2,-0.02599999,2,   2116.7,2,    784.2,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3092,  -1.5456
  32L919930718,     5,  1,      7,2,19930724, 80.3010, -13.7610,  285,     50.0,  -1.6930,  32.4240,2,-999.0000,9,-999.0000,    369.6,2,    366.4,2,    11.72,2,     4.27,2,     0.00,2,     1.01,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3091,  -1.6938
  32L919930718,     5,  1,      6,2,19930724, 80.3010, -13.7610,  285,     59.0,  -1.7420,  32.4340,2,-999.0000,9,  32.3290,    364.9,2,    370.8,2,    11.93,2,     4.72,2,    -0.01,2,     1.02,2,     -0.006,2,   2120.5,2,    795.9,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3090,  -1.7430
  32L919930718,     5,  1,      5,2,19930724, 80.3010, -13.7610,  285,     76.0,  -1.7120,  32.5090,2,-999.0000,9,  32.4070,    357.8,2,    353.7,2,    12.42,2,     4.61,2,     0.01,2,     1.10,2,     -0.006,2,   2125.8,2,    824.1,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3089,  -1.7133
  32L919930718,     5,  1,      4,2,19930724, 80.3010, -13.7610,  285,     98.0,  -1.5890,  32.9120,2,-999.0000,9,  32.7810,    339.4,2,    339.6,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   2138.2,2,    850.2,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3088,  -1.5909
  32L919930718,     5,  1,      3,2,19930724, 80.3010, -13.7610,  285,    150.0,  -0.7390,  34.0780,2,-999.0000,9,  33.8210,    300.4,2,    300.2,2,    12.31,2,    11.53,2,    -0.02,2,     0.93,2,0.745000064,2,   2139.9,2,    785.9,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3087,  -0.7434
  32L919930718,     5,  1,      2,2,19930724, 80.3010, -13.7610,  285,    199.0,  -0.0030,  34.5290,2,  34.5490,2,  34.3530,    289.5,2,    289.6,2,    12.08,2,    12.47,2,     0.01,2,     0.93,2,0.072000004,2,   2146.6,2,    763.8,18.1000004,2,    3.290,    0.049,2,   1.7760,2,     5.60,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3086,  -0.0103
  32L919930718,     5,  1,      1,2,19930724, 80.3010, -13.7610,  285,    275.0,   0.6400,  34.7240,2,-999.0000,9,  34.5230,    286.2,2,    285.6,2,    12.33,2,    13.01,2,     0.01,2,     0.96,2,0.043000005,2,   2151.3,2,    753.0,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 11,   3085,   0.6281
  32L919930718,     6,  1,     12,2,19930724, 80.1400, -13.2550,  113,      2.0,   3.0950,  31.5760,2,  30.4990,2,-999.0000,    417.8,2,    396.4,2,     2.47,2,     2.55,2,     0.01,2,     0.63,2,0.051000003,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.5,2, 16.9120007,2, 1.58200002,2,     0.19,2,     0.08,2,   205000,2, 12,   3108,   3.0949
