BOTTLE,20090107PRINUNIVRMKPRINUNIVRMK
# 5/27/05 Initialized README file  
# Data from Kozyr via CARINA web site 
# Some of this data available from BODC in BOFS collection 
# Ship: Discovery 
# Cruise: 74DI191 
# Dates: 5/15 - 6/4/1990 
# EXPOCODE: 74DI19900515 
# Region: Sta 2&3 at 22W, 59N; remainder at 16W-18W, 48N=50N 
# Chief Scientist - unknown 
# 43 stations with 12 place Rosette (5 deep) 
# Hydro: Who - unknown; Status - final 
# 	Notes: Pressure approximated from listed depth? 
# 	Cast and bottle numbers fabricated 
# Nuts/O2: Who - unknown; Status - final 
# 	Notes: No oxygen data 
# 	Few deep nitrate values bit high, but general agreement with GLODAP 
# 	General silicate agreement with GLODAP 
# 	Approx 50% of phosphate very high and flagged 3 
# TCO2: Who - Watson; Status - final 
# 	Notes: Method?; Precision?; Calibration? 
# 	One deep station, remainder in upper 300m 
# 	Data compare well with GLODAP 
# pCO2: Who - Watson; Status - final 
# 	Notes: One deep station, remainder in upper 300m 
# 	No pCO2 temperature in file 
EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PPM,,DEGC
  74DI19900515,    32,  1,     11,2,19900529, 48.4125, -17.4520, 4576,    199.1,  11.0620,  35.5400,2,     4.92,2,    10.57,2,     0.03,2,     0.54,2,   -999.0,9,    370.2,2,  11.0372
  74DI19900515,    32,  1,     12,2,19900529, 48.4125, -17.4520, 4576,    300.0,  10.8880,  35.5230,2,     4.82,2,    10.57,2,     0.03,2,     0.55,2,   -999.0,9,    370.2,2,  10.8509
  74DI19900515,    33,  1,      1,2,19900529, 48.4488, -17.7330, 4497,      1.6,-999.0000,  35.6430,2,     2.04,2,     0.05,2,     0.00,2,     0.00,2,   -999.0,9,   -999.0,9,-999.0000
  74DI19900515,    33,  1,      2,2,19900529, 48.4488, -17.7330, 4497,      8.6,  15.3300,  35.6840,2,     1.89,2,     0.05,2,     0.00,2,     0.00,2,   -999.0,9,   -999.0,9,  15.3287
  74DI19900515,    33,  1,      3,2,19900529, 48.4488, -17.7330, 4497,     19.7,  14.2530,  35.6540,2,     1.99,2,     0.06,2,     0.02,2,     0.01,2,   -999.0,9,   -999.0,9,  14.2501
  74DI19900515,    33,  1,      4,2,19900529, 48.4488, -17.7330, 4497,     29.3,  13.3710,  35.6330,2,     2.58,2,     3.24,2,     0.17,2,     0.08,2,   -999.0,9,   -999.0,9,  13.3669
  74DI19900515,    33,  1,      5,2,19900529, 48.4488, -17.7330, 4497,     39.1,  12.3100,  35.6370,2,     3.50,2,     6.69,2,     0.34,2,     0.28,2,   -999.0,9,   -999.0,9,  12.3048
  74DI19900515,    33,  1,      6,2,19900529, 48.4488, -17.7330, 4497,     49.7,  12.0730,  35.6580,2,     4.38,2,     9.12,2,     0.35,2,     0.38,2,   -999.0,9,   -999.0,9,  12.0665
  74DI19900515,    33,  1,      7,2,19900529, 48.4488, -17.7330, 4497,     99.0,  11.6190,  35.6150,2,     4.77,2,    10.21,2,     0.04,2,     0.39,2,   -999.0,9,   -999.0,9,  11.6063
  74DI19900515,    33,  1,      8,2,19900529, 48.4488, -17.7330, 4497,    300.6,  11.0020,  35.5150,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.9645
  74DI19900515,    34,  1,      1,2,19900530, 48.3527, -17.4670, 4576,   4120.1,   2.5170,  34.9090,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1542
  74DI19900515,    35,  1,      1,2,19900530, 48.3453, -17.2120, 4576,     41.4,  11.4230,  35.5850,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.4178
  74DI19900515,    35,  1,      2,2,19900530, 48.3453, -17.2120, 4576,   1495.7,   4.3380,  34.9810,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   4.2143
  74DI19900515,    35,  1,      3,2,19900530, 48.3453, -17.2120, 4576,   4407.5,   2.5450,  34.9080,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1474
  74DI19900515,    36,  1,      1,2,19900530, 48.4923, -17.3400, 4576,   4324.9,-999.0000,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,-999.0000
  74DI19900515,    37,  1,      1,2,19900531, 48.3937, -17.3910, 4576,      1.4,  15.0440,  35.6720,2,     1.38,2,     0.24,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  15.0438
  74DI19900515,    37,  1,      2,2,19900531, 48.3937, -17.3910, 4576,      4.5,  15.0470,  35.6720,2,     1.34,2,     0.30,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  15.0463
  74DI19900515,    37,  1,      3,2,19900531, 48.3937, -17.3910, 4576,      8.3,  15.0440,  35.6710,2,     1.32,2,     0.35,2,     0.04,2,     0.00,2,   -999.0,9,   -999.0,9,  15.0427
  74DI19900515,    37,  1,      4,2,19900531, 48.3937, -17.3910, 4576,     13.5,  15.0370,  35.6700,2,     1.36,2,     0.29,2,     0.04,2,     0.01,2,   -999.0,9,   -999.0,9,  15.0350
  74DI19900515,    37,  1,      5,2,19900531, 48.3937, -17.3910, 4576,     23.7,  14.8110,  35.6950,2,     1.63,2,     2.18,2,     0.04,2,     0.11,2,   -999.0,9,   -999.0,9,  14.8074
  74DI19900515,    37,  1,      6,2,19900531, 48.3937, -17.3910, 4576,     33.4,  12.7490,  35.6320,2,     1.63,2,     5.05,2,     0.50,2,     0.38,2,   -999.0,9,   -999.0,9,  12.7445
  74DI19900515,    37,  1,      7,2,19900531, 48.3937, -17.3910, 4576,    301.8,  10.9780,  35.5380,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.9404
  74DI19900515,    38,  1,      1,2,19900601, 48.2794, -17.0650, 4576,      1.4,  14.5350,  35.5910,2,     1.45,2,     0.48,2,     0.04,2,     0.08,2,   2040.6,2,    235.9,2,  14.5348
  74DI19900515,    38,  1,      2,2,19900601, 48.2794, -17.0650, 4576,      9.0,  14.5370,  35.5930,2,     1.43,2,     0.63,2,     0.02,2,     0.20,2,   2039.9,2,    236.6,2,  14.5357
  74DI19900515,    38,  1,      3,2,19900601, 48.2794, -17.0650, 4576,     19.5,  13.6070,  35.6130,2,     2.72,2,     6.08,2,     0.31,2,     0.59,2,   2100.3,2,    320.3,2,  13.6042
  74DI19900515,    38,  1,      4,2,19900601, 48.2794, -17.0650, 4576,     29.3,  11.3940,  35.5730,2,     4.09,2,    10.11,2,     0.47,2,     0.70,3,   2115.4,2,    358.1,2,  11.3903
  74DI19900515,    38,  1,      5,2,19900601, 48.2794, -17.0650, 4576,     38.8,  11.3500,  35.5770,2,     4.07,2,    10.44,2,     0.08,2,     0.60,2,   2117.7,2,    361.6,2,  11.3451
  74DI19900515,    38,  1,      6,2,19900601, 48.2794, -17.0650, 4576,     49.1,  11.3030,  35.5680,2,     4.56,2,    11.88,2,     0.04,2,     0.65,2,   2119.2,2,    361.1,2,  11.2968
  74DI19900515,    38,  1,      7,2,19900601, 48.2794, -17.0650, 4576,     73.8,  11.2120,  35.5580,2,     4.07,2,    10.44,2,     0.03,2,     0.63,2,   2118.4,2,    363.2,2,  11.2028
  74DI19900515,    38,  1,      8,2,19900601, 48.2794, -17.0650, 4576,    100.1,  11.1470,  35.5520,2,     4.24,2,    10.78,2,     0.03,2,     0.65,2,   2115.7,2,    364.6,2,  11.1345
  74DI19900515,    38,  1,      9,2,19900601, 48.2794, -17.0650, 4576,    124.0,  11.1000,  35.5470,2,     4.48,2,    10.99,2,     0.03,2,     0.66,2,   -999.0,9,    364.0,2,  11.0846
  74DI19900515,    38,  1,     10,2,19900601, 48.2794, -17.0650, 4576,    149.9,  11.0710,  35.5470,2,     5.34,2,    11.42,2,     0.03,2,     0.60,2,   2117.2,2,    364.2,2,  11.0524
  74DI19900515,    38,  1,     11,2,19900601, 48.2794, -17.0650, 4576,    198.5,  10.9670,  35.5330,2,     4.61,2,    11.31,2,     0.03,2,     0.68,2,   -999.0,9,    367.3,2,  10.9424
  74DI19900515,    38,  1,     12,2,19900601, 48.2794, -17.0650, 4576,    298.9,  10.8340,  35.5210,2,     4.73,2,    11.28,2,     0.06,2,     0.67,2,   2113.4,2,    370.8,2,  10.7971
  74DI19900515,    39,  1,      1,2,19900602, 47.9584, -16.7360, 4688,      1.5,-999.0000,-999.0000,9,     1.40,2,     0.25,2,     0.02,2,     0.04,2,   -999.0,9,    230.4,2,-999.0000
  74DI19900515,    39,  1,      2,2,19900602, 47.9584, -16.7360, 4688,      3.6,  15.0560,  35.6510,2,     1.32,2,     0.25,2,     0.02,2,     0.03,2,   -999.0,9,    229.5,2,  15.0554
  74DI19900515,    39,  1,      3,2,19900602, 47.9584, -16.7360, 4688,      8.8,  14.9290,  35.6330,2,     1.40,2,     0.61,2,     0.04,2,     0.06,2,   -999.0,9,    242.0,2,  14.9277
  74DI19900515,    39,  1,      4,2,19900602, 47.9584, -16.7360, 4688,     12.9,  14.8760,  35.6520,2,     2.25,2,     4.33,2,     0.25,2,     0.32,2,   -999.0,9,    299.0,2,  14.8741
  74DI19900515,    39,  1,      5,2,19900602, 47.9584, -16.7360, 4688,     15.9,  14.7730,  35.6610,2,     2.49,2,     4.90,2,     0.29,2,     0.39,2,   -999.0,9,    316.3,2,  14.7706
  74DI19900515,    39,  1,      6,2,19900602, 47.9584, -16.7360, 4688,     19.5,  12.3240,  35.6540,2,     3.07,2,     6.11,2,     0.35,2,     0.47,2,   -999.0,9,    341.5,2,  12.3214
  74DI19900515,    39,  1,      7,2,19900602, 47.9584, -16.7360, 4688,     24.3,  11.8440,  35.6600,2,     3.27,2,     6.37,2,     0.38,2,     0.40,2,   -999.0,9,    349.6,2,  11.8409
  74DI19900515,    39,  1,      8,2,19900602, 47.9584, -16.7360, 4688,     28.9,  11.6620,  35.6340,2,     3.39,2,     7.20,2,     0.53,2,     0.46,2,   -999.0,9,    358.8,2,  11.6583
  74DI19900515,    39,  1,      9,2,19900602, 47.9584, -16.7360, 4688,     34.0,  11.5290,  35.6380,2,     2.70,2,     6.34,2,     0.26,2,     0.31,2,   -999.0,9,   -999.0,9,  11.5247
  74DI19900515,    39,  1,     10,2,19900602, 47.9584, -16.7360, 4688,     39.0,  11.4660,  35.6350,2,     3.25,2,     7.63,2,     0.26,2,     0.46,2,   -999.0,9,    356.2,2,  11.4611
  74DI19900515,    39,  1,     11,2,19900602, 47.9584, -16.7360, 4688,     48.3,  11.3650,  35.6210,2,     3.39,2,     7.80,2,     0.31,2,     0.44,2,   -999.0,9,   -999.0,9,  11.3589
  74DI19900515,    39,  1,     12,2,19900602, 47.9584, -16.7360, 4688,     73.7,  11.2270,  35.6060,2,     2.45,2,     6.24,2,     0.02,2,     0.30,2,   -999.0,9,    364.2,2,  11.2178
  74DI19900515,    39,  1,     13,2,19900602, 47.9584, -16.7360, 4688,    303.4,  10.8090,  35.5610,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.7716
  74DI19900515,    40,  1,      1,2,19900603, 47.9688, -16.9510, 4688,      1.4,  15.1100,  35.6120,2,     1.28,2,     0.20,2,     0.02,2,     0.02,2,   -999.0,9,   -999.0,9,  15.1098
  74DI19900515,    40,  1,      2,2,19900603, 47.9688, -16.9510, 4688,      3.6,  15.1060,  35.6120,2,     1.20,2,     0.25,2,     0.02,2,     0.02,2,   -999.0,9,   -999.0,9,  15.1054
  74DI19900515,    40,  1,      3,2,19900603, 47.9688, -16.9510, 4688,      9.0,  14.9680,  35.6070,2,     1.28,2,     0.37,2,     0.04,2,     0.05,2,   -999.0,9,   -999.0,9,  14.9666
  74DI19900515,    40,  1,      4,2,19900603, 47.9688, -16.9510, 4688,     13.5,  14.9960,  35.6090,2,     1.51,2,     0.40,2,     0.06,2,     0.20,2,   -999.0,9,   -999.0,9,  14.9940
  74DI19900515,    40,  1,      5,2,19900603, 47.9688, -16.9510, 4688,     24.4,  14.2290,  35.6040,2,     2.06,2,     4.04,2,     0.22,2,     0.34,2,   -999.0,9,   -999.0,9,  14.2254
  74DI19900515,    40,  1,      6,2,19900603, 47.9688, -16.9510, 4688,     34.6,  12.5830,  35.6090,2,     2.60,2,     5.91,2,     0.25,2,     0.32,2,   -999.0,9,   -999.0,9,  12.5783
  74DI19900515,    41,  1,      1,2,19900603, 47.8902, -16.7410, 4688,      1.3,  15.1620,  35.6140,2,     1.40,2,     0.28,2,     0.01,2,     0.09,2,   -999.0,9,    233.9,2,  15.1618
  74DI19900515,    41,  1,      2,2,19900603, 47.8902, -16.7410, 4688,      8.3,  14.9260,  35.6110,2,     1.40,2,     0.25,2,     0.01,2,     0.09,2,   -999.0,9,    232.4,2,  14.9248
  74DI19900515,    41,  1,      3,2,19900603, 47.8902, -16.7410, 4688,     20.3,  12.4650,  35.5760,2,     1.36,2,     0.30,2,     0.01,2,     0.09,2,   -999.0,9,    232.0,2,  12.4623
  74DI19900515,    41,  1,      4,2,19900603, 47.8902, -16.7410, 4688,     28.8,  11.4520,  35.5970,2,     1.59,2,     1.56,2,     0.07,2,     0.18,2,   -999.0,9,    253.1,2,  11.4484
  74DI19900515,    41,  1,      5,2,19900603, 47.8902, -16.7410, 4688,     38.9,  11.3870,  35.5900,2,     2.60,2,     5.72,2,     0.30,2,     0.44,2,   -999.0,9,    316.7,2,  11.3821
  74DI19900515,    41,  1,      6,2,19900603, 47.8902, -16.7410, 4688,     50.0,  11.2970,  35.5770,2,     3.68,2,     8.81,2,     0.19,2,     0.57,2,   -999.0,9,    357.8,2,  11.2907
  74DI19900515,    41,  1,      7,2,19900603, 47.8902, -16.7410, 4688,     73.1,  11.2070,  35.5700,2,     3.81,2,     9.37,2,     0.02,2,     0.57,2,   -999.0,9,    363.8,2,  11.1979
  74DI19900515,    41,  1,      8,2,19900603, 47.8902, -16.7410, 4688,     99.4,  11.1630,  35.5690,2,     3.78,2,     9.37,2,     0.02,2,     0.57,2,   -999.0,9,    363.1,2,  11.1506
  74DI19900515,    41,  1,      9,2,19900603, 47.8902, -16.7410, 4688,    123.4,  11.1450,  35.5680,2,     3.81,2,     9.30,2,     0.02,2,     0.57,2,   -999.0,9,    362.0,2,  11.1296
  74DI19900515,    41,  1,     10,2,19900603, 47.8902, -16.7410, 4688,    150.7,  11.0930,  35.5620,2,     3.78,2,     9.41,2,     0.02,2,     0.56,2,   -999.0,9,    364.6,2,  11.0742
  74DI19900515,    41,  1,     11,2,19900603, 47.8902, -16.7410, 4688,    198.2,  10.9580,  35.5380,2,     3.93,2,     9.51,2,     0.02,2,     0.58,2,   -999.0,9,    369.7,2,  10.9335
  74DI19900515,    41,  1,     12,2,19900603, 47.8902, -16.7410, 4688,    298.9,  10.8470,  35.5260,2,     3.89,2,     9.41,2,     0.02,2,     0.56,2,   -999.0,9,    369.1,2,  10.8101
  74DI19900515,    42,  1,      1,2,19900604, 47.7273, -16.5590, 4688,      1.7,  15.1410,  35.6180,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  15.1407
  74DI19900515,    42,  1,      2,2,19900604, 47.7273, -16.5590, 4688,      8.7,  15.0800,  35.6170,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  15.0787
  74DI19900515,    42,  1,      3,2,19900604, 47.7273, -16.5590, 4688,     19.6,  14.5230,  35.6110,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.5201
  74DI19900515,    42,  1,      4,2,19900604, 47.7273, -16.5590, 4688,     30.0,  13.0470,  35.6860,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  13.0429
  74DI19900515,    42,  1,      5,2,19900604, 47.7273, -16.5590, 4688,     39.9,  11.6180,  35.6210,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.6129
  74DI19900515,    42,  1,      6,2,19900604, 47.7273, -16.5590, 4688,     49.2,  11.5230,  35.5960,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.5168
  74DI19900515,    42,  1,      7,2,19900604, 47.7273, -16.5590, 4688,     74.2,  11.3230,  35.5720,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.3137
  74DI19900515,    42,  1,      8,2,19900604, 47.7273, -16.5590, 4688,     98.9,  11.2410,  35.5610,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.2286
  74DI19900515,    42,  1,      9,2,19900604, 47.7273, -16.5590, 4688,    125.3,  11.1460,  35.5540,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.1304
  74DI19900515,    42,  1,     10,2,19900604, 47.7273, -16.5590, 4688,    150.5,  11.1130,  35.5560,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.0942
  74DI19900515,    42,  1,     11,2,19900604, 47.7273, -16.5590, 4688,    200.7,  10.9920,  35.5380,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.9671
  74DI19900515,    42,  1,     12,2,19900604, 47.7273, -16.5590, 4688,    300.5,  10.8270,  35.5180,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.7899
  74DI19900515,    43,  1,      1,2,19900604, 47.7034, -16.5190, 4688,      1.7,-999.0000,  35.6310,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,-999.0000
  74DI19900515,    43,  1,      2,2,19900604, 47.7034, -16.5190, 4688,     73.0,  11.2900,  35.5750,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.2808
  74DI19900515,    44,  1,      1,2,19900604, 47.6943, -16.4960, 4926,    246.9,  10.8780,  35.5320,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.8475
  74DI19900515,    44,  1,      2,2,19900604, 47.6943, -16.4960, 4926,    395.9,  10.6530,  35.5020,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.6044
  74DI19900515,    44,  1,      3,2,19900604, 47.6943, -16.4960, 4926,    598.0,  10.2510,  35.4440,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.1787
  74DI19900515,    44,  1,      4,2,19900604, 47.6943, -16.4960, 4926,    747.5,   9.1010,  35.3230,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   9.0163
  74DI19900515,    44,  1,      5,2,19900604, 47.6943, -16.4960, 4926,    895.4,   8.5720,  35.3810,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   8.4731
  74DI19900515,    44,  1,      6,2,19900604, 47.6943, -16.4960, 4926,    996.9,   7.9820,  35.4140,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   7.8755
  74DI19900515,    44,  1,      7,2,19900604, 47.6943, -16.4960, 4926,   1496.0,   4.2880,  34.9830,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   4.1649
  74DI19900515,    44,  1,      8,2,19900604, 47.6943, -16.4960, 4926,   2245.4,   3.4980,  34.9650,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   3.3143
  74DI19900515,    44,  1,      9,2,19900604, 47.6943, -16.4960, 4926,   2744.2,   3.0390,  34.9670,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.8137
  74DI19900515,    44,  1,     10,2,19900604, 47.6943, -16.4960, 4926,   3492.5,   2.6360,  34.9360,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.3408
  74DI19900515,    44,  1,     11,2,19900604, 47.6943, -16.4960, 4926,   4242.3,   2.5270,  34.9150,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1496
  74DI19900515,    44,  1,     12,2,19900604, 47.6943, -16.4960, 4926,   4916.3,   2.5710,  34.9090,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1097
END_DATA
