EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,RA-8/6,RA-8/6E,RA-8/6_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEGC,,,,DEGC
  316N19831007, A13.5,55,1,33,2,19831102,0,-41.697,6.633,4907,1593,2.658,34.646,2,184,2,67,2,32,2,-999,9,2.24,2,0.027,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5463
  316N19831007, A13.5,55,1,34,2,19831102,0,-41.697,6.633,4907,1800,2.617,34.715,2,193,2,66.5,2,30.3,2,-999,9,2.11,2,0.025,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.4883
  316N19831007, A13.5,55,1,35,2,19831102,0,-41.697,6.633,4907,2008,2.624,34.773,2,205,2,61.8,2,28.4,2,-999,9,1.97,2,0.015,2,0.007,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.4769
  316N19831007, A13.5,55,1,36,2,19831102,0,-41.697,6.633,4907,2211,2.573,34.805,2,213,2,59.1,2,27.1,2,-999,9,1.89,2,0.014,2,0.007,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.4084
  316N19831007, A13.5,55,1,37,2,19831102,0,-41.697,6.633,4907,2413,2.482,34.819,2,220,2,59.3,2,26.4,2,-999,9,1.85,2,-0.003,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3002
  316N19831007, A13.5,55,1,38,2,19831102,0,-41.697,6.633,4907,2617,2.384,34.827,2,224,2,60.3,2,26,2,-999,9,1.81,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1847
  316N19831007, A13.5,55,1,39,2,19831102,0,-41.697,6.633,4907,2820,2.337,34.836,2,229,2,59.6,2,25.5,2,-999,9,1.77,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.119
  316N19831007, A13.5,55,1,40,2,19831102,0,-41.697,6.633,4907,3073,2.232,34.839,2,231,2,62.4,2,25.3,2,-999,9,1.77,2,0.002,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.991
  316N19831007, A13.5,55,1,41,2,19831102,0,-41.697,6.633,4907,3328,2.061,34.824,2,229,2,67.7,2,26,2,-999,9,1.81,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.7979
  316N19831007, A13.5,55,1,42,2,19831102,0,-41.697,6.633,4907,3584,1.766,34.798,2,225,2,78.9,2,27.4,2,-999,9,1.92,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.4837
  316N19831007, A13.5,55,1,43,2,19831102,0,-41.697,6.633,4907,3840,1.447,34.767,2,222,2,91.6,2,28.9,2,-999,9,2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.1462
  316N19831007, A13.5,55,1,44,2,19831102,0,-41.697,6.633,4907,4099,1.198,34.746,2,-999,9,-999,9,-999,9,-999,9,-999,9,0,2,0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.8765
  316N19831007, A13.5,55,1,44,2,19831102,0,-41.697,6.633,4907,4099,1.198,34.746,2,-999,9,-999,9,-999,9,-999,9,-999,9,0.003,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.8765
  316N19831007, A13.5,55,1,45,2,19831102,0,-41.697,6.633,4907,4354,1.077,34.734,2,222,2,105.6,2,30.4,2,-999,9,2.12,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.7312
  316N19831007, A13.5,55,1,46,2,19831102,0,-41.697,6.633,4907,4560,1.035,34.729,2,222,2,108,2,30.8,2,-999,9,2.15,2,0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6674
  316N19831007, A13.5,55,1,46,2,19831102,0,-41.697,6.633,4907,4560,1.035,34.729,2,222,2,108,2,30.8,2,-999,9,2.15,2,0.004,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6674
  316N19831007, A13.5,55,1,47,2,19831102,0,-41.697,6.633,4907,4766,1.037,34.728,2,222,2,108.6,2,30.8,2,-999,9,2.14,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6456
  316N19831007, A13.5,55,1,48,2,19831102,0,-41.697,6.633,4907,4982,1.059,34.728,2,220,2,108.7,2,30.8,2,-999,9,2.15,2,-0.001,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6415
  316N19831007, A13.5,55,1,48,2,19831102,0,-41.697,6.633,4907,4982,1.059,34.728,2,220,2,108.7,2,30.8,2,-999,9,2.15,2,0.013,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6415
  316N19831007, A13.5,56,2,99,2,19831103,0,-40.593,8.317,4970,1,10.771,34.442,2,285,2,2,2,8.3,2,0.13,2,0.77,2,-999,9,-999,9,2056.5,2,2291.3,2,453,2,-999,0.04,0.05,2,10.7706
  316N19831007, A13.5,56,2,12,2,19831103,0,-40.593,8.317,4970,3,10.771,34.442,2,285,2,2,2,8.3,2,0.13,2,0.77,2,-999,9,-999,9,2056.5,2,2291.3,2,453,2,20,-999,-999,9,10.7706
  316N19831007, A13.5,56,1,25,2,19831103,0,-40.593,8.317,4970,3,10.735,34.44,2,285,2,-999,9,-999,9,-999,9,-999,9,2.709,2,1.248,2,-999,9,-999,9,-999,9,-999,-999,-999,9,10.7346
  316N19831007, A13.5,56,2,13,2,19831103,0,-40.593,8.317,4970,21,10.733,34.44,2,285,2,1.9,2,8.2,2,0.13,2,0.77,2,2.729,2,1.288,2,-999,9,-999,9,-999,9,-999,-999,-999,9,10.7305
  316N19831007, A13.5,56,2,14,2,19831103,0,-40.593,8.317,4970,52,10.371,34.429,2,285,2,1.9,2,8.3,2,0.15,2,0.78,2,2.717,2,1.28,2,-999,9,-999,9,-999,9,-999,-999,-999,9,10.3649
  316N19831007, A13.5,56,2,15,2,19831103,0,-40.593,8.317,4970,91,9.889,34.429,2,281,2,1.9,2,9.6,2,0.22,2,0.86,2,2.769,2,1.288,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.8786
  316N19831007, A13.5,56,2,16,2,19831103,0,-40.593,8.317,4970,121,9.656,34.427,2,280,2,2,2,10,2,0.26,2,0.89,2,2.709,2,1.3,2,2064.5,2,2282.5,2,493,2,20,-999,-999,9,9.6424
  316N19831007, A13.5,56,2,17,2,19831103,0,-40.593,8.317,4970,161,9.298,34.41,2,273,2,2.4,2,12.2,2,0.13,2,0.98,2,2.688,2,1.248,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.2803
  316N19831007, A13.5,56,2,53,2,19831103,0,-40.593,8.317,4970,211,9.11,34.48,2,261,2,3.5,2,14.4,2,0.01,2,1.09,2,2.509,2,1.185,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.087
  316N19831007, A13.5,56,2,19,2,19831103,0,-40.593,8.317,4970,266,8.826,34.545,2,243,2,5.2,2,16.7,2,0.01,2,1.22,2,2.148,2,1.022,2,2101.6,2,2284.7,2,608,2,20,-999,-999,9,8.7975
  316N19831007, A13.5,56,2,20,2,19831103,0,-40.593,8.317,4970,322,8.175,34.526,2,233,2,7.5,2,19.6,2,0,2,1.39,2,1.806,2,0.841,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.1419
  316N19831007, A13.5,56,2,21,2,19831103,0,-40.593,8.317,4970,381,7.265,34.45,2,229,2,9.3,2,22.3,2,0,2,1.54,2,1.691,2,0.79,2,2125.6,2,2280.5,2,721,2,20,-999,-999,9,7.2284
  316N19831007, A13.5,56,2,22,2,19831103,0,-40.593,8.317,4970,441,6.229,34.372,2,230,2,11.5,2,24.9,2,0,2,1.72,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,6.19
  316N19831007, A13.5,56,2,23,2,19831103,0,-40.593,8.317,4970,502,5.431,34.303,2,-999,9,12.9,2,26.1,2,0,2,1.81,2,1.567,2,0.737,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.3895
  316N19831007, A13.5,56,1,26,2,19831103,0,-40.593,8.317,4970,563,4.862,34.263,2,243,2,15.3,2,27.1,2,0,2,1.88,2,1.454,2,0.7,2,2142.6,2,2277.1,2,822,2,20,-999,-999,9,4.8177
  316N19831007, A13.5,56,2,24,2,19831103,0,-40.593,8.317,4970,621,4.257,34.225,2,253,2,17.4,2,27.8,2,0,2,1.94,2,1.464,2,0.694,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.2108
  316N19831007, A13.5,56,1,27,2,19831103,0,-40.593,8.317,4970,683,3.839,34.201,2,256,2,19.3,2,28.3,2,0,2,1.97,2,1.456,2,0.7,2,2150.6,2,2282.6,2,839,2,20,-999,-999,9,3.7902
  316N19831007, A13.5,56,1,28,2,19831103,0,-40.593,8.317,4970,753,3.506,34.203,2,253,2,23,2,29,2,0,2,2.02,2,1.299,2,0.583,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.4537
  316N19831007, A13.5,56,1,29,2,19831103,0,-40.593,8.317,4970,854,3.216,34.231,2,240,2,29.5,2,30.5,2,0,2,2.12,2,0.972,2,0.46,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.1579
  316N19831007, A13.5,56,1,30,2,19831103,0,-40.593,8.317,4970,1005,3.007,34.313,2,216,2,41.3,2,32.3,2,0,2,2.25,2,-999,9,0.241,2,2195.7,2,2302.4,2,1019,2,20,-999,-999,9,2.939
  316N19831007, A13.5,56,1,31,2,19831103,0,-40.593,8.317,4970,1206,2.851,34.453,2,189,2,56.9,2,33.6,2,0,2,2.34,2,0.15,2,0.075,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7687
  316N19831007, A13.5,56,1,32,2,19831103,0,-40.593,8.317,4970,1408,2.728,34.559,2,181,2,64.2,2,33.2,2,0,2,2.32,2,0.058,2,0.04,2,2234.8,2,2331.8,2,1119,2,20,-999,-999,9,2.6307
  316N19831007, A13.5,56,1,33,2,19831103,0,-40.593,8.317,4970,1609,2.707,34.654,2,186,2,65.4,2,31.7,2,0,2,2.21,2,0.023,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5934
  316N19831007, A13.5,56,1,34,2,19831103,0,-40.593,8.317,4970,1812,2.677,34.727,2,195,2,62.8,2,29.8,2,0,2,2.06,2,0.012,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5464
  316N19831007, A13.5,56,1,35,2,19831103,0,-40.593,8.317,4970,2013,2.639,34.775,2,206,2,59.9,2,28.2,2,0,2,1.95,2,0,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.4912
  316N19831007, A13.5,56,1,36,2,19831103,0,-40.593,8.317,4970,2214,2.581,34.804,2,215,2,58,2,26.9,2,0,2,1.87,2,0,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.416
  316N19831007, A13.5,56,1,37,2,19831103,0,-40.593,8.317,4970,2415,2.526,34.824,2,221,2,56.5,2,26.2,2,0,2,1.81,2,-999,9,-999,9,2208.7,2,2340.5,2,890,2,20,-999,-999,9,2.3432
  316N19831007, A13.5,56,1,38,2,19831103,0,-40.593,8.317,4970,2667,2.43,34.835,2,226,2,56.8,2,25.8,2,0,2,1.77,2,0.012,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.225
  316N19831007, A13.5,56,1,39,2,19831103,0,-40.593,8.317,4970,2924,2.338,34.838,2,231,2,58.4,2,25.4,2,0,2,1.76,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1096
  316N19831007, A13.5,56,1,40,2,19831103,0,-40.593,8.317,4970,3179,2.231,34.836,2,231,2,61.7,2,25.6,2,0,2,1.77,2,-999,9,-999,9,2211.8,2,2350.7,2,856,2,20,-999,-999,9,1.9792
  316N19831007, A13.5,56,1,41,2,19831103,0,-40.593,8.317,4970,3381,2.112,34.827,2,231,2,65.6,2,25.9,2,0,2,1.79,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.8422
  316N19831007, A13.5,56,1,42,2,19831103,0,-40.593,8.317,4970,3633,1.877,34.806,2,226,2,75.2,2,27.1,2,0,2,1.88,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.5866
  316N19831007, A13.5,56,1,43,2,19831103,0,-40.593,8.317,4970,3885,1.556,34.777,2,224,2,87.5,2,28.5,2,0,2,1.97,2,0.002,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.2474
  316N19831007, A13.5,56,1,44,2,19831103,0,-40.593,8.317,4970,4140,1.293,34.755,2,223,2,96.8,2,29.5,2,0,2,2.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.9642
  316N19831007, A13.5,56,1,45,2,19831103,0,-40.593,8.317,4970,4398,1.143,34.74,2,-999,9,103.7,2,30.2,2,0,2,2.12,2,0,2,-0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.7902
  316N19831007, A13.5,56,1,46,2,19831103,0,-40.593,8.317,4970,4657,1.015,34.727,2,222,2,108.9,2,30.8,2,0,2,2.13,2,0.01,2,-0.004,2,2250.8,2,2370.8,2,990,2,20,-999,-999,9,0.6369
  316N19831007, A13.5,56,1,47,2,19831103,0,-40.593,8.317,4970,4913,0.992,34.723,2,222,2,110.7,2,31,2,0,2,2.16,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.5849
  316N19831007, A13.5,56,1,48,2,19831103,0,-40.593,8.317,4970,5049,0.998,34.723,2,222,2,110.7,2,31.1,2,0,2,2.16,2,0.01,2,0.004,2,2252.8,2,2374.7,2,981,2,20,-999,-999,9,0.5746
  316N19831007, A13.5,57,2,99,2,19831103,0,-39.497,10.008,4837,1,10.968,34.444,2,283,2,2,2,8.2,2,0.15,2,0.75,2,2.699,2,1.27,2,2041.3,2,2271.5,2,457,2,-999,0.03,0.05,2,10.9678
  316N19831007, A13.5,57,2,25,2,19831103,0,-39.497,10.008,4837,2,10.968,34.444,2,283,2,2,2,8.2,2,0.15,2,0.75,2,2.699,2,1.27,2,2041.3,2,2271.5,2,457,2,20,-999,-999,9,10.9678
  316N19831007, A13.5,57,2,26,2,19831103,0,-39.497,10.008,4837,78,10.286,34.445,2,282,2,2,2,8.8,2,0.18,2,0.79,2,2.717,2,1.302,2,2051.3,2,2278.4,2,467,2,20,-999,-999,9,10.2769
  316N19831007, A13.5,57,2,27,2,19831103,0,-39.497,10.008,4837,147,9.613,34.443,2,277,2,2.4,2,10.4,2,0.37,2,0.9,2,2.743,2,1.283,2,-999,9,-999,9,-999,9,-999,-999,-999,9,9.5965
  316N19831007, A13.5,57,2,28,2,19831103,0,-39.497,10.008,4837,215,8.699,34.332,2,281,2,2.6,2,12.9,2,0.27,2,1.04,2,2.84,2,1.343,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.6763
  316N19831007, A13.5,57,2,29,2,19831103,0,-39.497,10.008,4837,247,8.724,34.385,2,272,2,2.9,2,14,2,0.08,2,1.08,2,2.687,2,1.276,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.6978
  316N19831007, A13.5,57,2,30,2,19831103,0,-39.497,10.008,4837,311,8.538,34.496,2,250,2,4.7,2,16.8,2,0.01,2,1.22,2,2.322,2,1.083,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.5053
  316N19831007, A13.5,57,2,31,2,19831103,0,-39.497,10.008,4837,399,7.669,34.47,2,235,2,8.1,2,20.6,2,0.01,2,1.47,2,1.881,2,0.868,2,-999,9,-999,9,-999,9,-999,-999,-999,9,7.6294
  316N19831007, A13.5,57,2,32,2,19831103,0,-39.497,10.008,4837,497,6.426,34.395,2,227,2,12.5,2,24.8,2,0,2,1.71,2,1.504,2,0.703,2,-999,9,-999,9,-999,9,-999,-999,-999,9,6.3811
  316N19831007, A13.5,57,2,33,2,19831103,0,-39.497,10.008,4837,598,4.799,34.255,2,247,2,14.9,2,27.1,2,0,2,1.87,2,1.565,2,0.731,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.7521
  316N19831007, A13.5,57,2,34,2,19831103,0,-39.497,10.008,4837,750,3.975,34.253,2,243,2,23.4,2,28.9,2,0,2,1.99,2,1.161,2,0.552,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.9201
  316N19831007, A13.5,57,2,35,2,19831103,0,-39.497,10.008,4837,929,3.255,34.281,2,227,2,34.8,2,31.4,2,0,2,2.17,2,0.696,2,0.346,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.1909
  316N19831007, A13.5,57,2,36,2,19831103,0,-39.497,10.008,4837,1169,2.949,34.433,2,192,2,53.7,2,33.6,2,0,2,2.33,2,0.194,2,0.106,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.8687
  316N19831007, A13.5,57,2,37,2,19831103,0,-39.497,10.008,4837,1480,2.756,34.61,2,181,2,64.6,2,32.7,2,0,2,2.28,2,0.033,2,0.024,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.6525
  316N19831007, A13.5,57,2,38,2,19831103,0,-39.497,10.008,4837,1779,2.693,34.72,2,193,2,62.9,2,30.3,2,0,2,2.08,2,0.021,2,0.006,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.565
  316N19831007, A13.5,57,2,39,2,19831103,0,-39.497,10.008,4837,2080,2.64,34.795,2,210,2,57.7,2,27.5,2,0,2,1.9,2,0.007,2,0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.4862
  316N19831007, A13.5,57,2,40,2,19831103,0,-39.497,10.008,4837,2374,2.52,34.815,2,218,2,58.4,2,26.8,2,0,2,1.83,2,0,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3412
  316N19831007, A13.5,57,2,41,2,19831103,0,-39.497,10.008,4837,2665,2.427,34.837,2,225,2,56.9,2,25.6,2,0,2,1.76,2,0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2222
  316N19831007, A13.5,57,2,42,2,19831103,0,-39.497,10.008,4837,2964,2.297,34.841,2,229,2,59.3,2,25.6,2,0,2,1.75,2,-0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0655
  316N19831007, A13.5,57,2,43,2,19831103,0,-39.497,10.008,4837,3267,2.171,34.838,2,229,2,63.2,2,25.8,2,0,2,1.77,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9116
  316N19831007, A13.5,57,2,44,2,19831103,0,-39.497,10.008,4837,3574,1.871,34.809,2,227,2,74.6,2,27.1,2,0,2,1.87,2,0.001,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.587
  316N19831007, A13.5,57,2,45,2,19831103,0,-39.497,10.008,4837,3885,1.461,34.772,2,223,2,90.1,2,28.9,2,0,2,2,2,0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.155
  316N19831007, A13.5,57,2,46,2,19831103,0,-39.497,10.008,4837,4195,1.178,34.746,2,222,2,101.5,2,30.2,2,0,2,2.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.8466
  316N19831007, A13.5,57,2,47,2,19831103,0,-39.497,10.008,4837,4504,1.039,34.733,2,221,2,106.6,2,30.7,2,0,2,2.14,2,0.01,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6775
  316N19831007, A13.5,57,2,48,2,19831103,0,-39.497,10.008,4837,4904,0.948,34.723,2,222,2,111,2,31.1,2,0,2,2.18,2,-0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.5435
  316N19831007, A13.5,57,2,48,2,19831103,0,-39.497,10.008,4837,4904,0.948,34.723,2,222,2,111,2,31.1,2,0,2,2.18,2,-0.001,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.5435
  316N19831007, A13.5,57,2,48,2,19831103,0,-39.497,10.008,4837,4904,0.948,34.723,2,222,2,111,2,31.1,2,0,2,2.18,2,0.001,2,0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.5435
  316N19831007, A13.5,58,1,99,2,19831104,0,-38.508,11.828,5220,1,13.976,35.107,2,267,2,2.3,2,2.9,2,0.12,2,0.44,2,2.23,2,1.103,2,2047.3,2,2323.8,2,381,2,-999,0.13,0.05,2,13.9754
  316N19831007, A13.5,58,1,25,2,19831104,0,-38.508,11.828,5220,4,13.976,35.107,2,267,2,2.3,2,2.9,2,0.12,2,0.44,2,2.23,2,1.103,2,2047.3,2,2323.8,2,381,2,20,-999,-999,9,13.9754
  316N19831007, A13.5,58,1,26,2,19831104,0,-38.508,11.828,5220,59,13.94,35.246,2,263,2,3.2,2,3.3,2,0.21,2,0.47,2,2.188,2,1.063,2,-999,9,-999,9,-999,9,-999,-999,-999,9,13.9315
  316N19831007, A13.5,58,1,27,2,19831104,0,-38.508,11.828,5220,145,12.278,35.033,2,247,2,3.7,2,8.2,2,0.06,2,0.74,2,2.073,2,1.014,2,2061.2,2,2301.9,2,450,2,20,-999,-999,9,12.2588
  316N19831007, A13.5,58,1,28,2,19831104,0,-38.508,11.828,5220,243,10.06,34.785,2,217,2,7.5,2,16.4,2,0.02,2,1.22,2,1.305,2,0.648,2,2101.2,2,2286.4,2,605,2,20,-999,-999,9,10.0317
  316N19831007, A13.5,58,1,29,2,19831104,0,-38.508,11.828,5220,343,8.353,34.645,2,199,2,14.9,2,22.1,2,0.01,2,1.6,2,0.753,2,0.382,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.3172
  316N19831007, A13.5,58,1,29,2,19831104,0,-38.508,11.828,5220,343,8.353,34.645,2,199,2,14.9,2,22.1,2,0.01,2,1.6,2,0.76,2,0.386,2,-999,9,-999,9,-999,9,-999,-999,-999,9,8.3172
  316N19831007, A13.5,58,1,30,2,19831104,0,-38.508,11.828,5220,443,6.692,34.49,2,207,2,19,2,25.5,2,0.01,2,1.8,2,0.823,2,0.408,2,-999,9,-999,9,-999,9,-999,-999,-999,9,6.6511
  316N19831007, A13.5,58,1,30,2,19831104,0,-38.508,11.828,5220,443,6.692,34.49,2,207,2,19,2,25.5,2,0.01,2,1.8,2,0.824,2,0.393,2,-999,9,-999,9,-999,9,-999,-999,-999,9,6.6511
  316N19831007, A13.5,58,1,31,2,19831104,0,-38.508,11.828,5220,551,5.233,34.373,2,221,2,23.7,2,27.9,2,0.01,2,1.96,2,0.856,2,0.426,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.188
  316N19831007, A13.5,58,1,31,2,19831104,0,-38.508,11.828,5220,551,5.233,34.373,2,221,2,23.7,2,27.9,2,0.01,2,1.96,2,0.87,2,0.426,2,-999,9,-999,9,-999,9,-999,-999,-999,9,5.188
  316N19831007, A13.5,58,1,32,2,19831104,0,-38.508,11.828,5220,693,3.735,34.287,2,229,2,30,2,30.2,2,0.01,2,2.12,2,0.695,2,0.337,2,2164,2,2284.2,2,914,2,20,-999,-999,9,3.6859
  316N19831007, A13.5,58,1,32,2,19831104,0,-38.508,11.828,5220,693,3.735,34.287,2,229,2,30,2,30.2,2,0.01,2,2.12,2,0.695,2,0.348,2,2164,2,2284.2,2,914,2,20,-999,-999,9,3.6859
  316N19831007, A13.5,58,1,33,2,19831104,0,-38.508,11.828,5220,853,3.747,34.415,2,193,2,46.3,2,32.3,2,0.01,2,2.29,2,0.287,2,0.15,2,2193.9,2,2298.8,2,1032,2,20,-999,-999,9,3.6852
  316N19831007, A13.5,58,1,33,2,19831104,0,-38.508,11.828,5220,853,3.747,34.415,2,193,2,46.3,2,32.3,2,0.01,2,2.29,2,0.294,2,0.153,2,2193.9,2,2298.8,2,1032,2,20,-999,-999,9,3.6852
  316N19831007, A13.5,58,1,34,2,19831104,0,-38.508,11.828,5220,1056,3.278,34.523,2,176,2,60.7,2,33.3,2,0.01,2,2.38,2,0.086,2,0.044,2,2220.9,2,2319,2,1103,2,20,-999,-999,9,3.2035
  316N19831007, A13.5,58,1,34,2,19831104,0,-38.508,11.828,5220,1056,3.278,34.523,2,176,2,60.7,2,33.3,2,0.01,2,2.38,2,0.096,2,0.056,2,2220.9,2,2319,2,1103,2,20,-999,-999,9,3.2035
  316N19831007, A13.5,58,1,35,2,19831104,0,-38.508,11.828,5220,1257,2.947,34.606,2,176,2,66.5,2,32.8,2,0.01,2,2.34,2,0.03,2,-999,9,2225.9,2,2324.8,2,1103,2,20,-999,-999,9,2.8594
  316N19831007, A13.5,58,2,1,2,19831104,0,-38.508,11.828,5220,1490,2.771,34.701,2,192,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.6663
  316N19831007, A13.5,58,2,24,2,19831104,0,-38.508,11.828,5220,1492,2.769,34.702,2,189,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.6641
  316N19831007, A13.5,58,1,36,2,19831104,0,-38.508,11.828,5220,1509,2.782,34.7,2,189,2,63.7,2,30.7,2,0.01,2,2.16,2,0.006,2,0.009,2,2218.9,2,2327.6,2,1032,2,20,-999,-999,9,2.6756
  316N19831007, A13.5,58,1,37,2,19831104,0,-38.508,11.828,5220,1761,2.72,34.781,2,206,2,56.8,2,27.9,2,0,2,1.95,2,-0.001,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.593
  316N19831007, A13.5,58,1,38,2,19831104,0,-38.508,11.828,5220,2014,2.649,34.818,2,217,2,53.9,2,26.4,2,0,2,1.85,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5008
  316N19831007, A13.5,58,1,39,2,19831104,0,-38.508,11.828,5220,2266,2.558,34.835,2,222,2,54.8,2,25.8,2,0,2,1.81,2,-0.003,2,-0.002,2,2193.9,2,2326.7,2,876,2,20,-999,-999,9,2.3885
  316N19831007, A13.5,58,1,40,2,19831104,0,-38.508,11.828,5220,2520,2.444,34.839,2,227,2,56,2,25.5,2,0,2,1.78,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2528
  316N19831007, A13.5,58,1,41,2,19831104,0,-38.508,11.828,5220,2824,2.349,34.843,2,230,2,57.9,2,25.1,2,0,2,1.78,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1303
  316N19831007, A13.5,58,1,42,2,19831104,0,-38.508,11.828,5220,3128,2.256,34.843,2,231,2,60.1,2,25.1,2,0,2,1.77,2,-999,9,-999,9,2200.9,2,2341,2,844,2,20,-999,-999,9,2.0088
  316N19831007, A13.5,58,1,43,2,19831104,0,-38.508,11.828,5220,3433,2.082,34.828,2,230,2,66.6,2,26,2,0,2,1.82,2,-0.001,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.8075
  316N19831007, A13.5,58,1,44,2,19831104,0,-38.508,11.828,5220,3790,1.676,34.789,2,224,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,1.3742
