EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,RA-8/6,RA-8/6E,RA-8/6_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEGC,,,,DEGC
  316N19831007, A13.5,3,1,42,2,19831008,0,3.65,-3.795,3986,1009,4.519,34.672,2,153,2,31.8,2,32.6,2,-999,9,2.17,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.4383
  316N19831007, A13.5,3,1,43,2,19831008,0,3.65,-3.795,3986,1157,4.42,34.783,2,173,2,28.9,2,29.5,2,-999,9,1.95,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3269
  316N19831007, A13.5,3,1,44,2,19831008,0,3.65,-3.795,3986,1355,4.226,34.9,2,203,2,24.8,2,25.1,2,-999,9,1.66,2,-0.007,2,-0.005,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.1167
  316N19831007, A13.5,3,1,44,2,19831008,0,3.65,-3.795,3986,1355,4.226,34.9,2,203,2,24.8,2,25.1,2,-999,9,1.66,2,-999,9,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,4.1167
  316N19831007, A13.5,3,1,45,2,19831008,0,3.65,-3.795,3986,1556,3.969,34.946,2,224,2,23.9,2,22.7,2,-999,9,1.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.8441
  316N19831007, A13.5,3,1,46,2,19831008,0,3.65,-3.795,3986,1751,3.735,34.96,2,236,2,23.8,2,21.5,2,-999,9,1.43,2,0.001,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.595
  316N19831007, A13.5,3,1,47,2,19831008,0,3.65,-3.795,3986,1899,3.578,34.96,2,241,2,25.4,2,21.2,2,-999,9,1.39,2,0.006,2,0.008,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.4263
  316N19831007, A13.5,3,1,48,2,19831008,0,3.65,-3.795,3986,2047,3.396,34.955,2,242,2,27.9,2,21.1,2,-999,9,1.39,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.233
  316N19831007, A13.5,4,2,12,2,19831008,0,2.993,-3.77,4662,1,26.508,35.153,2,210,2,1.7,2,0,2,0,2,0.07,2,-999,9,-999,9,1922.6,2,2293.7,2,237,2,20,-999,-999,9,26.5078
  316N19831007, A13.5,4,2,99,2,19831008,0,2.993,-3.77,4662,1,26.508,35.153,2,210,2,1.7,2,0,2,0,2,0.07,2,-999,9,-999,9,1922.6,2,2293.7,2,237,2,-999,0.19,0.05,2,26.5078
  316N19831007, A13.5,4,1,25,2,19831008,0,2.993,-3.77,4662,3,26.546,35.17,2,206,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,26.5453
  316N19831007, A13.5,4,2,13,2,19831008,0,2.993,-3.77,4662,28,26.523,35.182,2,210,2,1.7,2,0,2,0,2,0,2,-999,9,-999,9,1925.6,2,2296.8,2,238,2,20,-999,-999,9,26.5167
  316N19831007, A13.5,4,2,14,2,19831008,0,2.993,-3.77,4662,49,18.498,35.838,2,151,2,4.5,2,10.4,2,0.31,2,0.8,2,-999,9,-999,9,2106.4,2,2343.3,2,485,2,20,-999,-999,9,18.4894
  316N19831007, A13.5,4,2,15,2,19831008,0,2.993,-3.77,4662,73,16.421,35.689,2,144,2,5.9,2,13.9,2,0.09,2,0.99,2,-999,9,-999,9,2124.5,2,2336.5,2,551,2,20,-999,-999,9,16.4092
  316N19831007, A13.5,4,2,16,2,19831008,0,2.993,-3.77,4662,97,15.444,35.594,2,103,2,8.3,2,19.4,2,0.01,2,1.3,2,-999,9,-999,9,2157.7,2,2329.6,2,690,2,20,-999,-999,9,15.429
  316N19831007, A13.5,4,2,17,2,19831008,0,2.993,-3.77,4662,122,15.002,35.538,2,97,2,8.9,2,20.7,2,0.01,2,1.37,2,-999,9,-999,9,2161.7,2,2321.6,2,738,2,20,-999,-999,9,14.9835
  316N19831007, A13.5,4,2,18,2,19831008,0,2.993,-3.77,4662,147,14.607,35.493,2,98,2,9.3,2,21.4,2,0.01,2,1.42,2,-999,9,-999,9,-999,9,-999,9,736,2,20,-999,-999,9,14.5851
  316N19831007, A13.5,4,2,19,2,19831008,0,2.993,-3.77,4662,197,14.022,35.415,2,96,2,9.9,2,22.3,2,0.01,2,1.46,2,-999,9,-999,9,2166.7,2,2319.1,2,770,2,20,-999,-999,9,13.9934
  316N19831007, A13.5,4,2,20,2,19831008,0,2.993,-3.77,4662,247,13.403,35.335,2,84,2,10.9,2,24.6,2,0.01,2,1.56,2,-999,9,-999,9,2180.8,2,2314.6,2,864,2,20,-999,-999,9,13.3682
  316N19831007, A13.5,4,2,21,2,19831008,0,2.993,-3.77,4662,296,11.185,35.089,2,57,2,15.2,2,31.5,2,0.01,2,1.93,2,-999,9,-999,9,2209.9,2,2300.1,2,1151,2,20,-999,-999,9,11.1479
  316N19831007, A13.5,4,2,22,2,19831008,0,2.993,-3.77,4662,345,9.833,34.937,2,58,2,17.4,2,34,2,0.01,2,2.09,2,-999,9,-999,9,-999,9,-999,9,1260,2,20,-999,-999,9,9.7931
  316N19831007, A13.5,4,2,23,2,19831008,0,2.993,-3.77,4662,437,8.556,34.8,2,69,2,19.9,2,35.6,2,0.01,2,2.21,2,-999,9,-999,9,2219.9,2,2290.1,2,1323,2,20,-999,-999,9,8.5094
  316N19831007, A13.5,4,2,24,2,19831008,0,2.993,-3.77,4662,579,6.538,34.615,2,101,2,26.3,2,36.5,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,1311,2,20,-999,-999,9,6.4846
  316N19831007, A13.5,4,1,26,2,19831008,0,2.993,-3.77,4662,719,5.522,34.548,2,124,2,29.8,2,36.2,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,1252,2,20,-999,-999,9,5.4606
  316N19831007, A13.5,4,1,27,2,19831008,0,2.993,-3.77,4662,817,5.039,34.561,2,127,2,32.5,2,36.2,2,0,2,2.39,2,-999,9,-999,9,2217.9,2,2292.9,2,1277,2,20,-999,-999,9,4.9717
  316N19831007, A13.5,4,1,28,2,19831008,0,2.993,-3.77,4662,940,4.541,34.599,2,149,2,33.5,2,34.2,2,0,2,2.29,2,-999,9,-999,9,-999,9,-999,9,1169,2,20,-999,-999,9,4.4662
  316N19831007, A13.5,4,1,29,2,19831008,0,2.993,-3.77,4662,1089,4.444,34.703,2,161,2,31.3,2,31.9,2,0,2,2.13,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3568
  316N19831007, A13.5,4,1,30,2,19831008,0,2.993,-3.77,4662,1288,4.364,34.841,2,185,2,26.2,2,27.8,2,0,2,1.87,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.2595
  316N19831007, A13.5,4,1,31,2,19831008,0,2.993,-3.77,4662,1485,4.195,34.943,2,220,2,20.9,2,23.2,2,0,2,1.54,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.074
  316N19831007, A13.5,4,1,32,2,19831008,0,2.993,-3.77,4662,1611,4.032,34.955,2,225,2,22,2,22.7,2,0,2,1.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.9012
  316N19831007, A13.5,4,1,33,2,19831008,0,2.993,-3.77,4662,1743,3.835,34.964,2,236,2,22.3,2,21.6,2,0,2,1.44,2,-999,9,-0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6944
  316N19831007, A13.5,4,1,33,2,19831008,0,2.993,-3.77,4662,1743,3.835,34.964,2,236,2,22.3,2,21.6,2,0,2,1.44,2,-999,9,0.009,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6944
  316N19831007, A13.5,4,1,33,2,19831008,0,2.993,-3.77,4662,1743,3.835,34.964,2,236,2,22.3,2,21.6,2,0,2,1.44,2,-999,9,0.011,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6944
  316N19831007, A13.5,4,1,33,2,19831008,0,2.993,-3.77,4662,1743,3.835,34.964,2,236,2,22.3,2,21.6,2,0,2,1.44,2,0.001,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6944
  316N19831007, A13.5,4,1,34,2,19831008,0,2.993,-3.77,4662,1897,3.677,34.966,2,241,2,23.1,2,21,2,0,2,1.4,2,-0.004,2,0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.5241
  316N19831007, A13.5,4,1,35,2,19831008,0,2.993,-3.77,4662,2096,3.381,34.958,2,241,2,27.6,2,21.1,2,0,2,1.42,2,-0.005,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2136
  316N19831007, A13.5,4,1,35,2,19831008,0,2.993,-3.77,4662,2096,3.381,34.958,2,241,2,27.6,2,21.1,2,0,2,1.42,2,-0.013,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2136
  316N19831007, A13.5,4,1,35,2,19831008,0,2.993,-3.77,4662,2096,3.381,34.958,2,241,2,27.6,2,21.1,2,0,2,1.42,2,0.002,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2136
  316N19831007, A13.5,4,1,36,2,19831008,0,2.993,-3.77,4662,2242,3.243,34.955,2,243,2,29.3,2,21.1,2,0,2,1.43,2,-0.016,2,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0638
  316N19831007, A13.5,4,1,36,2,19831008,0,2.993,-3.77,4662,2242,3.243,34.955,2,243,2,29.3,2,21.1,2,0,2,1.43,2,0.006,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.0638
  316N19831007, A13.5,4,1,37,2,19831008,0,2.993,-3.77,4662,2374,3.069,34.946,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.8801
  316N19831007, A13.5,4,1,38,2,19831008,0,2.993,-3.77,4662,2562,2.927,34.937,2,242,2,35.8,2,21.6,2,0,2,1.46,2,-999,9,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7223
  316N19831007, A13.5,4,1,38,2,19831008,0,2.993,-3.77,4662,2562,2.927,34.937,2,242,2,35.8,2,21.6,2,0,2,1.46,2,-999,9,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7223
  316N19831007, A13.5,4,1,38,2,19831008,0,2.993,-3.77,4662,2562,2.927,34.937,2,242,2,35.8,2,21.6,2,0,2,1.46,2,0.001,2,0,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.7223
  316N19831007, A13.5,4,1,39,2,19831008,0,2.993,-3.77,4662,2846,2.738,34.926,2,241,2,38.9,2,22,2,0,2,1.48,2,-0.007,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5087
  316N19831007, A13.5,4,1,39,2,19831008,0,2.993,-3.77,4662,2846,2.738,34.926,2,241,2,38.9,2,22,2,0,2,1.48,2,-999,9,-0.008,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5087
  316N19831007, A13.5,4,1,39,2,19831008,0,2.993,-3.77,4662,2846,2.738,34.926,2,241,2,38.9,2,22,2,0,2,1.48,2,-999,9,0.005,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.5087
  316N19831007, A13.5,4,1,40,2,19831008,0,2.993,-3.77,4662,3112,2.619,34.921,2,242,2,43.2,2,22.1,2,0,2,1.49,2,0.003,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.3649
  316N19831007, A13.5,4,1,41,2,19831008,0,2.993,-3.77,4662,3301,2.551,34.913,2,241,2,43.6,2,22.2,2,0,2,1.5,2,-999,9,-0.008,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2787
  316N19831007, A13.5,4,1,42,2,19831008,0,2.993,-3.77,4662,3493,2.505,34.91,2,240,2,46,2,22.4,2,0,2,1.5,2,0.001,2,-0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2132
  316N19831007, A13.5,4,1,42,2,19831008,0,2.993,-3.77,4662,3493,2.505,34.91,2,240,2,46,2,22.4,2,0,2,1.5,2,0.004,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.2132
  316N19831007, A13.5,4,1,43,2,19831008,0,2.993,-3.77,4662,3699,2.467,34.905,2,241,2,46.5,2,22.4,2,0,2,1.5,2,-0.001,2,-0.008,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1536
  316N19831007, A13.5,4,1,43,2,19831008,0,2.993,-3.77,4662,3699,2.467,34.905,2,241,2,46.5,2,22.4,2,0,2,1.5,2,0.003,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.1536
  316N19831007, A13.5,4,1,44,2,19831008,0,2.993,-3.77,4662,3908,2.418,34.903,2,239,2,48.9,2,22.6,2,0,2,1.52,2,-0.005,2,0.001,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0824
  316N19831007, A13.5,4,1,44,2,19831008,0,2.993,-3.77,4662,3908,2.418,34.903,2,239,2,48.9,2,22.6,2,0,2,1.52,2,-0.008,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0824
  316N19831007, A13.5,4,1,46,2,19831008,0,2.993,-3.77,4662,4117,2.361,34.892,2,239,2,51.3,2,22.9,2,0,2,1.55,2,-0.006,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0032
  316N19831007, A13.5,4,1,46,2,19831008,0,2.993,-3.77,4662,4117,2.361,34.892,2,239,2,51.3,2,22.9,2,0,2,1.55,2,-0.008,2,0.002,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.0032
  316N19831007, A13.5,4,1,45,2,19831008,0,2.993,-3.77,4662,4118,2.361,34.895,2,239,2,51.3,2,22.8,2,0,2,1.53,2,-0.001,2,0.001,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.003
  316N19831007, A13.5,4,1,45,2,19831008,0,2.993,-3.77,4662,4118,2.361,34.895,2,239,2,51.3,2,22.8,2,0,2,1.53,2,0.003,2,-0.003,2,-999,9,-999,9,-999,9,-999,-999,-999,9,2.003
  316N19831007, A13.5,4,1,47,2,19831008,0,2.993,-3.77,4662,4325,2.295,34.888,2,240,2,53.5,2,23.1,2,0,2,1.56,2,-0.001,2,0.001,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9148
  316N19831007, A13.5,4,1,47,2,19831008,0,2.993,-3.77,4662,4325,2.295,34.888,2,240,2,53.5,2,23.1,2,0,2,1.56,2,-999,9,-0.001,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9148
  316N19831007, A13.5,4,1,47,2,19831008,0,2.993,-3.77,4662,4325,2.295,34.888,2,240,2,53.5,2,23.1,2,0,2,1.56,2,-999,9,-0.006,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.9148
  316N19831007, A13.5,4,1,48,2,19831008,0,2.993,-3.77,4662,4718,2.231,34.88,2,237,2,58.9,2,23.7,2,0,2,1.59,2,-0.01,2,0.005,2,2205.9,2,2355.1,2,803,2,20,-999,-999,9,1.8056
  316N19831007, A13.5,4,1,48,2,19831008,0,2.993,-3.77,4662,4718,2.231,34.88,2,237,2,58.9,2,23.7,2,0,2,1.59,2,-999,9,0.002,2,2205.9,2,2355.1,2,803,2,20,-999,-999,9,1.8056
  316N19831007, A13.5,5,1,99,2,19831009,0,2.258,-3.698,4920,1,26.299,35.633,2,206,2,1.2,2,0.1,2,0,2,0.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,0.26,0.05,2,26.2985
  316N19831007, A13.5,5,1,1,2,19831009,0,2.258,-3.698,4920,2,26.299,35.633,2,206,2,1.2,2,0.1,2,0,2,0.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,26.2985
  316N19831007, A13.5,5,1,2,2,19831009,0,2.258,-3.698,4920,35,26.205,35.672,2,207,2,1.3,2,0.1,2,0,2,0.03,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,26.1971
  316N19831007, A13.5,5,1,3,2,19831009,0,2.258,-3.698,4920,60,21.944,35.746,2,186,2,2.4,2,3.3,2,0.15,2,0.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,21.9321
  316N19831007, A13.5,5,1,4,2,19831009,0,2.258,-3.698,4920,81,15.39,35.577,2,132,2,6.4,2,16.6,2,0.05,2,1.13,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,15.3775
  316N19831007, A13.5,5,1,5,2,19831009,0,2.258,-3.698,4920,105,14.178,35.439,2,146,2,7.3,2,16.7,2,0.01,2,1.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,14.1627
  316N19831007, A13.5,5,1,6,2,19831009,0,2.258,-3.698,4920,129,14.107,35.428,2,138,2,7.5,2,17.6,2,0.01,2,1.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,14.0882
  316N19831007, A13.5,5,1,7,2,19831009,0,2.258,-3.698,4920,154,13.991,35.409,2,143,2,7.5,2,17.1,2,0.01,2,1.18,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,13.9687
  316N19831007, A13.5,5,1,8,2,19831009,0,2.258,-3.698,4920,204,13.767,35.379,2,132,2,7.7,2,18.8,2,0.01,2,1.27,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,13.7377
  316N19831007, A13.5,5,1,9,2,19831009,0,2.258,-3.698,4920,254,13.53,35.347,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,13.4939
  316N19831007, A13.5,5,1,10,2,19831009,0,2.258,-3.698,4920,317,11.015,35.065,2,79,2,13.1,2,29.4,2,0,2,1.83,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,10.9756
  316N19831007, A13.5,5,1,11,2,19831009,0,2.258,-3.698,4920,383,9.494,34.886,2,104,2,17.6,2,31.6,2,0,2,2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,9.4506
  316N19831007, A13.5,5,1,12,2,19831009,0,2.258,-3.698,4920,459,7.976,34.728,2,110,2,19.3,2,32.4,2,0,2,2.05,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,7.929
  316N19831007, A13.5,5,1,13,2,19831009,0,2.258,-3.698,4920,521,7.167,34.656,2,112,2,21.2,2,34.2,2,0,2,2.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,7.1167
  316N19831007, A13.5,5,1,14,2,19831009,0,2.258,-3.698,4920,590,6.39,34.589,2,111,2,24.5,2,35.9,2,0,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,6.3362
  316N19831007, A13.5,5,1,15,2,19831009,0,2.258,-3.698,4920,676,5.647,34.537,2,130,2,27.1,2,35.5,2,0,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,5.5889
  316N19831007, A13.5,5,1,16,2,19831009,0,2.258,-3.698,4920,757,5.198,34.538,2,133,2,29.6,2,35.8,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,5.1351
  316N19831007, A13.5,5,1,17,2,19831009,0,2.258,-3.698,4920,851,4.709,34.546,2,148,2,31.3,2,34.6,2,0,2,2.33,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.6408
  316N19831007, A13.5,5,1,18,2,19831009,0,2.258,-3.698,4920,918,4.613,34.591,2,143,2,32.2,2,34.6,2,0,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.5396
  316N19831007, A13.5,5,1,19,2,19831009,0,2.258,-3.698,4920,1050,4.443,34.687,2,160,2,29.8,2,32,2,0,2,2.16,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3593
  316N19831007, A13.5,5,1,20,2,19831009,0,2.258,-3.698,4920,1240,4.467,34.807,2,180,2,27,2,28.6,2,0,2,1.93,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.3659
  316N19831007, A13.5,5,1,21,2,19831009,0,2.258,-3.698,4920,1433,4.205,34.928,2,215,2,22.2,2,23.7,2,0,2,1.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,4.0887
  316N19831007, A13.5,5,1,22,2,19831009,0,2.258,-3.698,4920,1621,3.984,34.958,2,233,2,20.7,2,21.8,2,0,2,1.47,2,-0.002,2,-0.001,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.8529
  316N19831007, A13.5,5,1,22,2,19831009,0,2.258,-3.698,4920,1621,3.984,34.958,2,233,2,20.7,2,21.8,2,0,2,1.47,2,-0.008,2,-0.015,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.8529
  316N19831007, A13.5,5,1,22,2,19831009,0,2.258,-3.698,4920,1621,3.984,34.958,2,233,2,20.7,2,21.8,2,0,2,1.47,2,-999,9,-0.008,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.8529
  316N19831007, A13.5,5,1,23,2,19831009,0,2.258,-3.698,4920,1773,3.763,34.964,2,240,2,21.8,2,21.1,2,0,2,1.42,2,-0.007,2,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6205
  316N19831007, A13.5,5,1,23,2,19831009,0,2.258,-3.698,4920,1773,3.763,34.964,2,240,2,21.8,2,21.1,2,0,2,1.42,2,-999,9,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6205
  316N19831007, A13.5,5,1,23,2,19831009,0,2.258,-3.698,4920,1773,3.763,34.964,2,240,2,21.8,2,21.1,2,0,2,1.42,2,-999,9,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6205
  316N19831007, A13.5,5,1,23,2,19831009,0,2.258,-3.698,4920,1773,3.763,34.964,2,240,2,21.8,2,21.1,2,0,2,1.42,2,0,2,-0.004,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.6205
  316N19831007, A13.5,5,1,24,2,19831009,0,2.258,-3.698,4920,2039,3.417,34.957,2,247,2,24.4,2,20.7,2,0,2,1.4,2,-0.006,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2545
  316N19831007, A13.5,5,1,24,2,19831009,0,2.258,-3.698,4920,2039,3.417,34.957,2,247,2,24.4,2,20.7,2,0,2,1.4,2,-0.011,2,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2545
  316N19831007, A13.5,5,1,24,2,19831009,0,2.258,-3.698,4920,2039,3.417,34.957,2,247,2,24.4,2,20.7,2,0,2,1.4,2,0.001,2,-0.01,2,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2545
  316N19831007, A13.5,5,1,24,2,19831009,0,2.258,-3.698,4920,2039,3.417,34.957,2,247,2,24.4,2,20.7,2,0,2,1.4,2,0.004,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,3.2545
  316N19831007, A13.5,6,1,25,2,19831009,0,1.502,-3.632,5091,1,25.088,35.705,2,213,2,-999,9,-999,9,-999,9,-999,9,1.361,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,25.0878
  316N19831007, A13.5,6,1,25,2,19831009,0,1.502,-3.632,5091,1,25.088,35.705,2,213,2,-999,9,-999,9,-999,9,-999,9,1.362,2,0.735,2,-999,9,-999,9,-999,9,-999,-999,-999,9,25.0878
  316N19831007, A13.5,6,1,25,2,19831009,0,1.502,-3.632,5091,1,25.088,35.705,2,213,2,-999,9,-999,9,-999,9,-999,9,1.366,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,25.0878
  316N19831007, A13.5,6,2,12,2,19831009,0,1.502,-3.632,5091,3,25.12,35.705,2,210,2,0.7,2,0,2,0,2,0.09,2,1.367,2,-999,9,1988.7,2,2338.9,2,276,2,20,-999,-999,9,25.1193
  316N19831007, A13.5,6,2,14,2,19831009,0,1.502,-3.632,5091,27,24.994,35.704,2,212,2,0.8,2,0,2,0,2,0.09,2,1.352,2,0.718,2,-999,9,-999,9,276,2,20,-999,-999,9,24.9881
  316N19831007, A13.5,6,2,14,2,19831009,0,1.502,-3.632,5091,27,24.994,35.704,2,212,2,0.8,2,0,2,0,2,0.09,2,1.356,2,0.708,2,-999,9,-999,9,276,2,20,-999,-999,9,24.9881
  316N19831007, A13.5,6,2,15,2,19831009,0,1.502,-3.632,5091,55,24.8,35.722,2,213,2,0.8,2,0,2,0,2,0.09,2,1.367,2,0.712,2,-999,9,-999,9,-999,9,-999,-999,-999,9,24.7881
  316N19831007, A13.5,6,2,16,2,19831009,0,1.502,-3.632,5091,73,15.738,35.617,2,120,2,6.1,2,17.5,2,0.05,2,1.19,2,0.73,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,15.7266
  316N19831007, A13.5,6,2,17,2,19831009,0,1.502,-3.632,5091,95,14.527,35.488,2,144,2,6.8,2,16.2,2,0.01,2,1.12,2,0.747,2,0.396,2,-999,9,-999,9,-999,9,-999,-999,-999,9,14.5129
  316N19831007, A13.5,6,2,18,2,19831009,0,1.502,-3.632,5091,144,14.282,35.45,2,146,2,6.9,2,16.3,2,0.01,2,1.16,2,0.732,2,0.392,2,-999,9,-999,9,-999,9,-999,-999,-999,9,14.2609
  316N19831007, A13.5,6,2,19,2,19831009,0,1.502,-3.632,5091,185,13.986,35.411,2,133,2,7.4,2,18.2,2,0.01,2,1.26,2,0.639,2,0.346,2,-999,9,-999,9,-999,9,-999,-999,-999,9,13.9592
  316N19831007, A13.5,6,2,20,2,19831009,0,1.502,-3.632,5091,240,13.371,35.325,2,118,2,8.4,2,20.7,2,0.01,2,1.39,2,0.534,2,0.299,2,-999,9,-999,9,-999,9,-999,-999,-999,9,13.3372
  316N19831007, A13.5,6,2,21,2,19831009,0,1.502,-3.632,5091,292,13.276,35.329,2,115,2,8.4,2,20.8,2,0.01,2,1.39,2,0.524,2,0.301,2,-999,9,-999,9,-999,9,-999,-999,-999,9,13.235
  316N19831007, A13.5,6,2,22,2,19831009,0,1.502,-3.632,5091,345,9.834,34.921,2,94,2,14.8,2,30,2,0.01,2,1.9,2,0.139,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,9.7941
  316N19831007, A13.5,6,2,23,2,19831009,0,1.502,-3.632,5091,416,8.488,34.77,2,107,2,17.1,2,31.6,2,0,2,2.01,2,0.087,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,8.4439
  316N19831007, A13.5,6,2,23,2,19831009,0,1.502,-3.632,5091,416,8.488,34.77,2,107,2,17.1,2,31.6,2,0,2,2.01,2,0.096,2,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,8.4439
