BOTTLE,20080905WHPSIODBK
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20080905
#original HYD file: a22hy.txt   Fri Sep  5 06:56:54 2008
#original SUM file: a22su.txt   Fri Sep  5 07:25:27 2008
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,C14ERR,DELHER,HELIER,NEONER,TRITER
,,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,ITS-90,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,25_DEG,,/MILLE,PERCNT,NMOL/KG,NMOL/KG,TU
     316N151_4,   A22,    72,  1,     26,     26,2,19970902,0433, 40.2928, -66.3020, 3008, 1167.8,    101.8,  14.2978,  35.5526,2,  35.5669,2,    174.3,2, 14.2828,    175.4,2,     4.77,2,    11.04,2,     0.02,2,     0.72,2,    2.269,2,    1.222,2,    0.102,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     25,     25,2,19970902,0433, 40.2928, -66.3020, 3008, 1665.5,    151.8,  12.9638,  35.6344,2,  35.6334,2,    147.3,2, 12.9428,    147.4,2,     8.04,2,    17.59,2,     0.01,2,     1.09,2,    1.434,2,    0.772,2,    0.042,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     24,     24,2,19970902,0433, 40.2928, -66.3020, 3008, 2138.8,    199.5,  11.6598,  35.4726,2,  35.4705,2,    137.8,2, 11.6342,    139.1,2,    10.22,2,    20.80,2,     0.01,2,     1.30,2,    1.105,2,    0.595,2,    0.025,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     23,     23,2,19970902,0433, 40.2928, -66.3020, 3008, 2654.0,    251.2,  10.2281,  35.3302,2,  35.3296,2,    147.0,2, 10.1984,    149.7,2,    11.81,2,    21.69,2,     0.01,2,     1.37,2,    1.055,2,    0.560,2,    0.035,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     22,     22,2,19970902,0433, 40.2928, -66.3020, 3008, 3159.0,    302.0,   8.7819,  35.1516,2,  35.1511,2,    147.2,2,  8.7493,    143.3,2,    14.78,2,    24.79,2,     0.00,2,     1.58,2,    0.725,2,    0.385,2,    0.020,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     21,     21,2,19970902,0433, 40.2928, -66.3020, 3008, 4137.1,    400.0,   7.2885,  35.0937,2,  35.0936,2,    174.1,2,  7.2495,    174.0,2,    14.09,2,    22.83,2,     0.00,2,     1.48,2,    0.944,2,    0.486,2,    0.037,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     20,     20,2,19970902,0433, 40.2928, -66.3020, 3008, 5143.7,    500.8,   6.0059,  35.0466,2,  35.0479,2,    208.1,2,  5.9617,    203.4,2,    13.49,2,    21.00,2,     0.00,2,     1.38,2,    1.231,2,    0.633,2,    0.056,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     19,     19,2,19970902,0433, 40.2928, -66.3020, 3008, 6128.9,    599.2,   5.1785,  35.0254,2,  35.0250,2,    224.0,2,  5.1290,    228.4,2,    12.60,2,    19.50,2,     0.00,2,     1.28,2,    1.532,2,    0.767,2,    0.079,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     18,     18,2,19970902,0433, 40.2928, -66.3020, 3008, 7134.3,    699.8,   5.0280,  35.0464,2,  35.0472,2,    235.0,2,  4.9704,    234.8,2,    12.31,2,    19.05,2,     0.00,2,     1.25,2,    1.347,2,    0.673,2,    0.063,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     17,     17,2,19970902,0433, 40.2928, -66.3020, 3008, 8146.8,    801.0,   4.5625,  35.0038,2,  35.0033,2,    251.1,2,  4.4989,    246.4,2,    12.12,2,    18.60,2,     0.00,2,     1.23,2,    1.551,2,    0.767,2,    0.076,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     16,     16,2,19970902,0433, 40.2928, -66.3020, 3008, 9151.2,    901.4,   4.3519,  34.9891,2,  34.9883,2,    252.2,2,  4.2812,    252.6,2,    12.02,2,    18.31,2,     0.00,2,     1.21,2,    1.560,2,    0.767,2,    0.076,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     15,     15,2,19970902,0433, 40.2928, -66.3020, 3008,10140.5,   1000.3,   4.1702,  34.9766,2,  34.9749,2,    257.0,2,  4.0924,    256.9,2,    11.92,2,    18.10,2,     0.00,2,     1.20,2,    1.555,2,    0.768,2,    0.072,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     14,     14,2,19970902,0433, 40.2928, -66.3020, 3008,11124.7,   1098.7,   3.9723,  34.9580,2,  34.9563,2,    260.2,2,  3.8878,    262.4,2,    11.82,2,    17.86,2,     0.00,2,     1.18,2,    1.728,2,    0.856,2,    0.093,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     13,     13,2,19970902,0433, 40.2928, -66.3020, 3008,12624.2,   1248.7,   3.7107,  34.9313,2,  34.9317,2,    268.4,2,  3.6158,    269.1,2,    11.73,2,    17.57,2,     0.00,2,     1.16,2,    2.033,6,    1.004,6,    0.115,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     12,     12,2,19970902,0433, 40.2928, -66.3020, 3008,14131.3,   1399.3,   3.5698,  34.9235,2,  34.9229,2,    271.5,2,  3.4634,    272.9,2,    12.02,2,    17.45,2,     0.00,2,     1.16,2,    1.986,2,    0.971,2,    0.116,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     11,     11,2,19970902,0433, 40.2928, -66.3020, 3008,15631.9,   1549.2,   3.5085,  34.9237,2,  34.9233,2,    273.2,2,  3.3896,    273.2,2,    12.22,2,    17.41,2,     0.00,2,     1.16,2,    1.909,2,    0.919,2,    0.105,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,     10,     10,2,19970902,0433, 40.2928, -66.3020, 3008,17156.2,   1701.5,   3.4224,  34.9220,2,  34.9219,2,    273.7,2,  3.2910,    273.6,2,    12.52,2,    17.40,2,     0.00,2,     1.16,2,    1.841,2,    0.889,2,    0.101,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      9,      9,2,19970902,0433, 40.2928, -66.3020, 3008,18617.8,   1847.7,   3.3533,  34.9237,2,  34.9250,2,    273.0,2,  3.2096,    273.5,2,    13.11,2,    17.36,2,     0.00,2,     1.16,2,    1.705,2,    0.831,2,    0.091,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      8,      8,2,19970902,0433, 40.2928, -66.3020, 3008,20134.4,   1999.3,   3.3098,  34.9299,2,  34.9303,2,    272.5,2,  3.1527,    271.8,2,    13.81,2,    17.40,2,     0.00,2,     1.16,2,    1.460,2,    0.710,2,    0.073,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      7,      7,2,19970902,0433, 40.2928, -66.3020, 3008,21629.8,   2148.7,   3.2169,  34.9363,2,  34.9374,2,    270.3,2,  3.0472,    269.3,2,    15.10,2,    17.47,2,     0.00,2,     1.17,2,    1.121,2,    0.555,2,    0.055,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      6,      6,2,19970902,0433, 40.2928, -66.3020, 3008,23146.7,   2300.5,   3.0655,  34.9349,2,  34.9357,2,    268.8,2,  2.8837,    269.4,2,    16.08,2,    17.39,2,     0.00,2,     1.17,2,    0.984,6,    0.497,6,    0.048,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      5,      5,2,19970902,0433, 40.2928, -66.3020, 3008,24660.4,   2451.9,   2.9505,  34.9333,2,  34.9321,2,    269.6,2,  2.7561,    270.0,2,    16.77,2,    17.35,2,     0.00,2,     1.16,2,    0.949,2,    0.466,2,    0.036,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      4,      4,2,19970902,0433, 40.2928, -66.3020, 3008,26175.6,   2603.4,   2.7690,  34.9243,2,  34.9233,2,    271.6,2,  2.5633,    271.9,2,    17.27,2,    17.15,2,     0.00,2,     1.16,2,    1.072,2,    0.532,2,    0.048,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      3,      3,2,19970902,0433, 40.2928, -66.3020, 3008,27644.6,   2750.4,   2.6231,  34.9187,2,  34.9179,2,    272.7,2,  2.4057,    273.1,2,    17.87,2,    17.02,2,     0.00,2,     1.15,2,    1.157,2,    0.570,2,    0.055,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      2,      2,2,19970902,0433, 40.2928, -66.3020, 3008,29154.3,   2901.5,   2.5015,  34.9128,2,  34.9103,2,    273.0,2,  2.2716,    273.5,2,    18.66,2,    16.97,2,     0.00,2,     1.15,2,    1.219,2,    0.608,2,    0.058,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    72,  1,      1,      1,2,19970902,0433, 40.2928, -66.3020, 3008,30475.2,   3033.6,   2.3942,  34.9078,2,  34.9049,2,    271.6,2,  2.1534,    274.1,2,    20.13,6,    17.05,6,     0.00,6,     1.16,6,    1.218,2,    0.606,2,    0.062,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    73,  1,     25,     25,2,19970902,0824, 40.4790, -66.4942, 2492,  184.9,      2.4,  25.4990,  35.3887,2,  35.3911,2,    169.7,2, 25.4985,    210.4,2,     0.61,2,     0.05,2,     0.00,2,     0.02,2,    1.849,2,    1.092,2,    0.144,2, -999.000,9,   1.7546,2,    -0.32,2,     83.8,2,     1.37,2,   5.846,2,   1992.6,2,   -999.0,9,   2332.3,2,   8.0970,2,     3.0,    0.15,  0.0088,   0.029,-999.000
     316N151_4,   A22,    73,  1,     24,     24,2,19970902,0824, 40.4790, -66.4942, 2492,  659.7,     50.6,  17.4134,  34.9296,2,  34.9298,2,    212.7,2, 17.4050,    216.0,2,     2.37,2,     2.99,2,     0.20,2,     0.34,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,5,  -999.00,9,     85.8,2,     1.12,2,-999.000,9,   2065.3,2,   -999.0,9,   2315.0,6,   7.9520,6,     4.4, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    73,  1,     23,     23,2,19970902,0824, 40.4790, -66.4942, 2492, 1155.9,    100.3,  14.8726,  35.4319,2,  35.4327,2,    178.5,2, 14.8575,    189.3,2,     3.26,2,     7.73,2,     0.03,2,     0.55,2,    2.609,2,    1.412,2,    0.133,2, -999.000,9,   1.7917,2,     2.41,2,     72.5,2,     0.84,2,   5.546,2,   2109.8,2,   -999.0,9,   2336.7,2,   7.8930,2,     3.2,    0.15,  0.0090,   0.028,-999.000
     316N151_4,   A22,    73,  1,     22,     22,2,19970902,0824, 40.4790, -66.4942, 2492, 1668.2,    151.9,  14.3501,  35.8630,2,  35.8595,2,    144.8,2, 14.3277,    155.4,2,     5.83,2,    14.52,2,     0.01,2,     0.88,2,    1.639,6,    0.881,6,    0.032,2, -999.000,9,   1.7930,2,     6.91,2,     41.9,2,     0.78,2,   5.658,2,   2149.0,2,   -999.0,9,   2352.2,2,   7.8300,2,     2.4,    0.15,  0.0090,   0.028,-999.000
     316N151_4,   A22,    73,  1,     21,     21,2,19970902,0824, 40.4790, -66.4942, 2492, 2095.9,    194.9,  12.8660,  35.6567,2,  35.6465,2,    140.0,2, 12.8392,    143.7,2,     8.29,2,    18.41,2,     0.01,2,     1.13,2,    1.243,2,    0.669,2,    0.018,2, -999.000,9,   1.8094,2,     7.73,2,     19.1,6,     0.74,2,   5.973,2,   2165.1,2,   -999.0,9,   2346.2,2,   7.7870,2,     2.0,    0.15,  0.0090,   0.030,-999.000
     316N151_4,   A22,    73,  1,     20,     20,2,19970902,0824, 40.4790, -66.4942, 2492, 2650.5,    250.8,  10.8269,  35.3620,2,  35.3613,2,    137.7,2, 10.7961,    138.6,2,    11.44,2,    22.03,2,     0.01,2,     1.39,2,    1.044,2,    0.553,2,    0.031,2, -999.000,9,   1.8170,2,     7.28,2,    -23.9,2,     0.73,2,   5.636,2,   2180.4,2,   -999.0,9,   2331.4,2,   7.7290,2,     5.1,    0.15,  0.0091,   0.028,-999.000
     316N151_4,   A22,    73,  1,     19,     19,2,19970902,0824, 40.4790, -66.4942, 2492, 3109.0,    296.9,   9.5194,  35.2144,2,  35.2117,2,    136.3,2,  9.4858,    136.5,2,    14.10,2,    24.58,2,     0.01,2,     1.57,2,    0.701,2,    0.377,2,    0.013,2, -999.000,9,   1.7957,2,     5.10,2,    -43.5,2,     0.58,2,   7.885,2,   2189.9,2,   -999.0,9,   2325.0,2,   7.6940,2,     2.7,    0.15,  0.0090,   0.039,-999.000
     316N151_4,   A22,    73,  1,     18,     18,2,19970902,0824, 40.4790, -66.4942, 2492, 4127.1,    399.1,   7.8372,  35.1080,2,  35.1058,2,    164.8,2,  7.7967,    161.5,2,    14.60,2,    23.69,2,     0.00,2,     1.53,2,    0.823,2,    0.430,2,    0.026,2, -999.000,9,   1.8158,2,     5.41,2,    -45.1,2,     0.75,2,   8.012,2,   2188.2,2,   -999.0,9,   2320.6,2,   7.6890,2,     2.4,    0.15,  0.0091,   0.040,-999.000
     316N151_4,   A22,    73,  1,     17,     17,2,19970902,0824, 40.4790, -66.4942, 2492, 5136.5,    500.2,   6.1400,  35.0534,2,  35.0524,2,    201.3,2,  6.0953,    201.4,2,    13.51,2,    21.14,2,     0.01,2,     1.38,2,    1.180,2,    0.594,2,    0.054,2, -999.000,9,   1.8234,2,     5.87,2,    -48.1,6,     0.82,2,   8.162,2,   2178.6,2,   -999.0,9,   2317.0,2,   7.7070,2,     5.7,    0.15,  0.0091,   0.041,-999.000
     316N151_4,   A22,    73,  1,     16,     16,2,19970902,0824, 40.4790, -66.4942, 2492, 6127.0,    599.3,   5.2711,  35.0122,2,  35.0097,2,    227.4,2,  5.2211,    225.9,2,    12.63,2,    19.60,2,     0.00,2,     1.29,2,    1.668,6,    0.839,6,    0.093,2, -999.000,9,   1.8499,2,     7.29,2,    -39.6,6,     0.84,2,   7.706,2,   2172.6,2,   -999.0,9,   2314.1,2,   7.7110,2,     2.2,    0.15,  0.0092,   0.039,-999.000
     316N151_4,   A22,    73,  1,     15,     15,2,19970902,0824, 40.4790, -66.4942, 2492, 7151.4,    701.8,   4.6597,  34.9803,2,  34.9809,2,    243.8,2,  4.6040,    243.4,2,    12.04,2,    18.63,2,     0.00,2,     1.23,2,    2.014,2,    0.995,2,    0.110,2, -999.000,9,   1.8705,2,     7.66,2,    -59.5,2,     0.89,2,   7.931,2,   2166.6,2,   -999.0,9,   2312.0,2,   7.7250,2,     3.4,    0.15,  0.0094,   0.040,-999.000
     316N151_4,   A22,    73,  1,     14,     14,2,19970902,0824, 40.4790, -66.4942, 2492, 8155.0,    802.0,   4.4650,  34.9822,2,  34.9830,2,    250.2,2,  4.4020,    249.6,2,    11.94,2,    18.38,2,     0.00,2,     1.21,2,    1.894,2,    0.934,2,    0.102,2, -999.000,9,   1.8581,2,     7.78,2,    -44.7,2,     0.93,2,   7.900,2,   2164.4,2,   -999.0,9,   2311.5,2,   7.7260,2,     4.0,    0.15,  0.0093,   0.039,-999.000
     316N151_4,   A22,    73,  1,     13,     13,2,19970902,0824, 40.4790, -66.4942, 2492, 9130.9,    899.6,   4.3240,  34.9777,2,  34.9779,2,    253.5,2,  4.2536,    253.8,2,    11.84,2,    18.18,2,     0.00,2,     1.20,2,    1.831,2,    0.902,2,    0.093,2, -999.000,9,   1.8598,2,     8.41,2,    -44.7,2,     0.92,2,   7.881,2,   2163.4,2,   -999.0,9,   2312.2,2,   7.7320,2,     4.1,    0.15,  0.0093,   0.039,-999.000
     316N151_4,   A22,    73,  1,     12,     12,2,19970902,0824, 40.4790, -66.4942, 2492,10156.1,   1002.1,   4.1596,  34.9655,2,  34.9656,2,    257.7,2,  4.0817,    258.3,2,    11.75,2,    17.98,2,     0.00,2,     1.19,2,    1.892,6,    0.931,6,    0.095,2, -999.000,9,   1.8508,2,     8.32,2,    -62.2,2,     0.94,2,   7.848,2,   2161.1,2,   -999.0,9,   2308.8,2,   7.7290,2,     4.3,    0.15,  0.0093,   0.039,-999.000
     316N151_4,   A22,    73,  1,     11,     11,2,19970902,0824, 40.4790, -66.4942, 2492,11153.1,   1101.8,   3.9916,  34.9491,2,  34.9490,2,    263.1,2,  3.9067,    262.6,2,    11.65,2,    17.81,2,     0.00,2,     1.18,2,    2.043,2,    1.005,2,    0.116,2, -999.000,9,   1.8512,2,     7.76,2,    -55.7,2,     0.96,2,   7.849,2,   2159.8,2,   -999.0,9,   2309.2,2,   7.7330,2,     2.9,    0.15,  0.0093,   0.039,-999.000
     316N151_4,   A22,    73,  1,     10,     10,2,19970902,0824, 40.4790, -66.4942, 2492,12640.2,   1250.6,   3.8377,  34.9419,2,  34.9370,2,    266.9,2,  3.7414,    266.5,2,    11.76,2,    17.64,2,     0.00,2,     1.17,2,    1.958,2,    0.960,2,    0.104,2, -999.000,9,   1.8491,2,     7.65,2,    -45.6,2,     1.00,2,   7.842,2,   2158.8,2,   -999.0,9,   2309.1,2,   7.7340,2,     3.4,    0.15,  0.0092,   0.039,-999.000
     316N151_4,   A22,    73,  1,      9,      9,2,19970902,0824, 40.4790, -66.4942, 2492,14134.8,   1399.9,   3.7322,  34.9380,2,  34.9387,2,    269.4,2,  3.6239,    268.5,2,    11.95,2,    17.57,2,     0.00,2,     1.17,2,    1.814,2,    0.893,2,    0.099,2, -999.000,9,   1.8543,2,     7.42,2,    -52.8,2,     1.00,2,   7.860,2,   2157.1,2,   -999.0,9,   2309.2,2,   7.7380,2,     2.9,    0.15,  0.0093,   0.039,-999.000
     316N151_4,   A22,    73,  1,      8,      8,2,19970902,0824, 40.4790, -66.4942, 2492,15637.5,   1550.2,   3.6278,  34.9386,2,  34.9387,2,    269.8,2,  3.5075,    269.3,2,    12.35,2,    17.52,2,     0.00,2,     1.17,2,    1.581,2,    0.780,2,    0.076,2, -999.000,9,   1.8549,2,     7.27,2,    -67.9,2,     1.03,2,   7.932,2,   2157.3,2,   -999.0,9,   2309.5,2,   7.7390,2,     4.6,    0.15,  0.0093,   0.040,-999.000
     316N151_4,   A22,    73,  1,      7,      7,2,19970902,0824, 40.4790, -66.4942, 2492,17135.5,   1700.1,   3.4897,  34.9263,2,  34.9256,2,    272.1,2,  3.3575,    272.5,2,    12.55,2,    17.40,2,     0.00,2,     1.16,2,    1.777,2,    0.870,2,    0.100,2, -999.000,9,   1.8904,2,     6.82,2,    -66.5,2,     1.04,2,   7.995,2,   2156.8,2,   -999.0,9,   2309.1,2,   7.7420,2,     0.0,    0.15,  0.0095,   0.040,-999.000
     316N151_4,   A22,    73,  1,      6,      6,2,19970902,0824, 40.4790, -66.4942, 2492,18629.8,   1849.5,   3.4190,  34.9261,2,  34.9265,2,    272.7,2,  3.2742,    272.9,2,    13.04,2,    17.40,2,     0.00,2,     1.16,2,    1.690,2,    0.834,2,    0.096,2, -999.000,9,   1.8963,2,     6.98,2,    -42.5,6,     0.94,6,   8.004,2,   2156.3,2,   -999.0,9,   2305.7,2,   7.7340,2,     2.2,    0.15,  0.0095,   0.040,-999.000
     316N151_4,   A22,    73,  1,      5,      5,2,19970902,0824, 40.4790, -66.4942, 2492,20131.0,   1999.7,   3.3557,  34.9295,2,  34.9267,2,    272.1,2,  3.1979,    271.6,2,    13.83,2,    17.39,2,     0.00,2,     1.16,2,    1.493,2,    0.737,2,    0.080,2, -999.000,9,   1.8726,2,     6.41,2,    -40.6,2,     0.94,2,   7.954,2,   2157.1,2,   -999.0,9,   2308.6,2,   7.7340,2,     3.7,    0.15,  0.0094,   0.040,-999.000
     316N151_4,   A22,    73,  1,      4,      4,2,19970902,0824, 40.4790, -66.4942, 2492,21638.4,   2150.5,   3.3073,  34.9395,2,  34.9394,2,    270.3,2,  3.1360,    269.7,2,    14.62,2,    17.48,2,     0.00,2,     1.17,2,    1.106,2,    0.555,2,    0.054,2, -999.000,9,   1.8951,2,     6.77,2,    -53.7,2,     1.00,2,   8.027,2,   2157.3,2,   -999.0,9,   2312.2,2,   7.7460,2,     3.0,    0.15,  0.0095,   0.040,-999.000
     316N151_4,   A22,    73,  1,      3,      3,2,19970902,0824, 40.4790, -66.4942, 2492,23137.1,   2300.3,   3.2652,  34.9397,2,  34.9391,2,    268.1,2,  3.0801,    269.3,2,    15.21,2,    17.47,2,     0.00,2,     1.17,2,    1.063,2,    0.540,2,    0.053,2, -999.000,9,   1.8724,2,     6.60,2,    -44.5,2,     1.02,2,   7.980,2,   2158.5,2,   -999.0,9,   2312.8,2,   7.7450,2,     2.4,    0.15,  0.0094,   0.040,-999.000
     316N151_4,   A22,    73,  1,      2,      2,2,19970902,0824, 40.4790, -66.4942, 2492,24370.1,   2423.8,   3.2119,  34.9373,2,  34.9375,2,    268.3,2,  3.0157,    269.4,2,    15.61,2,    17.47,2,     0.00,2,     1.17,2,    1.068,2,    0.540,2,    0.051,2, -999.000,9,   1.8877,2,     6.48,2,    -50.1,2,     0.96,2,   8.018,2,   2158.4,2,   -999.0,9,   2311.1,6,   7.7390,6,     4.3,    0.15,  0.0094,   0.040,-999.000
     316N151_4,   A22,    73,  1,      1,      1,2,19970902,0824, 40.4790, -66.4942, 2492,25201.1,   2507.0,   3.1986,  34.9372,2,  34.9355,2,    266.6,2,  2.9944,    269.2,2,    15.83,6,    17.46,6,     0.00,6,     1.17,6,    1.039,6,    0.527,6,    0.048,2, -999.000,9,   1.8925,2,     6.80,2,    -53.0,6,     0.94,6,   7.977,2,   2158.1,2,   -999.0,9,   2315.2,2,   7.7380,2,     7.0,    0.15,  0.0095,   0.040,-999.000
